Region,Comuna,Nacimientos,Fecha,Codigo region,Codigo comuna
Metropolitana,La Florida,21,2020-01-07,,
Metropolitana,Las Condes,15,2020-01-07,,
Metropolitana,Maipú,10,2020-01-07,,
Metropolitana,Melipilla,4,2020-01-07,,
Metropolitana,Ñuñoa,4,2020-01-07,,
Metropolitana,Peñalolén,16,2020-01-07,,
Metropolitana,Providencia,33,2020-01-07,,
Metropolitana,Puente Alto,22,2020-01-07,,
Metropolitana,Quinta Normal,12,2020-01-07,,
Metropolitana,Recoleta,22,2020-01-07,,
Metropolitana,San Bernardo,18,2020-01-07,,
Metropolitana,San Miguel,17,2020-01-07,,
Metropolitana,San Ramón,12,2020-01-07,,
Metropolitana,Santiago,64,2020-01-07,,
Metropolitana,Talagante,8,2020-01-07,,
Metropolitana,Vitacura,15,2020-01-07,,
Metropolitana,Buin,4,2020-01-08,,
Metropolitana,Estación Central,12,2020-01-08,,
Metropolitana,Huechuraba,1,2020-01-08,,
Metropolitana,Independencia,26,2020-01-08,,
Metropolitana,La Florida,22,2020-01-08,,
Metropolitana,Las Condes,18,2020-01-08,,
Metropolitana,Maipú,9,2020-01-08,,
Metropolitana,Melipilla,4,2020-01-08,,
Metropolitana,Ñuñoa,1,2020-01-08,,
Metropolitana,Peñalolén,12,2020-01-08,,
Metropolitana,Providencia,28,2020-01-08,,
Metropolitana,Puente Alto,6,2020-01-08,,
Metropolitana,Quinta Normal,5,2020-01-08,,
Metropolitana,Recoleta,24,2020-01-08,,
Metropolitana,San Bernardo,17,2020-01-08,,
Metropolitana,San Miguel,9,2020-01-08,,
Metropolitana,San Ramón,12,2020-01-08,,
Metropolitana,Santiago,63,2020-01-08,,
Metropolitana,Talagante,6,2020-01-08,,
Metropolitana,Vitacura,16,2020-01-08,,
Metropolitana,Buin,5,2020-01-09,,
Metropolitana,Estación Central,17,2020-01-09,,
Metropolitana,Huechuraba,1,2020-01-09,,
Metropolitana,Independencia,29,2020-01-09,,
Metropolitana,La Florida,13,2020-01-09,,
Metropolitana,Las Condes,17,2020-01-09,,
Metropolitana,Maipú,10,2020-01-09,,
Metropolitana,Melipilla,7,2020-01-09,,
Metropolitana,Ñuñoa,3,2020-01-09,,
Metropolitana,Peñaflor,1,2020-01-09,,
Metropolitana,Peñalolén,19,2020-01-09,,
Metropolitana,Providencia,26,2020-01-09,,
Metropolitana,Pudahuel,1,2020-01-09,,
Metropolitana,Puente Alto,18,2020-01-09,,
Metropolitana,Quinta Normal,9,2020-01-09,,
Metropolitana,Recoleta,19,2020-01-09,,
Metropolitana,San Bernardo,10,2020-01-09,,
Metropolitana,San Miguel,4,2020-01-09,,
Metropolitana,San Ramón,10,2020-01-09,,
Metropolitana,Santiago,47,2020-01-09,,
Metropolitana,Talagante,8,2020-01-09,,
Metropolitana,Vitacura,17,2020-01-09,,
Metropolitana,Buin,1,2020-01-10,,
Metropolitana,Estación Central,15,2020-01-10,,
Metropolitana,Independencia,24,2020-01-10,,
Metropolitana,La Florida,17,2020-01-10,,
Metropolitana,Las Condes,22,2020-01-10,,
Metropolitana,Maipú,8,2020-01-10,,
Metropolitana,Melipilla,4,2020-01-10,,
Metropolitana,Ñuñoa,1,2020-01-10,,
Metropolitana,Peñalolén,14,2020-01-10,,
Metropolitana,Providencia,38,2020-01-10,,
Metropolitana,Puente Alto,17,2020-01-10,,
Metropolitana,Quinta Normal,8,2020-01-10,,
Metropolitana,Recoleta,23,2020-01-10,,
Metropolitana,San Bernardo,17,2020-01-10,,
Metropolitana,San Miguel,7,2020-01-10,,
Metropolitana,San Ramón,12,2020-01-10,,
Metropolitana,Santiago,63,2020-01-10,,
Metropolitana,Talagante,5,2020-01-10,,
Metropolitana,Vitacura,21,2020-01-10,,
Metropolitana,Buin,4,2020-01-13,,
Metropolitana,Cerrillos,1,2020-01-13,,
Metropolitana,Estación Central,27,2020-01-13,,
Metropolitana,Independencia,59,2020-01-13,,
Metropolitana,La Florida,43,2020-01-13,,
Metropolitana,Las Condes,24,2020-01-13,,
Metropolitana,Maipú,16,2020-01-13,,
Metropolitana,Melipilla,10,2020-01-13,,
Metropolitana,Ñuñoa,6,2020-01-13,,
Metropolitana,Peñaflor,2,2020-01-13,,
Metropolitana,Peñalolén,41,2020-01-13,,
Metropolitana,Providencia,51,2020-01-13,,
Metropolitana,Puente Alto,38,2020-01-13,,
Metropolitana,Quinta Normal,23,2020-01-13,,
Metropolitana,Recoleta,37,2020-01-13,,
Metropolitana,San Bernardo,32,2020-01-13,,
Metropolitana,San Miguel,34,2020-01-13,,
Metropolitana,San Ramón,16,2020-01-13,,
Metropolitana,Santiago,113,2020-01-13,,
Metropolitana,Talagante,10,2020-01-13,,
Metropolitana,Vitacura,28,2020-01-13,,
Metropolitana,Buin,5,2020-01-14,,
Metropolitana,Estación Central,11,2020-01-14,,
Metropolitana,Independencia,36,2020-01-14,,
Metropolitana,La Florida,17,2020-01-14,,
Metropolitana,Las Condes,29,2020-01-14,,
Metropolitana,Maipú,11,2020-01-14,,
Metropolitana,Melipilla,2,2020-01-14,,
Metropolitana,Ñuñoa,2,2020-01-14,,
Metropolitana,Peñaflor,1,2020-01-14,,
Metropolitana,Peñalolén,23,2020-01-14,,
Metropolitana,Providencia,33,2020-01-14,,
Metropolitana,Puente Alto,22,2020-01-14,,
Metropolitana,Quilicura,2,2020-01-14,,
Metropolitana,Quinta Normal,16,2020-01-14,,
Metropolitana,Recoleta,24,2020-01-14,,
Metropolitana,San Bernardo,18,2020-01-14,,
Metropolitana,San Miguel,16,2020-01-14,,
Metropolitana,San Ramón,9,2020-01-14,,
Metropolitana,Santiago,65,2020-01-14,,
Metropolitana,Talagante,9,2020-01-14,,
Metropolitana,Vitacura,15,2020-01-14,,
Metropolitana,Buin,3,2020-01-15,,
Metropolitana,El Bosque,1,2020-01-15,,
Metropolitana,Estación Central,12,2020-01-15,,
Metropolitana,Independencia,17,2020-01-15,,
Metropolitana,La Cisterna,1,2020-01-15,,
Metropolitana,La Florida,15,2020-01-15,,
Metropolitana,La Reina,1,2020-01-15,,
Metropolitana,Las Condes,10,2020-01-15,,
Metropolitana,Maipú,5,2020-01-15,,
Metropolitana,Melipilla,5,2020-01-15,,
Metropolitana,Ñuñoa,1,2020-01-15,,
Metropolitana,Peñalolén,12,2020-01-15,,
Metropolitana,Providencia,27,2020-01-15,,
Metropolitana,Puente Alto,13,2020-01-15,,
Metropolitana,Quinta Normal,12,2020-01-15,,
Metropolitana,Recoleta,18,2020-01-15,,
Metropolitana,San Bernardo,15,2020-01-15,,
Metropolitana,San Miguel,7,2020-01-15,,
Metropolitana,San Ramón,7,2020-01-15,,
Metropolitana,Santiago,62,2020-01-15,,
Metropolitana,Talagante,5,2020-01-15,,
Metropolitana,Vitacura,19,2020-01-15,,
Metropolitana,Buin,5,2020-01-16,,
Metropolitana,Estación Central,15,2020-01-16,,
Metropolitana,Independencia,31,2020-01-16,,
Metropolitana,La Florida,20,2020-01-16,,
Metropolitana,Las Condes,16,2020-01-16,,
Metropolitana,Maipú,8,2020-01-16,,
Metropolitana,Melipilla,7,2020-01-16,,
Metropolitana,Ñuñoa,2,2020-01-16,,
Metropolitana,Paine,1,2020-01-16,,
Metropolitana,Peñalolén,15,2020-01-16,,
Metropolitana,Providencia,23,2020-01-16,,
Metropolitana,Puente Alto,18,2020-01-16,,
Metropolitana,Quinta Normal,6,2020-01-16,,
Metropolitana,Recoleta,22,2020-01-16,,
Metropolitana,San Bernardo,17,2020-01-16,,
Metropolitana,San Miguel,12,2020-01-16,,
Metropolitana,San Ramón,14,2020-01-16,,
Metropolitana,Santiago,47,2020-01-16,,
Metropolitana,Talagante,9,2020-01-16,,
Metropolitana,Vitacura,10,2020-01-16,,
Metropolitana,Buin,4,2020-01-17,,
Metropolitana,Estación Central,15,2020-01-17,,
Metropolitana,Independencia,21,2020-01-17,,
Metropolitana,La Florida,19,2020-01-17,,
Metropolitana,Las Condes,23,2020-01-17,,
Metropolitana,Maipú,10,2020-01-17,,
Metropolitana,Melipilla,10,2020-01-17,,
Metropolitana,Ñuñoa,3,2020-01-17,,
Metropolitana,Peñaflor,1,2020-01-17,,
Metropolitana,Peñalolén,16,2020-01-17,,
Metropolitana,Providencia,40,2020-01-17,,
Metropolitana,Puente Alto,12,2020-01-17,,
Metropolitana,Quinta Normal,6,2020-01-17,,
Metropolitana,Recoleta,21,2020-01-17,,
Metropolitana,San Bernardo,14,2020-01-17,,
Metropolitana,San Miguel,13,2020-01-17,,
Metropolitana,San Ramón,14,2020-01-17,,
Metropolitana,Santiago,62,2020-01-17,,
Metropolitana,Talagante,4,2020-01-17,,
Metropolitana,Vitacura,20,2020-01-17,,
Metropolitana,Buin,9,2020-01-20,,
Metropolitana,Estación Central,23,2020-01-20,,
Metropolitana,Independencia,43,2020-01-20,,
Metropolitana,La Florida,45,2020-01-20,,
Metropolitana,La Reina,1,2020-01-20,,
Metropolitana,Las Condes,22,2020-01-20,,
Metropolitana,Maipú,24,2020-01-20,,
Metropolitana,Melipilla,13,2020-01-20,,
Metropolitana,Ñuñoa,3,2020-01-20,,
Metropolitana,Peñalolén,34,2020-01-20,,
Metropolitana,Providencia,46,2020-01-20,,
Metropolitana,Puente Alto,38,2020-01-20,,
Metropolitana,Quinta Normal,19,2020-01-20,,
Metropolitana,Recoleta,36,2020-01-20,,
Metropolitana,San Bernardo,29,2020-01-20,,
Metropolitana,San Miguel,35,2020-01-20,,
Metropolitana,San Ramón,19,2020-01-20,,
Metropolitana,Santiago,87,2020-01-20,,
Metropolitana,Talagante,8,2020-01-20,,
Metropolitana,Vitacura,38,2020-01-20,,
Metropolitana,Buin,2,2020-01-21,,
Metropolitana,Estación Central,13,2020-01-21,,
Metropolitana,Independencia,28,2020-01-21,,
Metropolitana,La Florida,21,2020-01-21,,
Metropolitana,Lampa,1,2020-01-21,,
Metropolitana,Las Condes,15,2020-01-21,,
Metropolitana,Maipú,6,2020-01-21,,
Metropolitana,Melipilla,9,2020-01-21,,
Metropolitana,Ñuñoa,3,2020-01-21,,
Metropolitana,Peñaflor,1,2020-01-21,,
Metropolitana,Peñalolén,18,2020-01-21,,
Metropolitana,Providencia,25,2020-01-21,,
Metropolitana,Puente Alto,16,2020-01-21,,
Metropolitana,Quinta Normal,9,2020-01-21,,
Metropolitana,Recoleta,22,2020-01-21,,
Metropolitana,San Bernardo,19,2020-01-21,,
Metropolitana,San Miguel,14,2020-01-21,,
Metropolitana,San Ramón,8,2020-01-21,,
Metropolitana,Santiago,66,2020-01-21,,
Metropolitana,Talagante,6,2020-01-21,,
Metropolitana,Vitacura,20,2020-01-21,,
Metropolitana,Buin,6,2020-01-22,,
Metropolitana,Estación Central,13,2020-01-22,,
Metropolitana,Independencia,28,2020-01-22,,
Metropolitana,La Florida,18,2020-01-22,,
Metropolitana,Las Condes,17,2020-01-22,,
Metropolitana,Maipú,17,2020-01-22,,
Metropolitana,Melipilla,5,2020-01-22,,
Metropolitana,Ñuñoa,2,2020-01-22,,
Metropolitana,Peñaflor,1,2020-01-22,,
Metropolitana,Peñalolén,16,2020-01-22,,
Metropolitana,Providencia,24,2020-01-22,,
Metropolitana,Puente Alto,6,2020-01-22,,
Metropolitana,Quilicura,1,2020-01-22,,
Metropolitana,Quinta Normal,9,2020-01-22,,
Metropolitana,Recoleta,13,2020-01-22,,
Metropolitana,San Bernardo,13,2020-01-22,,
Metropolitana,San Miguel,12,2020-01-22,,
Metropolitana,San Ramón,5,2020-01-22,,
Metropolitana,Santiago,45,2020-01-22,,
Metropolitana,Talagante,6,2020-01-22,,
Metropolitana,Vitacura,13,2020-01-22,,
Metropolitana,Buin,4,2020-01-23,,
Metropolitana,Estación Central,15,2020-01-23,,
Metropolitana,Independencia,23,2020-01-23,,
Metropolitana,La Florida,22,2020-01-23,,
Metropolitana,Las Condes,14,2020-01-23,,
Metropolitana,Maipú,8,2020-01-23,,
Metropolitana,Melipilla,6,2020-01-23,,
Metropolitana,Ñuñoa,3,2020-01-23,,
Metropolitana,Peñalolén,12,2020-01-23,,
Metropolitana,Providencia,24,2020-01-23,,
Metropolitana,Puente Alto,13,2020-01-23,,
Metropolitana,Quinta Normal,7,2020-01-23,,
Metropolitana,Recoleta,21,2020-01-23,,
Metropolitana,San Bernardo,18,2020-01-23,,
Metropolitana,San Miguel,10,2020-01-23,,
Metropolitana,San Ramón,13,2020-01-23,,
Metropolitana,Santiago,45,2020-01-23,,
Metropolitana,Talagante,3,2020-01-23,,
Metropolitana,Vitacura,11,2020-01-23,,
Metropolitana,Buin,2,2020-01-24,,
Metropolitana,Colina,1,2020-01-24,,
Metropolitana,Estación Central,22,2020-01-24,,
Metropolitana,Independencia,36,2020-01-24,,
Metropolitana,La Florida,14,2020-01-24,,
Metropolitana,Las Condes,22,2020-01-24,,
Metropolitana,Maipú,6,2020-01-24,,
Metropolitana,Melipilla,4,2020-01-24,,
Metropolitana,Peñaflor,1,2020-01-24,,
Metropolitana,Peñalolén,19,2020-01-24,,
Metropolitana,Providencia,31,2020-01-24,,
Metropolitana,Puente Alto,20,2020-01-24,,
Metropolitana,Quinta Normal,11,2020-01-24,,
Metropolitana,Recoleta,18,2020-01-24,,
Metropolitana,San Bernardo,21,2020-01-24,,
Metropolitana,San Miguel,11,2020-01-24,,
Metropolitana,San Ramón,10,2020-01-24,,
Metropolitana,Santiago,39,2020-01-24,,
Metropolitana,Talagante,6,2020-01-24,,
Metropolitana,Vitacura,16,2020-01-24,,
Metropolitana,Santiago,1,2020-01-25,,
Metropolitana,Buin,4,2020-01-27,,
Metropolitana,Colina,1,2020-01-27,,
Metropolitana,Conchalí,1,2020-01-27,,
Metropolitana,Estación Central,23,2020-01-27,,
Metropolitana,Independencia,57,2020-01-27,,
Metropolitana,La Florida,27,2020-01-27,,
Metropolitana,Las Condes,22,2020-01-27,,
Metropolitana,Maipú,21,2020-01-27,,
Metropolitana,Melipilla,13,2020-01-27,,
Metropolitana,Ñuñoa,5,2020-01-27,,
Metropolitana,Peñaflor,1,2020-01-27,,
Metropolitana,Peñalolén,27,2020-01-27,,
Metropolitana,Providencia,39,2020-01-27,,
Metropolitana,Puente Alto,20,2020-01-27,,
Metropolitana,Quinta Normal,17,2020-01-27,,
Metropolitana,Recoleta,36,2020-01-27,,
Metropolitana,Renca,1,2020-01-27,,
Metropolitana,San Bernardo,39,2020-01-27,,
Metropolitana,San Miguel,18,2020-01-27,,
Metropolitana,San Ramón,25,2020-01-27,,
Metropolitana,Santiago,99,2020-01-27,,
Metropolitana,Talagante,17,2020-01-27,,
Metropolitana,Vitacura,24,2020-01-27,,
Metropolitana,Buin,2,2020-01-28,,
Metropolitana,Colina,1,2020-01-28,,
Metropolitana,Estación Central,15,2020-01-28,,
Metropolitana,Independencia,40,2020-01-28,,
Metropolitana,La Florida,29,2020-01-28,,
Metropolitana,Las Condes,10,2020-01-28,,
Metropolitana,Maipú,10,2020-01-28,,
Metropolitana,Melipilla,4,2020-01-28,,
Metropolitana,Ñuñoa,2,2020-01-28,,
Metropolitana,Peñaflor,1,2020-01-28,,
Metropolitana,Peñalolén,11,2020-01-28,,
Metropolitana,Providencia,29,2020-01-28,,
Metropolitana,Pudahuel,1,2020-01-28,,
Metropolitana,Puente Alto,13,2020-01-28,,
Metropolitana,Quilicura,1,2020-01-28,,
Metropolitana,Quinta Normal,6,2020-01-28,,
Metropolitana,Recoleta,22,2020-01-28,,
Metropolitana,San Bernardo,16,2020-01-28,,
Metropolitana,San Miguel,27,2020-01-28,,
Metropolitana,San Ramón,11,2020-01-28,,
Metropolitana,Santiago,48,2020-01-28,,
Metropolitana,Talagante,5,2020-01-28,,
Metropolitana,Vitacura,24,2020-01-28,,
Metropolitana,Buin,2,2020-01-29,,
Metropolitana,Estación Central,14,2020-01-29,,
Metropolitana,Independencia,33,2020-01-29,,
Metropolitana,La Florida,24,2020-01-29,,
Metropolitana,Las Condes,17,2020-01-29,,
Metropolitana,Maipú,7,2020-01-29,,
Metropolitana,Melipilla,5,2020-01-29,,
Metropolitana,Peñaflor,1,2020-01-29,,
Metropolitana,Peñalolén,11,2020-01-29,,
Metropolitana,Providencia,22,2020-01-29,,
Metropolitana,Puente Alto,8,2020-01-29,,
Metropolitana,Quinta Normal,7,2020-01-29,,
Metropolitana,Recoleta,26,2020-01-29,,
Metropolitana,San Bernardo,8,2020-01-29,,
Metropolitana,San Miguel,16,2020-01-29,,
Metropolitana,San Ramón,19,2020-01-29,,
Metropolitana,Santiago,56,2020-01-29,,
Metropolitana,Talagante,1,2020-01-29,,
Metropolitana,Vitacura,10,2020-01-29,,
Metropolitana,Estación Central,10,2020-01-30,,
Metropolitana,Huechuraba,1,2020-01-30,,
Metropolitana,Independencia,26,2020-01-30,,
Metropolitana,La Florida,18,2020-01-30,,
Metropolitana,Las Condes,17,2020-01-30,,
Metropolitana,Maipú,5,2020-01-30,,
Metropolitana,Melipilla,4,2020-01-30,,
Metropolitana,Ñuñoa,3,2020-01-30,,
Metropolitana,Peñaflor,1,2020-01-30,,
Metropolitana,Peñalolén,13,2020-01-30,,
Metropolitana,Providencia,31,2020-01-30,,
Metropolitana,Puente Alto,20,2020-01-30,,
Metropolitana,Quinta Normal,7,2020-01-30,,
Metropolitana,Recoleta,13,2020-01-30,,
Metropolitana,San Bernardo,13,2020-01-30,,
Metropolitana,San José De Maipo,1,2020-01-30,,
Metropolitana,San Miguel,6,2020-01-30,,
Metropolitana,San Ramón,16,2020-01-30,,
Metropolitana,Santiago,55,2020-01-30,,
Metropolitana,Talagante,8,2020-01-30,,
Metropolitana,Vitacura,16,2020-01-30,,
Metropolitana,Buin,5,2020-01-31,,
Metropolitana,Estación Central,10,2020-01-31,,
Metropolitana,Independencia,40,2020-01-31,,
Metropolitana,La Florida,22,2020-01-31,,
Metropolitana,Las Condes,14,2020-01-31,,
Metropolitana,Maipú,6,2020-01-31,,
Metropolitana,Melipilla,3,2020-01-31,,
Metropolitana,Ñuñoa,2,2020-01-31,,
Metropolitana,Peñalolén,18,2020-01-31,,
Metropolitana,Providencia,34,2020-01-31,,
Metropolitana,Puente Alto,13,2020-01-31,,
Metropolitana,Quinta Normal,11,2020-01-31,,
Metropolitana,Recoleta,19,2020-01-31,,
Metropolitana,San Bernardo,26,2020-01-31,,
Metropolitana,San Miguel,11,2020-01-31,,
Metropolitana,San Ramón,4,2020-01-31,,
Metropolitana,Santiago,52,2020-01-31,,
Metropolitana,Talagante,1,2020-01-31,,
Metropolitana,Vitacura,20,2020-01-31,,
Metropolitana,Buin,9,2020-02-03,,
Metropolitana,Estación Central,25,2020-02-03,,
Metropolitana,Independencia,44,2020-02-03,,
Metropolitana,La Florida,34,2020-02-03,,
Metropolitana,Las Condes,24,2020-02-03,,
Metropolitana,Maipú,24,2020-02-03,,
Metropolitana,Melipilla,6,2020-02-03,,
Metropolitana,Ñuñoa,5,2020-02-03,,
Metropolitana,Peñalolén,32,2020-02-03,,
Metropolitana,Providencia,47,2020-02-03,,
Metropolitana,Puente Alto,30,2020-02-03,,
Metropolitana,Quinta Normal,26,2020-02-03,,
Metropolitana,Recoleta,31,2020-02-03,,
Metropolitana,San Bernardo,33,2020-02-03,,
Metropolitana,San Miguel,24,2020-02-03,,
Metropolitana,San Ramón,22,2020-02-03,,
Metropolitana,Santiago,87,2020-02-03,,
Metropolitana,Talagante,7,2020-02-03,,
Metropolitana,Vitacura,26,2020-02-03,,
Metropolitana,Buin,3,2020-02-04,,
Metropolitana,Estación Central,10,2020-02-04,,
Metropolitana,Huechuraba,1,2020-02-04,,
Metropolitana,Independencia,39,2020-02-04,,
Metropolitana,La Florida,24,2020-02-04,,
Metropolitana,Las Condes,10,2020-02-04,,
Metropolitana,Maipú,8,2020-02-04,,
Metropolitana,Melipilla,7,2020-02-04,,
Metropolitana,Ñuñoa,3,2020-02-04,,
Metropolitana,Peñaflor,1,2020-02-04,,
Metropolitana,Peñalolén,17,2020-02-04,,
Metropolitana,Providencia,27,2020-02-04,,
Metropolitana,Puente Alto,20,2020-02-04,,
Metropolitana,Quinta Normal,12,2020-02-04,,
Metropolitana,Recoleta,11,2020-02-04,,
Metropolitana,San Bernardo,14,2020-02-04,,
Metropolitana,San Miguel,13,2020-02-04,,
Metropolitana,San Ramón,10,2020-02-04,,
Metropolitana,Santiago,47,2020-02-04,,
Metropolitana,Talagante,6,2020-02-04,,
Metropolitana,Vitacura,16,2020-02-04,,
Metropolitana,Buin,2,2020-02-05,,
Metropolitana,Estación Central,10,2020-02-05,,
Metropolitana,Independencia,38,2020-02-05,,
Metropolitana,La Florida,22,2020-02-05,,
Metropolitana,Las Condes,15,2020-02-05,,
Metropolitana,Maipú,7,2020-02-05,,
Metropolitana,Melipilla,4,2020-02-05,,
Metropolitana,Peñalolén,12,2020-02-05,,
Metropolitana,Providencia,18,2020-02-05,,
Metropolitana,Puente Alto,14,2020-02-05,,
Metropolitana,Quilicura,1,2020-02-05,,
Metropolitana,Quinta Normal,10,2020-02-05,,
Metropolitana,Recoleta,24,2020-02-05,,
Metropolitana,San Bernardo,18,2020-02-05,,
Metropolitana,San Miguel,18,2020-02-05,,
Metropolitana,San Ramón,7,2020-02-05,,
Metropolitana,Santiago,53,2020-02-05,,
Metropolitana,Talagante,7,2020-02-05,,
Metropolitana,Vitacura,12,2020-02-05,,
Metropolitana,Buin,1,2020-02-06,,
Metropolitana,Estación Central,16,2020-02-06,,
Metropolitana,Independencia,21,2020-02-06,,
Metropolitana,La Florida,25,2020-02-06,,
Metropolitana,Las Condes,11,2020-02-06,,
Metropolitana,Maipú,11,2020-02-06,,
Metropolitana,Melipilla,11,2020-02-06,,
Metropolitana,Ñuñoa,1,2020-02-06,,
Metropolitana,Peñaflor,1,2020-02-06,,
Metropolitana,Peñalolén,9,2020-02-06,,
Metropolitana,Providencia,20,2020-02-06,,
Metropolitana,Puente Alto,6,2020-02-06,,
Metropolitana,Quinta Normal,8,2020-02-06,,
Metropolitana,Recoleta,17,2020-02-06,,
Metropolitana,San Bernardo,16,2020-02-06,,
Metropolitana,San Miguel,9,2020-02-06,,
Metropolitana,San Ramón,7,2020-02-06,,
Metropolitana,Santiago,40,2020-02-06,,
Metropolitana,Talagante,5,2020-02-06,,
Metropolitana,Vitacura,11,2020-02-06,,
Metropolitana,Buin,4,2020-02-07,,
Metropolitana,Estación Central,19,2020-02-07,,
Metropolitana,Independencia,32,2020-02-07,,
Metropolitana,La Florida,23,2020-02-07,,
Metropolitana,Las Condes,14,2020-02-07,,
Metropolitana,Maipú,9,2020-02-07,,
Metropolitana,Melipilla,9,2020-02-07,,
Metropolitana,Ñuñoa,2,2020-02-07,,
Metropolitana,Peñalolén,12,2020-02-07,,
Metropolitana,Providencia,28,2020-02-07,,
Metropolitana,Puente Alto,14,2020-02-07,,
Metropolitana,Quinta Normal,16,2020-02-07,,
Metropolitana,Recoleta,16,2020-02-07,,
Metropolitana,San Bernardo,11,2020-02-07,,
Metropolitana,San Miguel,14,2020-02-07,,
Metropolitana,San Ramón,9,2020-02-07,,
Metropolitana,Santiago,47,2020-02-07,,
Metropolitana,Talagante,4,2020-02-07,,
Metropolitana,Vitacura,23,2020-02-07,,
Metropolitana,Buin,6,2020-02-10,,
Metropolitana,Colina,1,2020-02-10,,
Metropolitana,Estación Central,17,2020-02-10,,
Metropolitana,Independencia,54,2020-02-10,,
Metropolitana,La Florida,28,2020-02-10,,
Metropolitana,Las Condes,17,2020-02-10,,
Metropolitana,Maipú,22,2020-02-10,,
Metropolitana,Melipilla,7,2020-02-10,,
Metropolitana,Ñuñoa,5,2020-02-10,,
Metropolitana,Peñaflor,4,2020-02-10,,
Metropolitana,Peñalolén,22,2020-02-10,,
Metropolitana,Providencia,37,2020-02-10,,
Metropolitana,Puente Alto,28,2020-02-10,,
Metropolitana,Quinta Normal,20,2020-02-10,,
Metropolitana,Recoleta,37,2020-02-10,,
Metropolitana,San Bernardo,32,2020-02-10,,
Metropolitana,San Miguel,28,2020-02-10,,
Metropolitana,San Ramón,19,2020-02-10,,
Metropolitana,Santiago,95,2020-02-10,,
Metropolitana,Talagante,5,2020-02-10,,
Metropolitana,Vitacura,23,2020-02-10,,
Metropolitana,Buin,3,2020-02-11,,
Metropolitana,Estación Central,11,2020-02-11,,
Metropolitana,Independencia,25,2020-02-11,,
Metropolitana,La Florida,22,2020-02-11,,
Metropolitana,Las Condes,15,2020-02-11,,
Metropolitana,Macul,2,2020-02-11,,
Metropolitana,Maipú,7,2020-02-11,,
Metropolitana,Melipilla,10,2020-02-11,,
Metropolitana,Ñuñoa,1,2020-02-11,,
Metropolitana,Peñalolén,14,2020-02-11,,
Metropolitana,Providencia,30,2020-02-11,,
Metropolitana,Puente Alto,15,2020-02-11,,
Metropolitana,Quinta Normal,13,2020-02-11,,
Metropolitana,Recoleta,15,2020-02-11,,
Metropolitana,San Bernardo,15,2020-02-11,,
Metropolitana,San Miguel,21,2020-02-11,,
Metropolitana,San Ramón,7,2020-02-11,,
Metropolitana,Santiago,78,2020-02-11,,
Metropolitana,Talagante,9,2020-02-11,,
Metropolitana,Vitacura,10,2020-02-11,,
Metropolitana,Buin,4,2020-02-12,,
Metropolitana,Estación Central,15,2020-02-12,,
Metropolitana,Independencia,32,2020-02-12,,
Metropolitana,La Florida,13,2020-02-12,,
Metropolitana,Las Condes,12,2020-02-12,,
Metropolitana,Maipú,5,2020-02-12,,
Metropolitana,Melipilla,2,2020-02-12,,
Metropolitana,Ñuñoa,1,2020-02-12,,
Metropolitana,Peñalolén,12,2020-02-12,,
Metropolitana,Providencia,30,2020-02-12,,
Metropolitana,Puente Alto,19,2020-02-12,,
Metropolitana,Quinta Normal,8,2020-02-12,,
Metropolitana,Recoleta,25,2020-02-12,,
Metropolitana,San Bernardo,11,2020-02-12,,
Metropolitana,San Miguel,7,2020-02-12,,
Metropolitana,San Ramón,8,2020-02-12,,
Metropolitana,Santiago,48,2020-02-12,,
Metropolitana,Talagante,4,2020-02-12,,
Metropolitana,Vitacura,11,2020-02-12,,
Metropolitana,Buin,3,2020-02-13,,
Metropolitana,Estación Central,21,2020-02-13,,
Metropolitana,Independencia,28,2020-02-13,,
Metropolitana,La Florida,21,2020-02-13,,
Metropolitana,Las Condes,13,2020-02-13,,
Metropolitana,Maipú,8,2020-02-13,,
Metropolitana,Melipilla,5,2020-02-13,,
Metropolitana,Ñuñoa,6,2020-02-13,,
Metropolitana,Peñalolén,10,2020-02-13,,
Metropolitana,Providencia,25,2020-02-13,,
Metropolitana,Puente Alto,17,2020-02-13,,
Metropolitana,Quinta Normal,14,2020-02-13,,
Metropolitana,Recoleta,20,2020-02-13,,
Metropolitana,San Bernardo,16,2020-02-13,,
Metropolitana,San Miguel,12,2020-02-13,,
Metropolitana,San Ramón,9,2020-02-13,,
Metropolitana,Santiago,49,2020-02-13,,
Metropolitana,Talagante,9,2020-02-13,,
Metropolitana,Vitacura,12,2020-02-13,,
Metropolitana,Buin,3,2020-02-14,,
Metropolitana,Estación Central,17,2020-02-14,,
Metropolitana,Independencia,30,2020-02-14,,
Metropolitana,La Florida,13,2020-02-14,,
Metropolitana,Las Condes,18,2020-02-14,,
Metropolitana,Maipú,12,2020-02-14,,
Metropolitana,Melipilla,3,2020-02-14,,
Metropolitana,Ñuñoa,2,2020-02-14,,
Metropolitana,Peñalolén,11,2020-02-14,,
Metropolitana,Providencia,30,2020-02-14,,
Metropolitana,Puente Alto,11,2020-02-14,,
Metropolitana,Quinta Normal,14,2020-02-14,,
Metropolitana,Recoleta,22,2020-02-14,,
Metropolitana,San Bernardo,15,2020-02-14,,
Metropolitana,San Miguel,7,2020-02-14,,
Metropolitana,San Ramón,11,2020-02-14,,
Metropolitana,Santiago,64,2020-02-14,,
