Region,Nuevos Casos,Casos Confirmados,Fallecidos,Fecha,Casostotalesacumulados,Casosnuevostotales,Casosnuevosconsintomas,Casosnuevossinsintomas*,%Total,Casosnuevossinsintomas,Tasa*100000,Incrementodiario,Region ID,Poblacion,Tasa
Biobío,0.0,1.0,0,2020/03/11,,,,,,,,,8,1663696,0.06010713495734797
Araucanía,0.0,0.0,0,2020/03/11,,,,,,,,,9,1014343,0.0
Los Ríos,0.0,0.0,0,2020/03/11,,,,,,,,,14,405835,0.0
Los Lagos,0.0,1.0,0,2020/03/11,,,,,,,,,10,891440,0.1121780489993718
Aysén,0.0,0.0,0,2020/03/11,,,,,,,,,11,107297,0.0
Magallanes,0.0,0.0,0,2020/03/11,,,,,,,,,12,178362,0.0
Arica y Parinacota,13.0,265.0,3,2020/04/27,,,,,,,,,15,252110,105.11284756653842
Tarapacá,8.0,164.0,1,2020/04/27,,,,,,,,,1,382773,42.8452372555013
Antofagasta,14.0,457.0,4,2020/04/27,,,,,,,,,2,691854,66.05439876043211
Atacama,6.0,35.0,0,2020/04/27,,,,,,,,,3,314709,11.121385152633067
Coquimbo,1.0,74.0,0,2020/04/27,,,,,,,,,4,836096,8.850658297611757
Valparaíso,25.0,485.0,9,2020/04/27,,,,,,,,,5,1960170,24.74275190417158
Metropolitana,362.0,7858.0,95,2020/04/27,,,,,,,,,13,8125072,96.71298912797327
O’Higgins,2.0,94.0,1,2020/04/27,,,,,,,,,6,991063,9.48476534791431
Maule,9.0,363.0,12,2020/04/27,,,,,,,,,7,1131939,32.06886590178446
Ñuble,10.0,741.0,14,2020/04/27,,,,,,,,,16,511551,144.8535923104441
Biobío,3.0,706.0,6,2020/04/27,,,,,,,,,8,1663696,42.43563727988767
Araucanía,20.0,1236.0,32,2020/04/27,,,,,,,,,9,1014343,121.8522728505052
Los Ríos,2.0,180.0,3,2020/04/27,,,,,,,,,14,405835,44.353000603693616
Los Lagos,4.0,477.0,8,2020/04/27,,,,,,,,,10,891440,53.50892937270035
Aysén,0.0,7.0,0,2020/04/27,,,,,,,,,11,107297,6.523947547461719
Magallanes,3.0,671.0,10,2020/04/27,,,,,,,,,12,178362,376.2012087776544
Arica y Parinacota,,,7,2020/05/22,471.0,18.0,15.0,3.0,0.76%,,,,15,252110,
Tarapacá,,,5,2020/05/22,1393.0,147.0,121.0,26.0,2.25%,,,,1,382773,
Antofagasta,,,17,2020/05/22,1841.0,63.0,55.0,8.0,2.98%,,,,2,691854,
Atacama,,,0,2020/05/22,175.0,7.0,3.0,4.0,0.28%,,,,3,314709,
Coquimbo,,,2,2020/05/22,281.0,13.0,10.0,3.0,0.45%,,,,4,836096,
Valparaíso,,,40,2020/05/22,2020.0,133.0,120.0,13.0,3.27%,,,,5,1960170,
Metropolitana,,,423,2020/05/22,48350.0,3709.0,3374.0,335.0,78.16%,,,,13,8125072,
O’Higgins,,,8,2020/05/22,492.0,27.0,21.0,6.0,0.80%,,,,6,991063,
Maule,,,15,2020/05/22,782.0,51.0,50.0,1.0,1.26%,,,,7,1131939,
Ñuble,,,21,2020/05/22,1025.0,5.0,5.0,0.0,1.66%,,,,16,511551,
Biobío,,,10,2020/05/22,1311.0,48.0,43.0,5.0,2.12%,,,,8,1663696,
Araucanía,,,45,2020/05/22,1737.0,22.0,22.0,0.0,2.81%,,,,9,1014343,
Los Ríos,,,6,2020/05/22,262.0,4.0,4.0,0.0,0.42%,,,,14,405835,
Los Lagos,,,13,2020/05/22,717.0,24.0,15.0,9.0,1.16%,,,,10,891440,
Aysén,,,0,2020/05/22,8.0,0.0,0.0,0.0,0.01%,,,,11,107297,
Magallanes,,,18,2020/05/22,992.0,5.0,5.0,0.0,1.60%,,,,12,178362,
Arica y Parinacota,,,4,2020/04/29,272.0,4.0,4.0,,183%,0.0,107.89,1.47%,15,252110,
Tarapacá,,,1,2020/04/29,183.0,14.0,14.0,,123%,0.0,47.81,7.65%,1,382773,
Antofagasta,,,4,2020/04/29,514.0,33.0,33.0,,345%,0.0,74.29,6.42%,2,691854,
Atacama,,,0,2020/04/29,42.0,7.0,7.0,,0.28%,0.0,13.35,16.67%,3,314709,
Coquimbo,,,0,2020/04/29,76.0,2.0,2.0,,0.51%,0.0,9.09,2.63%,4,836096,
Valparaíso,,,12,2020/04/29,526.0,33.0,33.0,,353%,0.0,26.83,6.27%,5,1960170,
Metropolitana,,,104,2020/04/29,8889.0,589.0,339.0,,58.04%,250.0,106.33,3.92%,13,8125072,
O’Higgins,,,1,2020/04/29,104.0,7.0,7.0,,0.70%,0.0,10.49,6.73%,6,991063,
Maule,,,13,2020/04/29,392.0,8.0,8.0,,263%,0.0,34.63,2.04%,7,1131939,
Ñuble,,,14,2020/04/29,761.0,14.0,14.0,,5.11%,0.0,148.76,1.84%,16,511551,
Biobío,,,7,2020/04/29,719.0,10.0,10.0,,4.83%,0.0,43.22,1.39%,8,1663696,
Araucanía,,,32,2020/04/29,1273.0,22.0,22.0,,8.55%,0.0,125.5,1.73%,9,1014343,
Los Ríos,,,4,2020/04/29,182.0,2.0,2.0,,1.22%,0.0,44.85,1.10%,14,405835,
Los Lagos,,,9,2020/04/29,481.0,4.0,4.0,,3.23%,0.0,53.96,0.83%,10,891440,
Aysén,,,0,2020/04/29,7.0,0.0,0.0,,0.05%,0.0,6.52,0.00%,11,107297,
Magallanes,,,11,2020/04/29,714.0,21.0,21.0,,4.80%,0.0,400.31,2.94%,12,178362,
Arica y Parinacota,0.0,0.0,0,2020/03/14,,,,,,,,,15,252110,0.0
Tarapacá,0.0,0.0,0,2020/03/14,,,,,,,,,1,382773,0.0
Antofagasta,2.0,2.0,0,2020/03/14,,,,,,,,,2,691854,0.2890783315555016
Atacama,1.0,1.0,0,2020/03/14,,,,,,,,,3,314709,0.3177538615038019
Coquimbo,0.0,0.0,0,2020/03/14,,,,,,,,,4,836096,0.0
Valparaíso,0.0,0.0,0,2020/03/14,,,,,,,,,5,1960170,0.0
Metropolitana,11.0,40.0,0,2020/03/14,,,,,,,,,13,8125072,0.492303329742801
O’Higgins,0.0,0.0,0,2020/03/14,,,,,,,,,6,991063,0.0
Maule,1.0,9.0,0,2020/03/14,,,,,,,,,7,1131939,0.7950958488045735
Ñuble,2.0,4.0,0,2020/03/14,,,,,,,,,16,511551,0.7819357209740573
Biobío,0.0,3.0,0,2020/03/14,,,,,,,,,8,1663696,0.18032140487204393
Araucanía,0.0,0.0,0,2020/03/14,,,,,,,,,9,1014343,0.0
Los Ríos,0.0,0.0,0,2020/03/14,,,,,,,,,14,405835,0.0
Los Lagos,0.0,1.0,0,2020/03/14,,,,,,,,,10,891440,0.1121780489993718
Aysén,1.0,1.0,0,2020/03/14,,,,,,,,,11,107297,0.9319925067802455
Magallanes,0.0,0.0,0,2020/03/14,,,,,,,,,12,178362,0.0
Arica y Parinacota,10.0,180.0,2,2020/04/22,,,,,,,,,15,252110,71.3974058942525
Tarapacá,10.0,114.0,0,2020/04/22,,,,,,,,,1,382773,29.782664921507006
Antofagasta,35.0,326.0,2,2020/04/22,,,,,,,,,2,691854,47.119768043546756
Atacama,0.0,13.0,0,2020/04/22,,,,,,,,,3,314709,4.130800199549425
Coquimbo,1.0,70.0,0,2020/04/22,,,,,,,,,4,836096,8.372244335578689
Valparaíso,18.0,421.0,7,2020/04/22,,,,,,,,,5,1960170,21.477728972487082
Metropolitana,295.0,6083.0,78,2020/04/22,,,,,,,,,13,8125072,74.86702887063647
O’Higgins,2.0,59.0,1,2020/04/22,,,,,,,,,6,991063,5.953203782201535
Maule,12.0,328.0,10,2020/04/22,,,,,,,,,7,1131939,28.976826489766676
Ñuble,9.0,703.0,13,2020/04/22,,,,,,,,,16,511551,137.42520296119056
Biobío,22.0,658.0,5,2020/04/22,,,,,,,,,8,1663696,39.55049480193497
Araucanía,21.0,1113.0,26,2020/04/22,,,,,,,,,9,1014343,109.72619715421708
Los Ríos,4.0,171.0,3,2020/04/22,,,,,,,,,14,405835,42.13535057350894
Los Lagos,13.0,445.0,6,2020/04/22,,,,,,,,,10,891440,49.919231804720454
Aysén,0.0,7.0,0,2020/04/22,,,,,,,,,11,107297,6.523947547461719
Magallanes,12.0,605.0,7,2020/04/22,,,,,,,,,12,178362,339.1978111929671
Arica y Parinacota,0.0,0.0,0,2020/03/06,,,,,,,,,15,252110,0.0
Tarapacá,0.0,0.0,0,2020/03/06,,,,,,,,,1,382773,0.0
Antofagasta,0.0,0.0,0,2020/03/06,,,,,,,,,2,691854,0.0
Atacama,0.0,0.0,0,2020/03/06,,,,,,,,,3,314709,0.0
Coquimbo,0.0,0.0,0,2020/03/06,,,,,,,,,4,836096,0.0
Valparaíso,0.0,0.0,0,2020/03/06,,,,,,,,,5,1960170,0.0
Metropolitana,1.0,3.0,0,2020/03/06,,,,,,,,,13,8125072,0.03692274973071008
O’Higgins,0.0,0.0,0,2020/03/06,,,,,,,,,6,991063,0.0
Maule,0.0,2.0,0,2020/03/06,,,,,,,,,7,1131939,0.1766879664010163
Ñuble,0.0,0.0,0,2020/03/06,,,,,,,,,16,511551,0.0
Biobío,0.0,0.0,0,2020/03/06,,,,,,,,,8,1663696,0.0
Araucanía,0.0,0.0,0,2020/03/06,,,,,,,,,9,1014343,0.0
Los Ríos,0.0,0.0,0,2020/03/06,,,,,,,,,14,405835,0.0
Los Lagos,0.0,0.0,0,2020/03/06,,,,,,,,,10,891440,0.0
Aysén,0.0,0.0,0,2020/03/06,,,,,,,,,11,107297,0.0
Magallanes,0.0,0.0,0,2020/03/06,,,,,,,,,12,178362,0.0
Arica y Parinacota,,,4,2020/04/30,279.0,7.0,2.0,5.0,1.74%,,,,15,252110,
Tarapacá,,,1,2020/04/30,198.0,15.0,15.0,0.0,1.24%,,,,1,382773,
Antofagasta,,,5,2020/04/30,546.0,32.0,27.0,5.0,3.41%,,,,2,691854,
Atacama,,,0,2020/04/30,43.0,1.0,1.0,0.0,0.27%,,,,3,314709,
Coquimbo,,,0,2020/04/30,76.0,0.0,0.0,0.0,0.47%,,,,4,836096,
Valparaíso,,,12,2020/04/30,559.0,33.0,28.0,5.0,3.49%,,,,5,1960170,
Metropolitana,,,110,2020/04/30,9625.0,736.0,650.0,86.0,60.07%,,,,13,8125072,
O’Higgins,,,1,2020/04/30,108.0,4.0,3.0,1.0,0.67%,,,,6,991063,
Maule,,,13,2020/04/30,393.0,1.0,0.0,1.0,2.45%,,,,7,1131939,
Ñuble,,,14,2020/04/30,768.0,7.0,7.0,0.0,4.79%,,,,16,511551,
Biobío,,,7,2020/04/30,727.0,8.0,6.0,2.0,4.54%,,,,8,1663696,
Araucanía,,,35,2020/04/30,1293.0,20.0,18.0,2.0,8.07%,,,,9,1014343,
Los Ríos,,,4,2020/04/30,189.0,7.0,7.0,0.0,1.18%,,,,14,405835,
Los Lagos,,,10,2020/04/30,487.0,6.0,5.0,1.0,3.04%,,,,10,891440,
Aysén,,,0,2020/04/30,7.0,0.0,0.0,0.0,0.04%,,,,11,107297,
Magallanes,,,11,2020/04/30,725.0,11.0,11.0,0.0,4.52%,,,,12,178362,
Arica y Parinacota,13.0,41.0,0,2020/04/06,,,,,,,,,15,252110,16.262742453690848
Tarapacá,1.0,21.0,0,2020/04/06,,,,,,,,,1,382773,5.486280380277606
Antofagasta,8.0,68.0,0,2020/04/06,,,,,,,,,2,691854,9.828663272887054
Atacama,0.0,5.0,0,2020/04/06,,,,,,,,,3,314709,1.5887693075190097
Coquimbo,1.0,51.0,0,2020/04/06,,,,,,,,,4,836096,6.099778015921617
Valparaíso,7.0,198.0,1,2020/04/06,,,,,,,,,5,1960170,10.101164694898912
Metropolitana,142.0,2244.0,10,2020/04/06,,,,,,,,,13,8125072,27.618216798571137
O’Higgins,1.0,42.0,0,2020/04/06,,,,,,,,,6,991063,4.23787387885533
Maule,5.0,108.0,1,2020/04/06,,,,,,,,,7,1131939,9.54115018565488
Ñuble,49.0,474.0,4,2020/04/06,,,,,,,,,16,511551,92.6593829354258
Biobío,18.0,383.0,2,2020/04/06,,,,,,,,,8,1663696,23.021032688664278
Araucanía,53.0,562.0,14,2020/04/06,,,,,,,,,9,1014343,55.40532147409702
Los Ríos,5.0,104.0,1,2020/04/06,,,,,,,,,14,405835,25.626178126578534
Los Lagos,10.0,286.0,2,2020/04/06,,,,,,,,,10,891440,32.08292201382034
Aysén,0.0,7.0,0,2020/04/06,,,,,,,,,11,107297,6.523947547461719
Magallanes,31.0,221.0,2,2020/04/06,,,,,,,,,12,178362,123.90531615478633
Arica y Parinacota,,,5,2020/05/06,318.0,3.0,3.0,0.0,1.38%,,,,15,252110,
Tarapacá,,,1,2020/05/06,339.0,17.0,13.0,4.0,1.47%,,,,1,382773,
Antofagasta,,,7,2020/05/06,855.0,44.0,28.0,16.0,3.71%,,,,2,691854,
Atacama,,,0,2020/05/06,80.0,2.0,0.0,2.0,0.35%,,,,3,314709,
Coquimbo,,,0,2020/05/06,97.0,0.0,0.0,0.0,0.42%,,,,4,836096,
Valparaíso,,,16,2020/05/06,716.0,29.0,24.0,5.0,3.11%,,,,5,1960170,
Metropolitana,,,150,2020/05/06,15582.0,875.0,784.0,91.0,67.61%,,,,13,8125072,
O’Higgins,,,3,2020/05/06,145.0,9.0,8.0,1.0,0.63%,,,,6,991063,
Maule,,,13,2020/05/06,408.0,0.0,0.0,0.0,1.77%,,,,7,1131939,
Ñuble,,,17,2020/05/06,791.0,2.0,1.0,1.0,3.43%,,,,16,511551,
Biobío,,,8,2020/05/06,789.0,15.0,12.0,3.0,3.42%,,,,8,1663696,
Araucanía,,,36,2020/05/06,1362.0,10.0,0.0,10.0,5.91%,,,,9,1014343,
Los Ríos,,,4,2020/05/06,200.0,1.0,1.0,0.0,0.87%,,,,14,405835,
Los Lagos,,,10,2020/05/06,541.0,16.0,11.0,5.0,2.35%,,,,10,891440,
Aysén,,,0,2020/05/06,7.0,0.0,0.0,0.0,0.03%,,,,11,107297,
Magallanes,,,11,2020/05/06,818.0,9.0,8.0,1.0,3.55%,,,,12,178362,
Arica y Parinacota,2.0,6.0,0,2020/03/30,,,,,,,,,15,252110,2.379913529808417
Tarapacá,2.0,8.0,0,2020/03/30,,,,,,,,,1,382773,2.090011573439088
Antofagasta,8.0,35.0,0,2020/03/30,,,,,,,,,2,691854,5.058870802221278
Atacama,0.0,2.0,0,2020/03/30,,,,,,,,,3,314709,0.6355077230076038
Coquimbo,9.0,27.0,0,2020/03/30,,,,,,,,,4,836096,3.229294243723209
Valparaíso,28.0,108.0,0,2020/03/30,,,,,,,,,5,1960170,5.509726197217589
Metropolitana,128.0,1295.0,3,2020/03/30,,,,,,,,,13,8125072,15.938320300423184
O’Higgins,0.0,21.0,0,2020/03/30,,,,,,,,,6,991063,2.118936939427665
Maule,12.0,54.0,1,2020/03/30,,,,,,,,,7,1131939,4.77057509282744
Ñuble,32.0,229.0,0,2020/03/30,,,,,,,,,16,511551,44.76582002576478
Biobío,16.0,201.0,2,2020/03/30,,,,,,,,,8,1663696,12.081534126426943
Araucanía,42.0,247.0,2,2020/03/30,,,,,,,,,9,1014343,24.350737373846915
Los Ríos,7.0,47.0,0,2020/03/30,,,,,,,,,14,405835,11.581061268742223
Los Lagos,24.0,128.0,0,2020/03/30,,,,,,,,,10,891440,14.35879027191959
Aysén,0.0,2.0,0,2020/03/30,,,,,,,,,11,107297,1.863985013560491
Magallanes,0.0,39.0,0,2020/03/30,,,,,,,,,12,178362,21.865644027315234
Arica y Parinacota,1.0,4.0,0,2020/03/29,,,,,,,,,15,252110,1.586609019872278
Tarapacá,1.0,6.0,0,2020/03/29,,,,,,,,,1,382773,1.5675086800793159
Antofagasta,2.0,27.0,0,2020/03/29,,,,,,,,,2,691854,3.9025574759992714
Atacama,1.0,2.0,0,2020/03/29,,,,,,,,,3,314709,0.6355077230076038
Coquimbo,3.0,18.0,0,2020/03/29,,,,,,,,,4,836096,2.152862829148806
Valparaíso,9.0,80.0,0,2020/03/29,,,,,,,,,5,1960170,4.081278664605621
Metropolitana,83.0,1167.0,3,2020/03/29,,,,,,,,,13,8125072,14.362949645246221
O’Higgins,1.0,21.0,0,2020/03/29,,,,,,,,,6,991063,2.118936939427665
Maule,5.0,42.0,0,2020/03/29,,,,,,,,,7,1131939,3.7104472944213422
Ñuble,25.0,197.0,0,2020/03/29,,,,,,,,,16,511551,38.510334257972325
Biobío,34.0,185.0,2,2020/03/29,,,,,,,,,8,1663696,11.119819967109375
Araucanía,28.0,205.0,2,2020/03/29,,,,,,,,,9,1014343,20.210126160480232
Los Ríos,13.0,40.0,0,2020/03/29,,,,,,,,,14,405835,9.85622235637636
Los Lagos,11.0,104.0,0,2020/03/29,,,,,,,,,10,891440,11.666517095934667
Aysén,0.0,2.0,0,2020/03/29,,,,,,,,,11,107297,1.863985013560491
Magallanes,13.0,39.0,0,2020/03/29,,,,,,,,,12,178362,21.865644027315234
Arica y Parinacota,5.0,120.0,1,2020/04/14,,,,,,,,,15,252110,47.59827059616834
Tarapacá,10.0,62.0,0,2020/04/14,,,,,,,,,1,382773,16.19758969415293
Antofagasta,6.0,155.0,1,2020/04/14,,,,,,,,,2,691854,22.403570695551373
Atacama,0.0,13.0,0,2020/04/14,,,,,,,,,3,314709,4.130800199549425
Coquimbo,0.0,66.0,0,2020/04/14,,,,,,,,,4,836096,7.8938303735456214
Valparaíso,12.0,285.0,2,2020/04/14,,,,,,,,,5,1960170,14.539555242657526
Metropolitana,283.0,4086.0,40,2020/04/14,,,,,,,,,13,8125072,50.28878513322713
O’Higgins,5.0,53.0,0,2020/04/14,,,,,,,,,6,991063,5.347793228079345
Maule,1.0,142.0,4,2020/04/14,,,,,,,,,7,1131939,12.544845614472159
Ñuble,4.0,622.0,8,2020/04/14,,,,,,,,,16,511551,121.59100461146592
Biobío,16.0,528.0,2,2020/04/14,,,,,,,,,8,1663696,31.73656725747973
Araucanía,21.0,816.0,20,2020/04/14,,,,,,,,,9,1014343,80.44616071683838
Los Ríos,10.0,148.0,3,2020/04/14,,,,,,,,,14,405835,36.468022718592536
Los Lagos,5.0,385.0,5,2020/04/14,,,,,,,,,10,891440,43.18854886475815
Aysén,0.0,7.0,0,2020/04/14,,,,,,,,,11,107297,6.523947547461719
Magallanes,14.0,429.0,6,2020/04/14,,,,,,,,,12,178362,240.5220843004676
Arica y Parinacota,1.0,2.0,0,2020/03/22,,,,,,,,,15,252110,0.793304509936139
Tarapacá,0.0,0.0,0,2020/03/22,,,,,,,,,1,382773,0.0
Antofagasta,1.0,11.0,0,2020/03/22,,,,,,,,,2,691854,1.589930823555259
Atacama,0.0,1.0,0,2020/03/22,,,,,,,,,3,314709,0.3177538615038019
Coquimbo,2.0,5.0,0,2020/03/22,,,,,,,,,4,836096,0.598017452541335
Valparaíso,3.0,16.0,0,2020/03/22,,,,,,,,,5,1960170,0.8162557329211242
Metropolitana,50.0,409.0,1,2020/03/22,,,,,,,,,13,8125072,5.033801546620141
O’Higgins,1.0,8.0,0,2020/03/22,,,,,,,,,6,991063,0.8072140721629201
Maule,10.0,25.0,0,2020/03/22,,,,,,,,,7,1131939,2.208599580012704
Ñuble,6.0,64.0,0,2020/03/22,,,,,,,,,16,511551,12.510971535584916
Biobío,5.0,35.0,0,2020/03/22,,,,,,,,,8,1663696,2.103749723507179
Araucanía,12.0,27.0,0,2020/03/22,,,,,,,,,9,1014343,2.6618214943071523
Los Ríos,0.0,1.0,0,2020/03/22,,,,,,,,,14,405835,0.24640555890940902
Los Lagos,3.0,23.0,0,2020/03/22,,,,,,,,,10,891440,2.5800951269855514
Aysén,0.0,1.0,0,2020/03/22,,,,,,,,,11,107297,0.9319925067802455
Magallanes,1.0,4.0,0,2020/03/22,,,,,,,,,12,178362,2.2426301566477167
Arica y Parinacota,,,7,2020/05/14,363.0,4.0,4.0,0.0,0.98%,,,,15,252110,
Tarapacá,,,1,2020/05/14,682.0,67.0,51.0,16.0,1.84%,,,,1,382773,
Antofagasta,,,11,2020/05/14,1277.0,61.0,48.0,13.0,3.45%,,,,2,691854,
Atacama,,,0,2020/05/14,140.0,1.0,0.0,1.0,0.38%,,,,3,314709,
Coquimbo,,,1,2020/05/14,165.0,12.0,3.0,9.0,0.45%,,,,4,836096,
Valparaíso,,,25,2020/05/14,1213.0,90.0,69.0,21.0,3.27%,,,,5,1960170,
Metropolitana,,,202,2020/05/14,27216.0,2251.0,1994.0,257.0,73.48%,,,,13,8125072,
O’Higgins,,,4,2020/05/14,295.0,47.0,33.0,14.0,0.80%,,,,6,991063,
Maule,,,14,2020/05/14,519.0,34.0,24.0,10.0,1.40%,,,,7,1131939,
Ñuble,,,20,2020/05/14,849.0,10.0,10.0,0.0,2.29%,,,,16,511551,
Biobío,,,9,2020/05/14,995.0,20.0,14.0,6.0,2.69%,,,,8,1663696,
Araucanía,,,41,2020/05/14,1536.0,41.0,36.0,5.0,4.15%,,,,9,1014343,
Los Ríos,,,6,2020/05/14,214.0,2.0,2.0,0.0,0.58%,,,,14,405835,
Los Lagos,,,11,2020/05/14,633.0,5.0,0.0,5.0,1.71%,,,,10,891440,
Aysén,,,0,2020/05/14,8.0,0.0,0.0,0.0,0.02%,,,,11,107297,
Magallanes,,,16,2020/05/14,935.0,14.0,13.0,1.0,2.52%,,,,12,178362,
Arica y Parinacota,0.0,2.0,0,2020/03/24,,,,,,,,,15,252110,0.793304509936139
Tarapacá,3.0,4.0,0,2020/03/24,,,,,,,,,1,382773,1.045005786719544
Antofagasta,2.0,13.0,0,2020/03/24,,,,,,,,,2,691854,1.8790091551107604
Atacama,0.0,1.0,0,2020/03/24,,,,,,,,,3,314709,0.3177538615038019
Coquimbo,5.0,11.0,0,2020/03/24,,,,,,,,,4,836096,1.315638395590937
Valparaíso,6.0,25.0,0,2020/03/24,,,,,,,,,5,1960170,1.2753995826892566
Metropolitana,81.0,540.0,2,2020/03/24,,,,,,,,,13,8125072,6.6460949515278145
O’Higgins,1.0,9.0,0,2020/03/24,,,,,,,,,6,991063,0.9081158311832851
Maule,1.0,29.0,0,2020/03/24,,,,,,,,,7,1131939,2.561975512814737
Ñuble,24.0,105.0,0,2020/03/24,,,,,,,,,16,511551,20.525812675569007
Biobío,27.0,73.0,0,2020/03/24,,,,,,,,,8,1663696,4.387820851886402
Araucanía,19.0,59.0,0,2020/03/24,,,,,,,,,9,1014343,5.816572894967481
Los Ríos,2.0,6.0,0,2020/03/24,,,,,,,,,14,405835,1.478433353456454
Los Lagos,3.0,36.0,0,2020/03/24,,,,,,,,,10,891440,4.038409763977385
Aysén,0.0,1.0,0,2020/03/24,,,,,,,,,11,107297,0.9319925067802455
Magallanes,2.0,8.0,0,2020/03/24,,,,,,,,,12,178362,4.485260313295433
Arica y Parinacota,,,7,2020/05/12,351.0,0.0,0.0,0.0,1.11%,,,,15,252110,
Tarapacá,,,1,2020/05/12,578.0,31.0,23.0,8.0,1.82%,,,,1,382773,
Antofagasta,,,10,2020/05/12,1109.0,95.0,89.0,6.0,3.50%,,,,2,691854,
Atacama,,,0,2020/05/12,134.0,1.0,1.0,0.0,0.42%,,,,3,314709,
Coquimbo,,,1,2020/05/12,148.0,8.0,4.0,4.0,0.47%,,,,4,836096,
Valparaíso,,,23,2020/05/12,1029.0,59.0,54.0,5.0,3.24%,,,,5,1960170,
Metropolitana,,,178,2020/05/12,22709.0,1392.0,1260.0,132.0,71.59%,,,,13,8125072,
O’Higgins,,,4,2020/05/12,224.0,8.0,7.0,1.0,0.71%,,,,6,991063,
Maule,,,14,2020/05/12,466.0,12.0,8.0,4.0,1.47%,,,,7,1131939,
Ñuble,,,19,2020/05/12,826.0,12.0,12.0,0.0,2.60%,,,,16,511551,
Biobío,,,9,2020/05/12,942.0,10.0,0.0,10.0,2.97%,,,,8,1663696,
Araucanía,,,39,2020/05/12,1482.0,16.0,14.0,2.0,4.67%,,,,9,1014343,
Los Ríos,,,5,2020/05/12,211.0,3.0,3.0,0.0,0.67%,,,,14,405835,
Los Lagos,,,11,2020/05/12,594.0,2.0,2.0,0.0,1.87%,,,,10,891440,
Aysén,,,0,2020/05/12,8.0,0.0,0.0,0.0,0.03%,,,,11,107297,
Magallanes,,,14,2020/05/12,910.0,9.0,2.0,7.0,2.87%,,,,12,178362,
Arica y Parinacota,3.0,145.0,2,2020/04/19,,,,,,,,,15,252110,57.51457697037007
Tarapacá,9.0,90.0,0,2020/04/19,,,,,,,,,1,382773,23.51263020118974
Antofagasta,23.0,249.0,1,2020/04/19,,,,,,,,,2,691854,35.99025227865995
Atacama,0.0,13.0,0,2020/04/19,,,,,,,,,3,314709,4.130800199549425
Coquimbo,0.0,68.0,0,2020/04/19,,,,,,,,,4,836096,8.133037354562155
Valparaíso,22.0,381.0,5,2020/04/19,,,,,,,,,5,1960170,19.43708964018427
Metropolitana,189.0,5381.0,63,2020/04/19,,,,,,,,,13,8125072,66.22710543365031
O’Higgins,0.0,55.0,0,2020/04/19,,,,,,,,,6,991063,5.549596746120075
Maule,26.0,302.0,8,2020/04/19,,,,,,,,,7,1131939,26.67988292655346
Ñuble,11.0,678.0,13,2020/04/19,,,,,,,,,16,511551,132.5381047051027
Biobío,10.0,616.0,3,2020/04/19,,,,,,,,,8,1663696,37.025995133726354
Araucanía,28.0,972.0,23,2020/04/19,,,,,,,,,9,1014343,95.82557379505748
Los Ríos,1.0,157.0,3,2020/04/19,,,,,,,,,14,405835,38.68567274877721
Los Lagos,5.0,421.0,6,2020/04/19,,,,,,,,,10,891440,47.22695862873553
Aysén,0.0,7.0,0,2020/04/19,,,,,,,,,11,107297,6.523947547461719
Magallanes,31.0,553.0,6,2020/04/19,,,,,,,,,12,178362,310.0436191565468
Arica y Parinacota,,,7,2020/05/19,422.0,24.0,21.0,3.0,0.85%,,,,15,252110,
Tarapacá,,,4,2020/05/19,1109.0,53.0,40.0,13.0,2.24%,,,,1,382773,
Antofagasta,,,16,2020/05/19,1648.0,59.0,43.0,16.0,3.32%,,,,2,691854,
Atacama,,,0,2020/05/19,158.0,1.0,1.0,0.0,0.32%,,,,3,314709,
Coquimbo,,,2,2020/05/19,239.0,27.0,21.0,6.0,0.48%,,,,4,836096,
Valparaíso,,,32,2020/05/19,1639.0,86.0,72.0,14.0,3.31%,,,,5,1960170,
Metropolitana,,,318,2020/05/19,37591.0,3140.0,2802.0,338.0,75.82%,,,,13,8125072,
O’Higgins,,,7,2020/05/19,442.0,24.0,13.0,11.0,0.89%,,,,6,991063,
Maule,,,14,2020/05/19,640.0,38.0,33.0,5.0,1.29%,,,,7,1131939,
Ñuble,,,21,2020/05/19,988.0,3.0,3.0,0.0,1.99%,,,,16,511551,
Biobío,,,9,2020/05/19,1172.0,28.0,25.0,3.0,2.36%,,,,8,1663696,
Araucanía,,,44,2020/05/19,1666.0,27.0,18.0,9.0,3.36%,,,,9,1014343,
Los Ríos,,,6,2020/05/19,229.0,5.0,4.0,1.0,0.46%,,,,14,405835,
Los Lagos,,,12,2020/05/19,656.0,4.0,2.0,2.0,1.32%,,,,10,891440,
Aysén,,,0,2020/05/19,8.0,0.0,0.0,0.0,0.02%,,,,11,107297,
Magallanes,,,17,2020/05/19,972.0,1.0,1.0,0.0,1.96%,,,,12,178362,
Arica y Parinacota,8.0,115.0,1,2020/04/12,,,,,,,,,15,252110,45.615009321327996
Tarapacá,8.0,46.0,0,2020/04/12,,,,,,,,,1,382773,12.017566547274756
Antofagasta,21.0,138.0,1,2020/04/12,,,,,,,,,2,691854,19.946404877329613
Atacama,0.0,13.0,0,2020/04/12,,,,,,,,,3,314709,4.130800199549425
Coquimbo,2.0,66.0,0,2020/04/12,,,,,,,,,4,836096,7.8938303735456214
Valparaíso,6.0,254.0,2,2020/04/12,,,,,,,,,5,1960170,12.958059760122847
