Region,Codigo region,Comuna,Codigo comuna,Superficie_km2,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12
Maule,7.0,Pelarco,7106,332,8,8,8,7,7,7,7,7,7,6,7,7,8,7,7,7,7,8,7,7,7,7,7,7,7,6,7,7,7,7,7,7,6,7,7,7,7,7,7,6,7,7,7,7,5,6,6
Maule,7.0,Pelluhue,7203,371,6,6,6,8,9,4,4,3,3,4,5,5,3,3,3,4,4,5,5,3,3,3,3,3,2,2,2,2,2,3,2,2,2,2,3,2,2,3,2,2,2,3,3,2,1,2,2
Maule,7.0,Pencahue,7107,956.8,6,5,6,5,5,5,5,5,5,5,5,4,5,5,5,6,6,5,5,5,5,5,5,5,4,3,5,5,5,5,5,4,4,5,5,5,5,5,4,4,5,5,5,5,3,4,3
Maule,7.0,Rauco,7305,309,5,6,6,6,6,5,5,5,4,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,4,4,4,3,3,3,4,4,4,4,4,3,4,4,4,4,3,3,3
Maule,7.0,Retiro,7405,827,9,9,10,9,8,8,8,7,7,8,7,6,8,7,7,7,8,8,7,8,7,7,7,6,5,4,6,5,5,5,5,4,4,5,5,5,5,5,5,4,5,5,6,5,3,4,4
Maule,7.0,Romeral,7306,1597,4,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,3,3,3,3,2,2,3,3,3,3,3,2,1,3,3,3,3,2,2,2,3,3,3,3,1,1,1
Maule,7.0,Río Claro,7108,431,17,17,20,17,15,16,14,13,13,17,13,11,15,13,13,13,16,13,12,15,12,12,11,11,8,6,9,9,8,9,8,6,5,8,8,8,8,8,7,5,8,8,8,8,4,4,4
Maule,7.0,Sagrada Familia,7307,548.8,10,9,10,9,8,9,8,8,8,9,8,7,8,8,8,8,10,9,8,8,8,8,7,7,6,5,7,6,6,6,6,4,3,5,6,6,6,6,5,3,6,6,6,6,3,3,3
Maule,7.0,San Clemente,7109,4504,6,6,7,6,6,5,5,5,5,6,6,5,5,5,5,5,6,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,4,4,4
Maule,7.0,San Javier,7406,1313,8,9,8,8,7,8,7,7,7,8,6,6,7,7,7,7,8,7,6,7,6,6,6,5,4,3,5,5,5,5,5,4,3,5,5,5,5,5,4,3,5,5,5,5,3,3,3
Maule,7.0,San Rafael,7110,263.5,14,14,16,14,14,13,12,11,11,13,11,10,11,11,10,11,14,11,11,13,9,10,9,8,6,5,7,6,6,6,6,5,4,6,6,7,6,7,5,4,6,6,7,6,3,3,3
Maule,7.0,Talca,7101,232,6,6,7,6,5,7,7,7,7,7,5,5,7,7,7,7,7,6,4,6,5,5,5,5,3,2,4,4,4,4,4,3,2,4,4,4,4,4,3,3,4,4,4,4,2,3,2
Maule,7.0,Teno,7308,618.4,8,10,9,8,7,8,7,7,7,8,7,6,7,7,6,7,9,7,6,7,6,6,5,5,4,3,4,4,4,4,4,3,2,4,4,4,4,4,3,3,4,4,4,4,2,2,2
Maule,7.0,Vichuquén,7309,426,4,4,3,4,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,1,1,1
Maule,7.0,Villa Alegre,7407,190,20,21,21,20,17,19,17,15,16,18,16,14,16,15,15,15,18,16,15,17,15,15,13,12,10,8,10,10,10,11,10,8,7,10,10,10,10,11,9,8,10,10,10,10,6,6,7
Maule,7.0,Yerbas Buenas,7408,262,7,7,7,7,6,7,7,6,6,6,6,6,6,6,6,7,7,7,6,6,6,6,6,6,6,5,6,6,6,6,6,5,5,6,6,6,6,6,5,5,6,6,6,6,4,5,5
Metropolitana de Santiago,13.0,Alhué,13502,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metropolitana de Santiago,13.0,Buin,13402,214,8,8,8,8,7,8,8,8,8,8,7,6,7,8,7,8,8,7,6,7,7,7,6,6,5,4,5,5,6,6,6,5,4,6,6,6,6,6,6,5,6,6,6,6,4,4,4
Metropolitana de Santiago,13.0,Calera de Tango,13403,73.3,8,7,8,9,8,8,9,9,8,9,9,8,8,9,9,10,10,10,9,9,8,8,8,8,7,6,7,7,8,8,8,7,7,9,10,9,9,9,8,8,9,9,9,10,8,8,8
Metropolitana de Santiago,13.0,Cerrillos,13102,21,12,12,13,12,10,15,13,13,13,13,11,9,13,13,13,14,15,12,10,13,12,11,10,9,6,5,8,8,8,9,9,7,5,9,9,9,8,10,7,6,9,9,9,10,6,4,4
Metropolitana de Santiago,13.0,Cerro Navia,13103,11,8,8,8,8,7,8,8,9,8,9,8,7,9,9,8,10,10,9,9,9,8,8,7,7,6,6,6,6,7,7,7,6,6,7,7,7,7,7,7,6,7,7,7,8,7,7,7
Metropolitana de Santiago,13.0,Colina,13301,971.2,8,8,8,7,6,8,8,8,8,9,8,7,9,9,8,10,10,9,8,9,8,8,8,7,6,5,7,7,7,7,7,6,5,7,7,7,7,7,6,5,7,7,7,8,5,6,6
Metropolitana de Santiago,13.0,Conchalí,13104,10.7,10,10,10,8,7,10,11,11,11,12,9,7,11,11,11,12,12,9,7,10,9,9,8,8,6,4,7,7,7,7,6,5,4,7,6,6,6,7,6,4,7,7,7,7,5,5,4
Metropolitana de Santiago,13.0,Curacaví,13503,693,7,7,8,8,7,7,7,7,7,7,8,7,7,7,7,9,8,8,8,8,6,7,6,6,5,4,5,5,5,6,5,5,4,6,6,6,5,6,5,5,6,5,5,6,4,5,4
Metropolitana de Santiago,13.0,El Bosque,13105,14.2,6,6,6,6,5,6,6,7,7,7,6,6,7,7,7,7,7,6,5,6,6,5,6,5,4,3,5,4,4,5,5,4,4,4,5,5,5,5,4,3,5,5,4,5,4,4,3
Metropolitana de Santiago,13.0,El Monte,13602,118,8,8,9,9,8,8,8,8,8,9,9,8,8,8,7,9,11,11,10,9,9,9,8,8,7,6,7,7,7,7,7,7,6,7,7,7,7,8,7,6,7,7,7,7,6,6,5
Metropolitana de Santiago,13.0,Estación Central,13106,15,16,16,18,15,12,17,17,17,17,18,14,11,17,17,17,17,18,14,11,15,13,12,11,11,7,6,9,9,9,10,9,7,6,9,9,9,9,9,7,6,9,9,9,9,6,6,6
Metropolitana de Santiago,13.0,Huechuraba,13107,44.8,11,12,12,8,7,12,12,12,13,13,9,8,13,13,12,14,14,10,8,12,10,10,9,8,6,5,8,7,7,8,8,6,5,7,8,8,8,8,6,5,8,8,7,8,6,6,6
Metropolitana de Santiago,13.0,Independencia,13108,7,9,9,10,8,7,10,10,10,10,10,8,7,10,10,10,11,11,9,7,10,9,9,8,8,6,5,7,7,7,8,5,5,4,6,6,6,6,8,7,6,8,8,7,8,6,6,5
Metropolitana de Santiago,13.0,Isla de Maipo,13603,189,7,7,8,9,8,7,7,7,7,7,8,7,7,7,8,9,10,10,9,8,8,9,8,8,7,6,7,7,7,7,7,6,5,7,7,8,7,8,7,7,8,8,7,8,6,6,6
Metropolitana de Santiago,13.0,La Cisterna,13109,10,12,12,13,11,9,13,13,14,13,14,12,9,14,14,14,15,15,12,10,13,12,12,12,11,8,6,10,9,9,10,10,8,6,10,11,11,10,11,9,7,11,11,11,11,7,7,7
Metropolitana de Santiago,13.0,La Florida,13110,70.2,10,10,11,11,9,11,11,12,12,12,11,9,11,12,11,13,12,11,10,11,10,9,9,9,7,6,8,8,8,8,8,7,6,8,8,8,8,8,7,6,8,8,8,8,6,6,6
Metropolitana de Santiago,13.0,La Granja,13111,10,10,11,11,11,9,11,11,11,12,11,9,7,11,12,12,13,13,11,7,10,10,10,11,9,7,7,10,9,9,9,9,8,7,9,9,9,9,9,8,9,10,11,11,11,7,8,7
Metropolitana de Santiago,13.0,La Pintana,13112,30.6,6,6,6,6,6,7,7,6,7,7,7,6,7,6,6,7,7,6,6,6,6,6,7,7,6,5,5,5,6,5,6,5,5,6,6,5,5,5,5,4,4,4,4,5,4,4,4
Metropolitana de Santiago,13.0,La Reina,13113,23,14,14,15,14,12,15,16,16,16,17,15,12,16,17,16,18,19,16,13,15,14,14,13,13,10,9,12,11,12,13,11,9,9,11,11,11,11,11,10,9,11,11,11,11,9,9,9
Metropolitana de Santiago,13.0,Lampa,13302,452,6,6,6,5,4,6,6,7,7,7,6,4,6,6,6,7,7,6,5,7,6,6,6,5,4,3,5,5,5,6,5,4,3,5,6,5,5,5,4,4,5,5,5,6,4,4,4
Metropolitana de Santiago,13.0,Las Condes,13114,99,18,18,18,13,11,20,21,21,21,21,14,12,21,22,21,24,23,15,12,18,15,15,13,13,10,9,12,11,12,13,9,8,7,9,9,9,9,9,8,7,9,9,9,9,8,8,7
Metropolitana de Santiago,13.0,Lo Barnechea,13115,1024,9,9,10,8,8,11,11,11,11,12,10,9,12,12,12,12,13,10,9,11,10,10,9,9,7,7,8,8,9,10,7,6,6,7,8,7,7,7,7,6,7,8,7,7,6,6,6
Metropolitana de Santiago,13.0,Lo Espejo,13116,7,10,9,9,8,8,10,9,9,9,10,9,8,9,10,10,11,11,10,7,8,8,10,10,9,7,6,8,8,8,9,9,8,7,9,9,9,9,7,6,5,7,7,7,8,6,7,6
Metropolitana de Santiago,13.0,Lo Prado,13117,7,7,7,8,7,7,8,8,9,10,11,9,9,9,8,8,9,9,8,8,8,8,8,8,7,6,6,6,6,6,7,7,6,5,7,7,7,7,7,7,6,7,7,7,7,6,6,7
Metropolitana de Santiago,13.0,Macul,13118,12.9,10,10,10,9,7,11,11,11,11,11,8,7,11,12,12,13,12,9,7,10,9,9,9,8,6,5,8,7,8,8,7,5,5,7,7,7,7,7,6,5,7,7,7,7,5,5,5
Metropolitana de Santiago,13.0,Maipú,13119,135.5,6,6,7,7,6,7,7,7,7,8,7,6,7,7,7,8,8,7,6,7,6,6,6,6,5,4,5,5,5,5,5,4,4,5,5,5,5,5,5,4,5,5,5,6,4,4,4
Metropolitana de Santiago,13.0,María Pinto,13504,393.5,8,8,8,9,7,7,7,7,7,8,8,7,8,7,7,10,11,10,10,8,8,8,7,7,6,6,7,7,7,7,7,6,6,7,8,7,7,7,7,6,7,7,7,8,6,6,6
Metropolitana de Santiago,13.0,Melipilla,13501,1345,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,7,7,7,6,6,5,6,5,5,5,4,5,5,5,5,5,4,4,5,5,5,5,5,5,4,5,5,5,5,4,4,4
Metropolitana de Santiago,13.0,Padre Hurtado,13604,80.8,6,6,7,7,7,7,8,7,7,7,7,6,7,8,7,8,8,8,7,7,7,7,6,6,5,5,6,6,6,6,7,5,5,7,7,7,7,8,7,6,7,8,7,8,6,6,6
Metropolitana de Santiago,13.0,Paine,13404,820,6,6,7,7,6,6,6,6,6,7,6,5,6,6,5,6,6,6,5,5,5,5,4,5,4,4,5,5,5,4,4,4,3,4,4,4,4,5,5,4,5,5,4,5,3,4,4
Metropolitana de Santiago,13.0,Pedro Aguirre Cerda,13121,10,9,9,10,8,7,10,10,10,10,10,8,7,10,10,10,11,10,9,7,9,9,9,9,8,6,5,7,7,7,7,7,6,5,8,8,8,7,7,6,4,6,7,6,7,5,5,4
Metropolitana de Santiago,13.0,Peñaflor,13605,69,6,6,6,7,6,6,6,7,7,7,7,7,7,8,7,8,8,9,8,7,7,7,6,6,5,4,5,5,5,6,5,5,4,5,6,5,5,6,5,5,5,5,5,5,4,5,4
Metropolitana de Santiago,13.0,Peñalolén,13122,54,9,9,9,9,9,10,10,11,11,11,10,9,10,11,11,12,12,11,10,11,10,10,9,9,8,8,9,9,9,9,9,8,8,8,9,9,8,9,8,7,8,8,8,8,7,7,7
Metropolitana de Santiago,13.0,Pirque,13202,445.3,5,5,5,6,6,5,5,6,6,9,8,7,7,5,5,6,6,6,5,5,5,5,7,8,7,6,7,7,8,6,6,6,6,6,7,8,7,6,5,6,7,6,6,6,4,4,5
Metropolitana de Santiago,13.0,Providencia,13123,14.3,24,25,25,15,12,25,27,27,28,28,16,15,27,28,27,31,30,17,12,24,19,17,15,14,9,7,12,11,12,14,8,7,6,9,9,9,9,9,7,7,9,9,9,9,7,7,6
Metropolitana de Santiago,13.0,Pudahuel,13124,197,9,10,10,8,7,9,10,10,10,10,8,7,10,10,10,11,11,9,8,10,9,9,8,8,6,5,7,7,7,7,7,6,5,8,8,8,7,7,6,5,7,7,7,7,5,5,5
Metropolitana de Santiago,13.0,Puente Alto,13201,88,5,5,5,5,5,5,5,6,5,6,5,5,5,5,5,6,5,5,5,5,4,4,4,4,4,3,4,4,4,4,4,4,3,4,5,4,5,4,4,4,5,5,4,5,3,3,3
Metropolitana de Santiago,13.0,Quilicura,13125,58,7,7,8,6,4,8,8,8,8,8,6,4,8,8,8,9,9,6,5,8,8,7,7,6,4,3,5,5,6,6,6,4,3,6,6,6,6,6,4,3,6,6,6,6,3,4,4
Metropolitana de Santiago,13.0,Quinta Normal,13126,13,9,9,10,8,7,10,10,10,10,11,8,7,10,10,10,11,11,9,7,10,9,9,9,8,6,5,7,7,7,8,7,5,5,7,7,7,7,7,6,5,7,7,7,8,5,5,5
Metropolitana de Santiago,13.0,Recoleta,13127,16,10,10,10,9,7,10,11,11,11,12,10,8,11,11,10,11,11,9,7,9,8,8,7,7,6,4,6,6,6,7,5,4,4,5,6,6,6,6,6,5,6,6,6,7,5,5,4
Metropolitana de Santiago,13.0,Renca,13128,24,8,8,9,6,6,8,9,9,9,9,7,6,9,9,9,9,9,7,6,8,7,7,7,6,5,4,6,6,6,6,6,5,4,6,6,6,6,6,5,4,6,6,6,6,4,4,4
Metropolitana de Santiago,13.0,San Bernardo,13401,155,7,8,8,8,6,8,8,8,8,9,7,6,8,8,8,8,8,7,5,7,6,6,6,6,4,3,5,5,5,5,6,4,4,5,6,6,6,6,5,4,6,6,6,6,4,4,4
Metropolitana de Santiago,13.0,San Joaquín,13129,9.7,12,12,12,10,7,12,13,12,13,14,10,8,13,14,14,14,14,10,7,11,10,9,8,8,6,4,7,7,7,8,7,5,4,7,7,7,6,7,5,4,6,6,6,6,4,4,4
Metropolitana de Santiago,13.0,San José de Maipo,13203,4994.8,6,6,6,10,10,6,6,6,5,5,8,7,5,5,4,6,6,9,9,5,5,5,5,5,4,4,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5
Metropolitana de Santiago,13.0,San Miguel,13130,10.0,10,10,10,9,7,11,11,11,11,11,9,7,11,11,10,11,11,9,7,10,9,9,8,8,6,5,7,7,7,7,7,5,4,8,8,8,8,8,6,5,7,8,7,8,5,5,5
Metropolitana de Santiago,13.0,San Pedro,13505,788,4,4,5,5,4,4,4,4,4,5,4,4,4,4,4,5,6,5,4,4,4,4,4,4,3,2,3,3,3,3,4,3,2,4,4,4,3,4,3,3,4,4,4,3,2,2,2
Metropolitana de Santiago,13.0,San Ramón,13131,7,8,8,8,7,7,8,8,9,9,9,8,7,8,8,8,8,8,7,6,7,6,6,6,6,5,4,5,5,6,6,6,5,4,6,7,7,7,7,5,5,7,7,6,7,5,5,5
Metropolitana de Santiago,13.0,Santiago,13101,23.2,18,18,19,13,9,19,19,19,19,20,13,12,19,20,18,20,20,13,9,17,14,13,12,11,7,5,9,9,9,11,6,5,4,6,7,7,7,7,6,5,7,7,7,7,5,5,5
Metropolitana de Santiago,13.0,Talagante,13601,126,7,7,8,8,7,7,7,8,8,9,8,7,8,8,8,9,10,9,8,8,7,7,7,7,5,4,6,6,6,7,6,5,4,6,7,7,6,6,6,5,7,7,6,6,4,5,4
Metropolitana de Santiago,13.0,Tiltil,13303,653,11,11,13,11,11,11,9,10,10,13,11,9,11,9,9,12,13,11,10,11,9,9,8,8,5,4,7,7,7,7,7,5,4,7,7,7,7,7,5,4,7,7,8,7,4,4,4
Metropolitana de Santiago,13.0,Vitacura,13132,28.3,17,18,18,13,12,19,20,21,21,22,16,12,21,22,22,24,23,16,13,18,16,15,13,13,9,8,12,12,12,13,9,8,8,9,10,10,9,10,8,8,10,10,9,10,8,8,8
Metropolitana de Santiago,13.0,Ñuñoa,13120,16.9,12,12,13,11,9,13,14,14,15,15,12,10,14,14,14,16,16,13,11,14,12,12,11,11,8,7,10,10,10,12,8,7,6,8,8,8,8,8,7,7,8,8,8,8,6,6,6
Tarapacá,1.0,Alto Hospicio,1107,572.9,5,6,6,5,5,6,6,6,7,6,6,5,6,6,6,6,6,6,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4
Tarapacá,1.0,Camiña,1402,2200.2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0
Tarapacá,1.0,Colchane,1403,4015.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tarapacá,1.0,Huara,1404,10474.6,7,7,8,7,7,7,7,7,7,7,6,6,6,6,6,6,7,6,6,6,6,5,4,4,3,3,4,4,4,3,3,3,2,3,4,4,3,3,3,3,4,4,4,3,2,2,2
Tarapacá,1.0,Iquique,1101,2242.1,8,8,9,8,7,8,8,8,9,9,8,7,8,8,8,8,8,7,6,7,7,7,6,6,5,4,5,5,5,5,5,5,4,5,6,5,5,5,5,4,5,5,5,5,4,4,4
Tarapacá,1.0,Pica,1405,8934.3,5,5,5,5,4,4,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,3,3,3,3,2,2,3,3,3,3,4,3,3,3,3,3,3,2,2,2
Tarapacá,1.0,Pozo Almonte,1401,13765.8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Valparaíso,5.0,Algarrobo,5602,176,14,14,15,17,14,9,8,8,8,9,12,11,7,7,7,8,10,14,13,8,7,8,7,8,7,6,6,6,8,6,6,6,5,6,6,6,6,6,6,5,6,6,6,6,5,5,5
Valparaíso,5.0,Cabildo,5402,1455,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,5,5,4,4,4,4,4,4,4,3,3,3,3,4,4,3,3,3,4,4,4,4,4,3,4,4,4,4,4,3,3,4
Valparaíso,5.0,Calle Larga,5302,321.7,10,11,11,10,9,10,10,10,11,11,10,9,10,11,10,13,13,12,11,11,11,11,11,10,9,8,9,9,9,10,10,9,8,10,11,10,10,11,10,9,10,10,10,10,9,10,9
Valparaíso,5.0,Cartagena,5603,246,15,15,16,18,15,12,12,11,12,13,14,12,11,12,11,13,13,14,14,12,11,11,11,10,9,7,9,9,9,9,9,9,8,10,10,10,9,10,9,8,9,10,9,10,7,8,7
Valparaíso,5.0,Casablanca,5102,953,11,11,12,12,10,10,9,9,9,10,10,9,9,9,8,10,11,10,10,9,8,8,7,7,5,4,6,6,7,6,6,5,4,6,6,6,6,6,5,4,6,6,6,6,4,4,4
Valparaíso,5.0,Catemu,5702,361.6,9,9,9,10,9,10,9,9,10,10,9,8,10,9,9,10,10,10,8,9,8,9,8,8,7,6,8,8,8,8,8,7,7,8,9,9,8,9,9,8,9,9,9,9,7,7,7
Valparaíso,5.0,Concón,5103,76,12,13,13,13,12,12,11,12,12,12,11,9,12,11,11,13,13,12,10,11,10,10,9,9,7,6,8,8,8,9,9,7,6,9,9,9,9,9,8,6,9,9,9,9,6,7,6
Valparaíso,5.0,El Quisco,5604,51,12,12,11,15,12,8,7,6,7,7,10,9,6,6,6,6,7,10,9,6,5,6,6,6,5,4,5,5,4,5,5,4,4,4,5,5,5,5,5,4,5,5,5,5,4,4,4
Valparaíso,5.0,El Tabo,5605,99,18,18,18,22,17,11,10,9,9,11,14,12,8,8,8,10,10,14,14,9,8,8,8,8,7,6,6,6,8,6,7,6,5,6,7,6,6,6,6,5,6,6,6,6,5,5,5
Valparaíso,5.0,Hijuelas,5503,267,13,13,15,14,13,13,13,12,12,13,11,11,12,11,11,13,14,12,11,12,11,11,11,10,8,7,9,9,9,10,10,8,7,10,10,10,9,10,9,7,10,10,10,10,5,7,8
Valparaíso,5.0,Isla de Pascua,5201,163.6,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,2,2,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valparaíso,5.0,Juan Fernández,5104,149.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valparaíso,5.0,La Cruz,5504,78,9,9,10,9,8,9,9,9,8,9,9,8,9,9,9,9,9,8,7,8,7,7,7,7,6,5,6,6,6,7,7,6,5,7,7,7,7,8,7,6,7,7,7,8,6,6,6
Valparaíso,5.0,La Ligua,5401,1163,9,9,10,10,9,8,8,8,8,9,8,7,8,7,7,8,9,9,8,8,7,7,6,6,5,4,5,5,5,6,6,5,4,5,6,6,6,6,6,5,6,6,6,6,4,5,4
Valparaíso,5.0,Limache,5802,294,12,12,13,12,11,11,11,11,12,12,12,10,11,11,11,13,13,13,12,12,11,11,10,10,8,7,9,9,9,9,10,9,8,10,10,10,9,10,9,8,10,10,10,10,8,8,8
Valparaíso,5.0,Los Andes,5301,1248,9,9,9,8,7,9,9,9,10,10,8,8,10,10,9,11,11,10,9,10,9,9,9,8,7,6,8,7,8,8,9,7,6,8,8,8,8,8,8,6,8,8,8,8,6,7,6
Valparaíso,5.0,Nogales,5506,405,8,8,9,9,8,8,8,7,8,8,8,7,7,7,7,8,9,8,8,7,7,7,7,7,5,5,6,6,6,6,6,5,5,6,6,6,6,6,6,5,6,7,6,6,5,5,5
Valparaíso,5.0,Olmué,5803,232,7,7,8,9,8,6,6,6,6,7,8,7,6,6,6,7,9,11,10,8,7,8,7,7,6,5,6,6,6,6,7,6,6,7,7,7,6,7,7,6,7,7,7,7,6,6,6
Valparaíso,5.0,Panquehue,5704,121.9,18,19,19,19,17,19,19,19,20,20,18,17,20,19,19,23,23,21,19,21,19,19,19,18,15,13,17,16,17,17,19,16,14,18,18,18,18,19,18,16,19,19,18,19,15,17,15
Valparaíso,5.0,Papudo,5403,64.3,21,20,21,23,20,14,12,12,12,14,15,13,10,10,10,11,13,15,14,11,10,10,9,10,8,7,8,8,8,8,8,7,6,8,9,8,8,8,7,7,8,9,9,9,6,6,6
Valparaíso,5.0,Petorca,5404,1517,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,3,3,3,4,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4
Valparaíso,5.0,Puchuncaví,5105,300,17,16,17,19,15,11,11,11,13,13,14,11,8,8,8,9,9,12,11,8,7,8,7,8,6,5,6,6,6,6,6,5,5,6,6,6,6,7,6,5,6,6,6,6,5,5,5
Valparaíso,5.0,Putaendo,5705,1474,5,5,5,6,6,5,5,5,6,6,6,5,6,6,5,5,5,5,5,5,4,4,4,4,4,3,4,4,4,4,5,4,4,4,4,4,4,5,5,4,4,4,4,5,4,5,4
Valparaíso,5.0,Quillota,5501,302,9,9,10,9,8,10,9,10,10,11,9,7,10,10,9,11,12,10,8,10,9,9,8,8,6,5,7,7,7,8,8,6,5,8,8,8,8,8,7,6,8,8,8,8,6,6,6
Valparaíso,5.0,Quilpué,5801,536.9,8,8,8,8,7,8,8,8,9,9,8,7,8,8,8,9,9,8,7,8,7,7,7,6,5,4,6,6,6,6,6,5,4,6,6,6,6,6,6,5,6,6,6,6,5,5,4
Valparaíso,5.0,Quintero,5107,148,13,13,13,15,14,11,11,11,11,12,11,10,11,11,10,11,11,11,10,10,9,9,8,8,7,6,8,8,8,8,8,7,6,8,8,8,8,8,8,6,8,8,8,8,6,6,6
Valparaíso,5.0,Rinconada,5303,122.5,26,28,27,24,23,26,26,26,28,29,25,23,26,27,26,37,35,30,28,29,27,27,25,25,20,16,23,23,24,24,26,21,17,23,25,25,24,25,22,19,25,26,24,25,18,19,18
Valparaíso,5.0,San Antonio,5601,405,9,9,9,9,8,9,9,9,9,9,8,7,9,9,9,10,10,9,8,9,9,9,8,8,7,6,7,7,8,7,8,7,6,8,8,8,7,8,7,6,8,7,7,7,5,6,5
Valparaíso,5.0,San Esteban,5304,681,8,9,8,7,7,8,8,8,9,9,7,7,9,8,8,10,9,8,7,9,8,8,8,7,6,5,7,7,7,7,8,6,5,7,7,7,7,7,6,6,7,7,7,7,5,7,5
Valparaíso,5.0,San Felipe,5701,186,10,10,11,10,9,11,11,11,12,12,11,9,12,12,11,13,13,11,10,12,11,11,11,10,9,7,9,9,9,9,10,9,7,10,10,10,9,10,9,8,10,10,10,10,7,9,7
Valparaíso,5.0,Santa María,5706,166.3,9,9,9,8,8,9,9,9,10,10,8,8,9,9,9,11,11,9,9,10,10,10,9,9,7,6,8,8,8,9,10,7,7,9,9,9,9,9,8,7,9,9,9,9,7,8,7
Valparaíso,5.0,Santo Domingo,5606,536,15,14,14,13,11,9,9,9,10,10,11,10,9,9,9,11,11,11,10,9,9,9,9,9,8,7,8,8,9,8,8,7,7,8,9,9,8,9,8,7,9,9,9,9,7,7,7
Valparaíso,5.0,Valparaíso,5101,401.6,11,11,11,9,8,10,10,11,11,11,9,8,11,11,10,12,12,10,9,10,9,9,8,8,6,6,7,7,7,7,7,6,5,7,8,7,7,7,7,5,7,7,7,7,5,6,5
Valparaíso,5.0,Villa Alemana,5804,97,8,9,9,9,8,9,9,9,10,10,9,8,9,9,9,10,10,9,8,9,8,8,8,8,6,5,7,7,7,7,8,6,5,7,7,7,7,7,7,6,7,7,7,7,6,6,5
Valparaíso,5.0,Viña del Mar,5109,121.6,13,13,13,12,10,12,12,13,12,13,11,9,12,12,12,13,13,11,9,11,10,9,9,8,6,5,7,7,7,8,8,7,5,8,8,8,8,8,7,6,8,8,7,8,6,6,5
Valparaíso,5.0,Zapallar,5405,288,34,33,35,39,32,22,21,24,26,28,29,22,15,14,14,17,20,26,24,16,16,17,16,17,14,12,14,14,13,13,14,11,10,13,14,14,14,14,12,11,14,15,14,14,11,11,10
Ñuble,16.0,Bulnes,16102,425.4,7,7,8,8,6,6,6,6,6,7,6,5,6,6,6,6,6,6,5,6,5,5,5,5,4,3,4,3,4,4,4,3,3,4,4,4,4,4,4,3,4,4,4,4,2,3,3
Ñuble,16.0,Chillán,16101,511.2,7,7,7,6,5,7,7,7,7,8,6,5,8,7,7,7,7,6,5,7,6,5,5,5,4,3,4,3,4,4,4,3,3,4,3,3,3,3,3,2,3,3,3,3,3,3,2
Ñuble,16.0,Chillán Viejo,16103,291.8,12,12,13,12,10,12,11,11,11,12,10,9,11,10,10,11,12,10,8,11,9,9,8,8,6,4,6,5,5,5,5,4,3,6,4,4,4,5,4,3,5,5,5,5,3,3,3
