Region,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Arica y Parinacota,Arica y Parinacota,Arica y Parinacota,Arica y Parinacota,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble
2020-03-18,6,5,3,6,1,0,4,0,4,5,21,1,3,1,7,4,6,1,2,3,5,6,0,0,0,4,0,4,3,0,0,9,4,4,5,3,7,4,4,3,5,7,4,8,1,3,5,7,2,4,5,8,2,4,5,3,9,3,8,2,4,5,4,9,6,3,7,5,7,7,4,3,6,3,6,1,3,3,4,5,5,2,4,3,3,9,7,3,7,6,4,0,5,3,0,5,6,10,5,5,3,3,6,6,5,2,4,3,5,5,6,6,6,13,3,6,7,5,5,5,8,5,15,7,6,6,3,9,5,2,8,5,9,2,6,10,7,6,7,10,5,5,6,5,5,5,2,4,1,5,5,6,6,0,5,6,4,5,5,0,5,7,7,7,5,4,2,3,3,5,7,3,4,5,3,5,5,3,5,4,7,5,3,3,4,0,14,4,4,2,5,5,6,0,2,3,4,4,4,3,5,5,4,4,6,9,8,6,5,7,3,5,5,7,3,12,8,5,6,10,5,6,2,15,6,0,7,8,11,8,8,9,7,5,9,12,10,9,9,12,9,10,6,14,6,15,10,10,8,9,6,8,6,7,5,9,7,10,5,17,9,4,7,9,8,7,6,9,5,9,4,6,13,7,9,15,12,5,1,0,5,7,4,2,8,4,11,11,8,9,10,6,8,11,2,0,7,7,11,9,7,8,19,10,4,8,4,9,7,9,27,9,8,11,10,9,9,8,9,17,5,5,9,3,5,3,5,8,5,3,7,2,7,21,6,4,5,6,6,1,9
2020-03-19,5,4,2,5,1,0,4,0,3,4,17,1,3,1,7,3,6,1,2,3,5,6,0,0,0,4,0,2,2,0,0,9,3,4,4,3,6,4,4,2,4,7,4,7,1,2,4,6,2,3,4,8,2,4,5,3,10,2,7,2,4,5,4,9,5,3,6,5,6,6,4,3,6,3,6,1,3,3,4,4,4,2,4,3,2,8,6,3,6,6,4,0,4,3,0,4,6,9,4,5,2,3,6,5,5,1,3,3,5,5,5,5,6,13,3,6,7,6,5,5,7,4,13,8,5,5,3,8,5,2,8,5,8,2,6,10,7,5,7,10,4,5,6,5,5,4,2,4,1,4,4,6,6,0,5,6,4,5,4,0,5,6,6,6,5,4,2,3,3,5,6,3,4,5,3,5,5,2,5,4,6,4,2,3,4,0,12,3,4,2,5,4,5,0,2,3,4,4,4,3,5,5,4,4,5,8,7,5,4,7,3,5,5,7,3,11,7,5,6,9,5,5,2,13,6,0,6,8,10,7,8,8,6,6,8,11,9,8,8,12,9,11,7,13,6,13,9,10,8,9,6,7,5,6,4,9,6,9,7,15,8,4,7,9,7,7,6,8,5,8,4,6,12,7,8,13,11,5,1,0,4,6,4,1,7,4,11,11,7,8,9,6,8,11,1,0,7,6,10,9,7,7,19,9,4,7,4,8,7,8,25,8,8,11,9,9,8,8,9,16,5,5,8,3,4,3,6,7,5,3,6,2,6,20,6,4,6,6,6,1,9
2020-03-20,5,4,2,5,0,0,3,0,3,5,16,1,3,1,7,3,6,1,2,3,5,6,0,0,0,4,0,3,2,0,0,9,3,4,4,3,6,4,4,2,5,7,4,7,1,2,4,6,2,3,5,8,2,4,5,3,10,3,7,2,4,5,4,9,5,4,6,5,6,6,4,3,6,3,6,1,3,3,4,4,4,2,4,3,2,7,6,3,6,6,4,1,4,3,0,4,6,9,5,4,2,2,6,5,5,1,3,3,5,5,5,5,6,13,3,6,7,6,5,5,7,4,12,7,4,5,3,8,5,2,8,4,8,2,6,10,7,5,7,10,4,5,6,5,5,4,2,4,1,4,4,6,6,0,5,5,5,5,4,0,5,6,5,6,5,4,2,3,3,5,6,4,4,5,3,5,5,2,5,4,6,4,2,3,4,0,12,3,4,2,5,4,5,0,2,3,4,4,4,3,5,5,4,4,5,8,7,5,4,7,3,5,5,6,3,11,7,5,5,8,5,5,2,12,6,0,6,8,9,7,7,8,6,5,8,11,8,8,8,11,9,9,7,13,5,13,9,9,7,8,6,7,5,6,5,8,6,9,8,14,8,4,6,8,7,6,6,8,5,8,4,6,11,7,8,13,11,5,1,0,4,6,4,1,8,4,10,10,7,8,9,6,8,10,1,0,7,6,10,8,7,7,18,10,4,8,4,8,6,8,25,8,7,10,9,9,8,8,8,17,5,5,8,3,4,3,5,7,5,3,6,2,6,20,5,4,6,6,6,1,8
2020-03-21,4,4,1,3,0,0,3,0,3,4,12,1,2,1,6,2,5,1,1,3,3,4,0,0,0,3,0,2,1,1,0,8,2,3,4,2,4,4,3,2,4,5,4,6,1,2,3,5,2,3,3,7,1,4,4,3,8,2,5,2,3,5,3,8,4,3,5,4,6,5,3,2,5,2,5,1,2,2,3,4,5,1,3,2,2,6,5,3,5,4,3,0,4,2,0,3,5,7,4,4,2,2,6,3,5,1,3,2,4,4,4,5,5,12,3,5,6,4,4,4,6,3,10,5,3,5,2,6,4,2,7,3,7,2,5,8,6,4,5,7,3,5,5,4,5,3,1,3,1,4,4,6,4,0,5,6,4,5,3,0,3,6,5,6,4,4,2,2,2,5,5,3,3,5,2,4,4,2,4,3,5,3,2,2,3,0,9,3,4,2,4,5,5,0,1,3,3,4,3,2,4,5,3,3,4,6,6,4,3,7,2,4,4,5,2,8,6,5,4,6,3,4,2,10,6,0,5,7,6,6,6,6,5,4,7,7,6,6,7,8,7,7,6,10,4,10,7,7,6,6,5,6,5,5,4,6,5,8,7,9,6,4,4,6,6,5,4,6,4,6,3,5,7,5,5,9,8,4,1,0,3,5,3,1,7,3,9,9,5,7,7,5,7,8,0,0,6,5,8,7,5,6,15,8,3,6,4,6,5,7,20,7,6,9,7,8,6,6,6,14,4,4,6,3,4,3,5,7,4,3,6,2,6,17,5,3,5,5,5,1,7
2020-03-22,4,3,1,3,0,0,2,0,2,3,10,0,2,1,6,3,5,0,1,2,3,4,0,0,0,2,0,1,1,0,0,8,2,2,3,2,3,3,2,1,3,5,3,5,1,1,2,4,1,2,3,5,1,3,3,2,6,2,4,2,3,5,3,7,3,3,5,4,5,4,2,2,4,1,5,0,2,2,2,3,5,1,3,2,2,4,4,2,4,4,3,0,1,2,0,3,4,5,3,3,1,1,5,3,4,1,1,2,3,3,3,4,4,12,2,4,4,3,3,4,6,3,7,4,2,3,2,4,3,1,6,2,6,1,4,7,5,3,4,6,2,4,3,4,4,3,1,3,1,4,3,5,4,0,4,4,4,5,2,0,3,5,4,5,4,3,1,2,2,5,4,3,2,4,2,3,4,1,3,2,3,3,2,2,2,0,8,2,4,1,3,5,4,0,0,2,3,3,2,2,3,4,3,2,3,4,4,3,2,6,2,3,3,4,2,6,5,4,3,5,2,3,1,8,5,0,4,6,5,6,5,4,4,3,6,6,5,5,6,6,6,7,5,9,3,9,7,6,6,5,4,6,4,5,4,5,4,8,6,7,5,3,3,5,4,4,3,4,4,5,2,4,5,4,4,8,7,4,1,0,3,4,2,1,6,3,8,7,4,6,6,4,6,7,0,0,5,4,7,6,5,5,13,7,3,5,3,5,4,6,16,6,5,7,6,7,6,5,5,12,3,3,4,3,3,2,5,6,3,2,5,2,5,14,4,3,4,4,5,1,5
2020-03-23,5,4,2,4,0,0,3,0,3,4,14,0,2,1,6,3,5,1,2,3,5,5,0,0,0,4,0,1,1,0,0,8,2,3,4,3,5,4,3,2,4,6,3,7,1,2,4,5,2,3,4,7,1,4,4,3,8,2,6,2,3,5,4,9,4,3,6,5,5,6,3,2,6,2,6,1,2,2,3,4,5,1,4,2,2,6,5,2,5,5,3,0,4,3,0,4,5,6,4,4,2,2,5,4,4,1,3,3,4,4,4,5,5,13,3,5,6,5,4,4,7,4,11,6,4,5,2,7,4,1,8,4,8,2,5,9,6,5,6,9,4,5,5,4,4,3,1,3,1,3,3,5,4,0,4,5,3,4,3,0,4,5,5,5,4,4,1,2,2,4,5,3,3,5,2,4,5,2,4,3,4,3,2,2,3,0,7,3,4,1,4,5,5,0,1,3,4,4,3,3,4,5,4,3,4,6,6,4,4,7,2,5,4,6,3,9,7,5,5,7,4,4,2,10,6,0,5,7,8,6,7,7,5,5,7,9,8,7,7,10,8,10,5,12,5,12,8,8,6,8,5,7,5,6,5,7,5,9,7,12,7,4,5,7,6,6,5,7,4,7,3,5,9,6,7,12,10,4,1,0,4,5,3,1,6,3,9,9,6,8,8,5,6,9,1,0,6,5,9,8,6,6,17,8,3,6,4,7,6,8,23,7,7,9,8,8,7,7,7,14,4,4,6,3,4,3,5,7,3,3,6,2,6,17,5,4,4,5,6,1,6
2020-03-24,5,4,2,4,0,0,3,0,3,4,14,0,2,1,7,4,6,1,2,3,5,5,0,0,0,3,0,1,1,0,0,8,2,3,4,3,5,4,3,2,3,6,3,7,1,2,3,5,2,4,4,7,1,3,4,3,6,2,6,2,3,5,3,9,4,3,6,5,6,6,3,2,5,2,6,1,2,2,3,4,4,1,3,2,2,6,5,3,5,5,3,0,3,2,0,3,5,6,3,3,2,2,5,4,4,1,3,2,4,4,4,5,5,13,3,6,6,4,4,4,7,4,11,6,4,5,2,7,4,1,8,4,8,1,5,9,7,5,6,9,4,5,5,4,5,4,2,3,1,4,4,5,5,0,5,5,4,5,3,0,4,6,5,6,4,4,2,2,2,5,5,3,3,4,2,4,4,2,3,3,4,3,2,3,3,0,7,3,4,2,4,5,5,0,1,3,4,4,3,3,4,5,4,3,4,6,6,4,3,7,2,5,4,5,3,9,6,5,5,6,4,4,1,10,6,0,5,7,8,6,7,7,5,4,7,9,7,7,7,9,8,9,5,11,5,11,8,8,6,7,5,7,5,6,5,7,5,9,7,11,7,4,5,7,6,6,5,7,4,7,3,5,9,6,7,12,10,4,1,0,4,5,3,1,6,3,9,9,6,8,8,5,6,9,0,0,6,5,9,7,6,6,16,8,4,6,4,7,6,8,23,7,7,9,8,8,7,7,7,14,3,3,5,2,4,2,3,6,3,2,5,2,5,14,5,4,4,4,5,1,6
2020-03-25,5,4,2,4,0,0,3,0,3,4,12,1,2,1,7,4,5,1,2,3,5,5,0,0,0,3,0,2,1,0,0,8,2,3,4,3,5,4,3,2,4,6,4,7,1,2,4,5,2,3,4,7,1,4,4,3,8,2,6,2,3,5,3,9,4,3,6,5,6,6,3,2,5,2,6,0,2,2,3,4,4,1,4,2,2,6,5,3,5,5,4,0,4,3,0,4,5,6,4,4,2,2,6,4,4,1,3,3,4,4,4,5,5,13,3,6,6,4,4,4,6,4,11,6,4,5,2,7,4,1,8,4,8,1,5,9,7,5,6,9,4,5,5,4,5,4,2,4,1,4,4,6,5,0,5,5,4,5,3,0,4,6,5,6,4,4,2,3,2,5,5,3,3,5,2,4,4,2,4,3,4,4,2,3,3,0,7,3,4,2,4,6,4,0,1,3,4,4,3,3,4,5,3,3,4,6,6,4,3,7,2,5,4,5,3,8,6,5,5,6,4,4,1,10,6,0,6,8,8,7,7,7,5,4,7,9,7,7,7,9,8,9,6,12,5,12,9,8,6,8,5,7,5,6,5,7,5,9,8,12,7,4,6,7,6,6,5,7,4,7,3,6,9,6,7,12,10,4,1,0,4,5,3,1,8,4,9,9,7,8,8,4,8,9,0,0,6,5,9,8,6,6,17,8,4,6,4,7,6,8,24,8,7,9,8,9,7,7,7,13,4,4,5,3,4,3,5,7,3,2,6,2,6,17,5,4,4,5,5,1,6
2020-03-26,5,4,2,4,0,0,3,0,3,4,11,1,3,1,6,3,5,1,2,3,5,5,0,0,0,3,0,1,1,0,0,8,2,3,4,3,5,4,3,2,4,6,4,7,1,2,4,5,2,3,4,6,2,4,3,3,9,2,6,2,3,5,3,8,4,3,6,5,5,6,3,2,5,3,5,0,2,2,3,4,5,1,4,2,2,6,5,3,5,5,4,0,4,3,0,4,5,6,4,4,2,2,6,4,4,1,3,3,4,4,5,5,5,13,3,6,6,4,4,4,6,4,12,6,4,5,2,7,4,2,8,4,8,1,6,9,7,5,6,9,4,5,5,4,5,3,2,3,1,4,4,6,5,0,5,5,4,5,4,0,4,6,5,6,4,4,2,2,2,5,5,3,4,5,2,4,5,2,4,3,4,4,2,3,3,0,7,3,4,1,4,5,4,0,1,3,4,4,3,3,4,5,3,3,4,6,6,4,3,7,3,5,4,5,3,9,6,5,5,6,4,4,1,11,6,0,6,8,9,7,7,7,6,5,7,10,8,8,7,10,8,9,5,13,6,13,10,9,7,8,5,7,5,6,4,7,6,9,6,14,7,4,6,8,7,6,5,8,4,7,3,6,11,7,7,13,12,4,1,0,3,5,3,1,6,4,10,9,6,8,9,5,6,10,0,0,7,6,9,8,6,6,17,8,4,6,4,8,6,8,24,7,7,9,9,8,7,7,8,13,4,4,5,3,4,3,4,7,3,2,6,2,6,17,5,4,4,5,6,1,6
2020-03-27,5,4,2,4,0,0,3,0,3,4,11,1,2,1,6,3,6,1,2,3,5,5,0,0,0,4,0,1,1,0,0,8,3,3,4,3,5,4,4,2,4,6,5,7,1,2,4,6,2,3,4,7,2,4,3,3,8,2,6,2,4,5,4,9,4,3,6,5,5,6,3,2,5,3,6,1,2,2,3,4,5,2,4,2,2,6,6,3,6,5,4,0,4,3,0,4,6,7,4,4,2,2,6,5,5,1,3,3,4,4,4,5,6,13,3,6,6,5,4,4,6,4,11,6,4,5,2,7,5,2,8,4,8,2,5,9,7,5,6,9,4,5,5,4,5,3,1,3,1,4,4,6,5,0,5,5,4,5,4,0,4,6,5,5,4,4,2,2,2,5,5,3,4,6,2,4,5,2,4,3,5,4,2,3,3,0,7,3,4,1,4,6,3,0,1,3,4,4,3,3,4,5,3,3,4,6,6,4,3,7,2,5,4,5,3,8,6,5,5,6,4,4,1,10,6,0,6,8,9,7,7,6,5,5,7,9,8,5,7,10,8,9,6,11,5,9,7,9,7,7,5,7,5,7,4,7,5,9,6,8,7,4,6,7,5,6,6,7,2,7,4,6,6,6,7,9,8,4,1,0,3,5,3,1,6,3,10,9,6,8,9,5,7,10,0,0,7,6,10,9,6,7,19,8,4,6,5,8,6,8,26,8,8,10,10,8,7,8,8,14,4,4,5,3,4,3,5,7,3,2,6,2,6,17,5,4,4,5,6,1,6
2020-03-28,4,3,2,3,1,0,2,0,2,4,9,0,1,1,6,3,5,1,1,3,4,4,0,0,0,3,0,1,1,0,0,8,2,2,4,2,4,3,3,2,3,5,4,6,1,2,3,5,2,3,3,6,1,3,3,3,8,2,5,2,3,5,3,8,3,3,5,4,4,5,3,2,4,2,5,0,2,2,3,4,4,1,3,2,1,5,4,3,4,4,3,0,3,2,0,3,5,5,3,3,3,2,5,4,4,1,2,2,3,3,4,5,4,13,3,5,5,4,4,4,6,3,9,5,3,4,2,6,4,1,7,3,7,1,4,8,6,4,5,7,3,5,4,4,5,3,1,3,1,3,4,5,4,0,5,4,4,5,3,0,3,5,4,5,4,4,2,2,2,5,4,2,3,5,2,4,4,1,3,3,4,3,2,3,3,0,6,2,4,1,4,6,3,0,1,2,3,4,3,2,3,4,3,3,4,4,5,3,3,7,2,4,3,4,2,6,4,5,4,5,3,3,1,8,5,0,5,7,7,6,6,5,5,4,7,7,6,5,6,8,7,8,5,9,4,8,6,8,6,5,4,6,4,5,4,6,5,8,6,7,6,4,4,5,4,5,4,5,1,5,3,5,5,5,5,8,7,4,0,0,3,5,2,1,6,3,9,9,5,7,7,4,6,8,0,0,6,5,9,7,5,6,16,7,3,5,4,6,5,7,21,7,6,9,7,7,6,6,7,11,3,3,4,3,4,2,4,6,3,2,6,2,5,16,4,4,4,4,6,1,5
2020-03-29,4,3,1,3,0,0,2,0,2,3,8,0,1,1,5,2,4,0,1,2,3,4,0,0,0,2,0,1,1,0,0,8,2,2,3,2,3,3,2,1,3,4,3,6,1,2,2,4,1,3,3,6,1,3,2,2,7,2,4,2,3,4,3,7,2,3,5,4,4,4,2,2,4,2,5,0,2,2,2,3,4,0,3,2,2,3,3,3,4,3,3,0,3,2,0,2,3,3,3,3,2,1,5,2,4,1,2,2,2,3,3,4,3,12,2,5,4,3,3,3,6,3,7,4,2,3,2,4,3,1,6,3,6,1,4,7,5,3,5,6,2,4,3,3,4,2,1,2,1,3,4,5,4,0,5,4,3,5,2,0,3,5,4,5,3,3,2,2,2,5,3,3,2,5,2,3,4,1,2,2,2,2,2,2,2,0,5,2,4,1,3,5,2,0,0,2,3,3,2,2,3,4,2,2,3,4,4,2,2,6,2,4,3,4,1,5,3,4,3,4,2,2,1,7,5,0,4,7,5,6,5,4,4,4,6,6,5,4,5,6,6,7,5,9,3,7,6,7,5,5,4,6,4,5,3,5,4,8,6,6,5,3,3,5,4,4,4,4,1,4,2,4,4,4,4,8,6,4,1,0,2,4,2,1,5,3,8,8,4,7,6,4,5,7,0,0,5,4,8,6,5,6,14,6,3,5,4,5,4,6,17,6,5,7,7,7,5,5,5,10,3,3,3,2,3,2,4,6,2,2,5,2,5,14,4,3,3,4,5,1,5
2020-03-30,5,4,2,4,0,0,3,0,3,4,12,0,2,1,6,3,6,1,2,3,4,5,0,0,0,4,0,2,1,0,0,8,3,3,4,3,5,4,3,2,4,6,5,7,1,2,4,6,2,3,4,7,2,4,3,3,9,2,6,2,4,5,4,9,3,3,6,5,4,6,3,2,5,2,6,0,2,2,3,4,4,1,3,2,2,5,4,3,5,4,3,0,4,2,0,4,4,5,4,4,2,2,5,3,4,1,3,2,3,4,4,5,5,13,3,6,6,4,4,4,7,4,11,6,4,5,2,7,4,2,8,4,8,2,5,9,7,5,6,9,4,5,5,4,5,3,1,3,1,4,4,5,5,0,5,5,4,5,4,0,4,6,5,6,4,4,2,2,2,5,5,3,3,5,2,4,5,2,4,3,4,3,2,3,3,0,6,3,4,1,4,4,3,0,1,3,4,4,3,2,4,5,3,3,4,6,6,4,3,7,2,5,3,5,3,8,5,5,5,6,4,4,1,10,6,0,6,9,9,7,7,7,6,4,7,9,7,6,7,10,8,9,6,11,5,9,7,9,7,7,5,7,5,7,4,8,5,8,6,9,8,4,6,7,5,6,5,7,1,8,4,6,6,6,7,9,8,4,1,0,3,5,3,1,6,4,10,10,6,8,9,4,6,10,0,0,7,5,10,8,6,7,18,8,4,6,4,8,6,8,23,8,7,10,9,8,7,7,8,13,4,4,6,3,4,3,4,7,3,2,6,2,6,18,5,4,5,5,6,1,6
2020-03-31,5,4,2,4,0,0,3,0,3,4,13,0,2,1,7,3,6,1,2,3,5,5,0,0,0,4,0,2,1,0,0,9,3,3,4,3,5,3,4,2,4,6,5,8,1,2,4,6,2,3,4,7,2,4,4,3,9,2,6,2,4,5,4,9,4,3,6,5,6,6,3,2,5,2,6,1,2,2,3,4,5,1,3,2,2,5,5,3,5,4,4,0,4,2,0,4,4,6,4,4,2,2,6,3,3,1,3,2,4,4,4,5,5,13,3,6,6,5,4,4,7,5,11,7,4,5,2,7,4,2,8,4,8,2,5,10,7,5,6,9,4,5,5,4,5,3,1,3,1,4,4,6,5,0,5,5,4,5,2,0,4,6,5,6,4,4,2,2,2,5,4,2,3,5,2,4,5,2,4,3,4,3,2,3,3,0,7,3,4,1,5,5,4,0,1,3,4,4,4,2,4,5,3,3,4,6,7,4,4,7,3,5,4,5,3,8,6,5,5,6,4,4,2,10,6,0,6,10,9,7,7,6,6,5,7,9,8,6,7,11,8,9,6,11,6,9,8,9,7,7,5,8,5,7,4,8,6,9,7,9,8,5,6,7,6,6,6,7,1,8,4,7,7,7,7,10,8,5,1,0,4,6,3,1,6,4,11,10,6,9,9,5,7,10,0,0,7,6,10,8,6,7,18,9,4,6,4,8,6,8,25,8,7,10,9,9,8,7,8,14,4,3,4,3,4,3,5,7,3,2,6,2,6,18,5,4,5,5,5,1,6
2020-04-01,5,4,2,4,0,0,3,0,3,4,12,1,1,1,7,4,6,1,2,3,5,5,0,0,0,4,0,2,1,0,0,9,3,3,4,3,5,4,3,2,4,6,5,8,1,2,4,6,2,3,4,7,2,4,3,3,8,2,7,2,4,5,4,9,4,3,6,5,5,6,3,2,5,2,6,1,2,2,3,4,5,1,3,2,2,5,5,3,5,5,4,0,4,3,0,4,4,6,4,4,2,2,6,3,3,1,3,2,4,4,4,5,6,14,3,6,7,5,4,4,7,4,11,6,4,5,2,7,5,2,8,4,8,2,5,9,7,5,6,9,4,5,5,4,5,3,1,3,1,4,4,6,5,0,5,5,4,5,2,0,4,6,5,6,4,4,2,3,2,5,4,2,2,5,2,4,5,2,4,3,4,3,2,3,3,0,9,3,4,1,5,7,4,0,1,3,4,4,4,2,5,5,3,3,4,6,7,4,3,7,2,5,4,5,3,8,6,5,5,7,4,4,2,10,6,0,6,9,9,7,7,6,6,5,7,9,8,6,8,11,8,9,5,11,5,9,7,9,7,7,5,7,5,7,4,8,5,9,8,9,8,4,6,7,6,6,6,7,1,8,4,7,7,7,7,10,8,4,1,0,4,5,3,1,6,4,10,10,6,9,9,5,6,10,0,0,7,6,10,8,6,7,18,8,3,6,4,8,6,8,25,8,7,10,9,9,7,7,8,14,4,3,4,3,3,3,4,7,3,2,6,2,6,18,5,4,4,5,5,1,6
