Region,Codigo region,Comuna,Codigo comuna,Superficie_km2,Poblacion,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12
Maule,7.0,Hualañé,7302,629,10222.0,4,4,5,5,6,4,3,3,3,4,5,5,3,3,3,3,4,4,5,3,3,3,3,3,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,1,2
Maule,7.0,Licantén,7303,273,6989.0,6,5,5,6,7,3,3,3,3,4,5,6,3,3,3,3,4,5,5,3,2,3,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1
Maule,7.0,Linares,7401,1466,101073.0,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0
Maule,7.0,Longaví,7403,1454,32810.0,13,13,11,14,12,12,11,10,10,11,10,9,10,9,9,9,12,10,9,10,8,8,7,7,5,4,6,5,5,6,5,4,3,5,5,5,5,5,4,4,5,5,5,5,2,3,3
Maule,7.0,Maule,7105,190,60000.0,6,7,7,6,5,6,6,6,6,7,5,4,6,6,6,6,7,5,5,6,5,5,5,5,4,2,4,4,4,4,4,3,2,4,4,4,4,4,3,3,4,4,4,4,2,2,2
Maule,7.0,Molina,7304,1552,49800.0,6,6,6,6,5,5,5,5,5,5,4,4,5,5,4,5,6,5,4,5,4,4,4,4,2,2,3,3,2,3,3,2,1,2,3,3,2,3,2,1,3,3,3,3,1,1,1
Maule,7.0,Parral,7404,1638,44544.0,3,3,3,3,2,3,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Maule,7.0,Pelarco,7106,332,9083.0,5,5,5,5,4,4,5,4,4,4,5,5,5,4,4,4,5,5,4,5,5,5,5,5,4,4,4,4,4,4,5,4,4,5,5,5,5,5,4,4,4,5,5,4,3,3,4
Maule,7.0,Pelluhue,7203,371,8092.0,4,3,4,4,5,3,2,2,2,3,3,3,2,2,2,2,3,3,3,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,1,1,1,1
Maule,7.0,Pencahue,7107,956.8,8601.0,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1
Maule,7.0,Rauco,7305,309,11248.0,5,6,6,6,6,5,5,5,4,5,6,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,4,4,4,4,3,3,3,4,4,4,4,4,3,4,4,4,4,3,3,3
Maule,7.0,Retiro,7405,827,21071.0,8,8,9,7,6,7,6,6,6,7,6,5,6,6,5,6,7,6,5,6,5,5,5,5,4,3,4,4,4,4,4,3,3,4,4,4,4,4,3,3,4,4,4,4,2,2,3
Maule,7.0,Romeral,7306,1597,16170.0,4,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,3,3,3,3,2,2,3,3,3,3,3,2,1,3,3,3,3,2,2,2,3,3,3,3,1,1,1
Maule,7.0,Río Claro,7108,431,14753.0,16,16,19,16,14,15,13,12,12,16,13,11,14,13,12,13,16,13,11,14,11,11,10,10,7,5,8,8,7,8,8,6,4,7,7,8,7,8,6,5,7,7,8,7,3,3,4
Maule,7.0,Sagrada Familia,7307,548.8,19469.0,9,8,9,8,8,8,7,7,7,8,7,6,7,7,7,7,9,8,7,7,7,7,6,6,5,4,6,5,5,5,5,4,3,4,5,5,5,5,4,3,5,5,5,5,2,2,2
Maule,7.0,San Clemente,7109,4504,46292.0,3,3,3,3,3,2,2,2,2,3,3,3,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
Maule,7.0,San Javier,7406,1313,49451.0,5,5,5,5,4,5,4,4,4,5,4,3,4,4,4,4,5,4,4,4,4,4,3,3,2,2,3,3,2,3,2,2,1,2,2,2,2,2,2,2,2,3,2,2,1,1,1
Maule,7.0,San Rafael,7110,263.5,9959.0,14,14,16,14,14,13,12,11,11,13,11,10,11,11,10,11,14,11,11,13,9,10,9,8,6,5,7,6,6,6,6,5,4,6,6,7,6,7,5,4,6,6,7,6,3,3,3
Maule,7.0,Talca,7101,232,236724.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maule,7.0,Teno,7308,618.4,30850.0,7,9,8,8,7,7,7,6,6,7,6,5,6,6,6,6,8,6,5,6,5,5,5,5,3,2,4,4,4,4,4,3,2,4,4,4,3,4,3,2,4,4,4,4,2,2,2
Maule,7.0,Vichuquén,7309,426,4381.0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maule,7.0,Villa Alegre,7407,190,17512.0,18,18,18,17,15,17,15,14,14,16,14,12,14,13,13,13,16,14,13,15,13,13,11,10,8,6,9,8,8,9,8,7,6,8,8,8,8,9,7,6,8,8,8,8,5,5,5
Maule,7.0,Yerbas Buenas,7408,262,19200.0,7,7,7,7,6,6,6,6,6,6,6,5,6,6,6,6,7,6,6,6,6,6,6,6,6,5,6,6,6,6,6,5,4,6,6,6,5,6,5,5,6,6,6,6,4,4,5
Metropolitana de Santiago,13.0,Alhué,13502,845,7405.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metropolitana de Santiago,13.0,Buin,13402,214,109641.0,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,3,3,3,3,3,3,2,2,2,3,3,3,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2
Metropolitana de Santiago,13.0,Calera de Tango,13403,73.3,28525.0,5,5,6,6,6,6,6,6,6,6,6,5,6,6,6,7,7,7,6,5,5,5,5,5,4,3,5,4,5,5,5,4,4,6,6,6,5,6,5,5,6,6,5,6,4,4,5
Metropolitana de Santiago,13.0,Cerrillos,13102,21,88956.0,9,10,10,9,8,11,10,10,10,10,9,7,10,11,11,11,12,9,8,10,9,9,8,7,5,4,7,6,7,7,7,5,4,7,7,7,6,8,6,5,8,8,8,8,5,3,3
Metropolitana de Santiago,13.0,Cerro Navia,13103,11,142465.0,7,6,7,6,6,7,7,7,7,7,6,6,7,7,7,8,8,7,7,7,7,6,6,6,5,4,5,5,5,6,6,5,4,5,6,6,5,6,5,5,6,6,6,6,5,5,5
Metropolitana de Santiago,13.0,Colina,13301,971.2,180353.0,2,2,3,2,2,3,2,2,2,3,2,2,3,2,2,3,3,2,1,2,2,2,2,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0
Metropolitana de Santiago,13.0,Conchalí,13104,10.7,139195.0,7,8,8,6,4,8,8,8,8,9,6,5,9,9,8,9,9,7,5,7,6,6,5,5,3,2,5,4,5,5,4,3,2,4,4,4,4,5,3,2,5,5,4,5,3,3,2
Metropolitana de Santiago,13.0,Curacaví,13503,693,36430.0,4,4,4,5,4,3,3,3,3,4,4,4,3,3,3,4,4,4,4,4,3,3,3,3,2,2,2,2,2,3,2,2,2,2,3,3,3,2,2,2,3,3,2,3,2,2,2
Metropolitana de Santiago,13.0,El Bosque,13105,14.2,172000.0,4,4,4,4,4,5,5,5,5,5,4,4,5,5,5,5,5,4,3,4,4,4,4,4,3,2,3,3,3,3,4,3,3,3,3,4,3,4,3,3,3,4,3,4,3,3,3
Metropolitana de Santiago,13.0,El Monte,13602,118,40014.0,6,6,7,7,6,6,6,6,6,6,7,6,6,6,5,7,8,9,8,7,6,6,6,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,4,4,4
Metropolitana de Santiago,13.0,Estación Central,13106,15,206792.0,11,11,12,10,7,12,11,12,12,12,9,7,12,12,11,11,12,9,7,10,9,8,7,7,5,3,6,6,6,6,5,4,3,5,6,6,5,6,4,3,5,6,5,6,3,3,3
Metropolitana de Santiago,13.0,Huechuraba,13107,44.8,112528.0,7,7,7,5,4,7,7,7,7,8,6,5,8,8,7,7,8,6,4,6,5,5,4,4,3,2,4,4,4,4,4,2,2,3,4,4,4,4,3,2,4,4,4,4,3,3,2
Metropolitana de Santiago,13.0,Independencia,13108,7,142065.0,7,7,7,6,5,7,7,7,7,7,6,5,7,7,7,7,7,6,5,6,6,6,5,5,4,3,4,4,4,5,3,3,2,3,4,4,4,5,4,3,5,5,4,5,3,3,3
Metropolitana de Santiago,13.0,Isla de Maipo,13603,189,40171.0,5,5,5,6,5,5,5,5,5,5,6,5,5,5,5,5,6,7,6,5,5,6,5,5,4,3,4,4,4,5,5,4,3,4,5,5,5,5,5,4,5,5,5,5,3,3,3
Metropolitana de Santiago,13.0,La Cisterna,13109,10,100434.0,10,9,10,8,7,9,10,10,10,10,8,7,10,10,10,11,11,9,7,9,8,8,8,8,6,4,7,7,7,7,7,5,4,7,8,8,7,8,6,5,8,8,7,8,5,5,4
Metropolitana de Santiago,13.0,La Florida,13110,70.2,402433.0,6,6,6,5,5,6,6,6,6,7,6,5,6,6,6,7,7,6,5,6,5,5,5,5,3,3,4,4,4,4,4,3,3,4,4,4,4,4,3,3,4,4,4,4,3,3,3
Metropolitana de Santiago,13.0,La Granja,13111,10,122557.0,9,10,10,10,8,10,10,10,10,10,8,7,10,11,11,12,12,10,7,9,9,9,9,8,6,5,8,7,7,7,7,6,5,7,8,8,7,8,7,6,8,8,8,9,6,6,5
Metropolitana de Santiago,13.0,La Pintana,13112,30.6,189335.0,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,6,5,5,4,5,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,3,3,3
Metropolitana de Santiago,13.0,La Reina,13113,23,100252.0,9,10,10,9,8,10,10,11,11,12,10,8,11,11,11,12,12,10,8,10,9,8,8,7,6,5,7,7,7,8,6,5,4,6,6,6,6,6,5,5,6,6,6,6,5,5,5
Metropolitana de Santiago,13.0,Lampa,13302,452,126898.0,4,4,4,3,2,4,4,4,4,4,3,3,4,4,4,4,4,3,3,4,4,4,3,3,2,1,3,3,3,3,3,2,1,3,3,3,3,3,2,2,3,3,3,3,2,2,2
Metropolitana de Santiago,13.0,Las Condes,13114,99,330759.0,7,7,7,5,4,7,8,8,8,8,6,4,8,8,8,9,9,5,4,7,5,5,4,4,3,2,4,4,4,4,2,2,2,3,3,3,3,3,2,2,3,3,3,3,2,2,2
Metropolitana de Santiago,13.0,Lo Barnechea,13115,1024,124076.0,3,4,4,3,3,4,4,4,4,4,3,3,4,4,4,4,4,3,3,3,3,3,2,3,2,1,2,2,2,3,1,1,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1
Metropolitana de Santiago,13.0,Lo Espejo,13116,7,103865.0,8,8,8,7,7,8,8,8,8,8,7,6,8,9,8,9,9,8,6,7,7,8,8,7,6,5,7,7,7,7,7,6,5,7,8,7,7,6,5,4,6,6,6,6,4,4,3
Metropolitana de Santiago,13.0,Lo Prado,13117,7,104403.0,6,6,6,6,5,7,7,7,8,9,8,7,8,7,7,8,8,7,6,7,6,6,6,6,5,4,5,5,5,5,5,5,4,5,6,6,6,6,5,5,6,6,5,6,5,5,5
Metropolitana de Santiago,13.0,Macul,13118,12.9,134635.0,7,7,8,6,5,8,8,8,8,8,6,5,8,8,9,9,9,6,5,7,6,6,6,6,4,3,5,5,5,6,4,3,3,4,4,4,4,4,3,3,4,4,4,4,3,3,3
Metropolitana de Santiago,13.0,Maipú,13119,135.5,578605.0,3,3,3,3,2,3,3,3,3,3,2,2,3,3,3,3,3,3,2,3,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,1,1,1
Metropolitana de Santiago,13.0,María Pinto,13504,393.5,14926.0,7,7,7,8,7,6,6,7,7,7,8,7,7,6,6,9,9,9,9,7,7,7,6,6,5,5,6,6,6,6,6,6,5,6,6,6,6,6,6,5,6,6,6,7,5,5,5
Metropolitana de Santiago,13.0,Melipilla,13501,1345,141612.0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metropolitana de Santiago,13.0,Padre Hurtado,13604,80.8,74188.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,5,5,5,5,5,5,4,3,4,4,4,4,5,4,4,5,5,5,5,5,5,4,5,5,5,5,4,4,4
Metropolitana de Santiago,13.0,Paine,13404,820,82766.0,3,3,3,3,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Metropolitana de Santiago,13.0,Pedro Aguirre Cerda,13121,10,107803.0,8,8,8,7,5,8,8,9,9,9,7,5,8,9,8,9,9,7,5,8,7,7,7,7,5,4,6,5,6,6,6,5,4,6,7,6,6,6,5,3,5,5,5,5,4,4,3
Metropolitana de Santiago,13.0,Peñaflor,13605,69,101058.0,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1
Metropolitana de Santiago,13.0,Peñalolén,13122,54,266798.0,4,5,5,5,4,5,5,6,6,6,5,4,5,6,5,6,6,5,5,5,5,5,4,4,4,3,4,4,4,4,4,3,3,4,4,4,4,4,3,3,4,4,3,4,3,3,3
Metropolitana de Santiago,13.0,Pirque,13202,445.3,30433.0,3,3,3,3,3,3,3,3,3,5,5,4,4,3,3,3,3,3,2,2,2,2,3,4,3,3,4,4,4,3,2,3,3,3,4,3,4,3,2,3,3,3,2,3,2,2,3
Metropolitana de Santiago,13.0,Providencia,13123,14.3,157749.0,12,12,13,8,6,12,13,13,14,14,8,7,13,14,13,15,15,8,6,11,9,8,7,7,4,3,5,5,6,7,3,3,2,4,4,4,4,4,3,3,4,4,4,4,2,2,2
Metropolitana de Santiago,13.0,Pudahuel,13124,197,253139.0,5,6,6,5,4,6,6,6,6,6,5,4,6,6,6,6,6,5,5,6,5,5,4,4,3,2,4,4,4,4,4,3,2,4,4,4,4,4,3,2,4,4,4,4,3,3,2
Metropolitana de Santiago,13.0,Puente Alto,13201,88,645909.0,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Metropolitana de Santiago,13.0,Quilicura,13125,58,254694.0,3,4,4,2,2,4,4,4,4,4,2,1,4,4,4,4,4,2,1,3,3,3,3,3,1,0,2,2,2,2,2,1,0,2,3,2,2,2,1,1,2,2,2,2,1,1,1
Metropolitana de Santiago,13.0,Quinta Normal,13126,13,136368.0,7,7,7,6,5,7,7,7,7,8,6,5,7,7,7,7,7,6,5,6,6,6,5,5,4,3,5,4,4,5,4,3,3,4,5,5,4,5,4,3,5,5,4,5,3,3,3
Metropolitana de Santiago,13.0,Recoleta,13127,16,190075.0,7,7,7,6,5,7,7,7,8,8,6,5,8,8,7,7,7,6,4,6,5,5,5,5,3,2,4,4,4,5,3,2,2,3,4,4,3,4,3,2,4,4,4,4,3,3,2
Metropolitana de Santiago,13.0,Renca,13128,24,160847.0,6,6,6,4,4,6,6,6,6,7,5,4,6,6,6,6,6,4,3,5,5,5,4,4,3,2,4,4,4,4,3,2,2,3,4,4,4,4,3,2,4,4,4,4,2,2,2
Metropolitana de Santiago,13.0,San Bernardo,13401,155,334836.0,3,3,4,3,3,4,4,3,4,4,3,2,3,3,3,4,4,3,2,3,3,3,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1
Metropolitana de Santiago,13.0,San Joaquín,13129,9.7,103485.0,10,10,11,8,6,11,11,11,11,13,8,7,12,12,13,12,12,8,6,10,8,8,7,7,5,3,6,6,6,6,5,4,3,5,6,6,5,5,4,3,5,5,5,5,3,3,3
Metropolitana de Santiago,13.0,San José de Maipo,13203,4994.8,18644.0,4,3,4,5,5,4,4,3,3,3,3,3,2,2,2,3,3,4,4,3,2,2,3,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3
Metropolitana de Santiago,13.0,San Miguel,13130,10.0,133059.0,7,7,7,6,5,7,7,7,7,8,6,5,7,7,7,7,7,6,4,6,6,6,5,5,4,3,4,4,4,5,4,3,2,5,5,5,5,5,4,3,5,5,4,5,3,3,3
Metropolitana de Santiago,13.0,San Pedro,13505,788,11953.0,2,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0
Metropolitana de Santiago,13.0,San Ramón,13131,7,86510.0,7,7,7,6,6,7,7,8,8,8,7,6,7,7,7,7,7,6,5,6,5,5,6,5,4,3,4,5,5,5,5,4,3,5,6,6,6,6,5,5,6,6,6,6,4,4,4
Metropolitana de Santiago,13.0,Santiago,13101,23.2,503147.0,7,7,7,5,4,7,7,7,8,8,5,4,7,8,7,7,7,5,3,6,5,5,4,4,2,1,3,3,3,4,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1
Metropolitana de Santiago,13.0,Talagante,13601,126,81838.0,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,4,4,4,3,3,3,3,2,2,3,3,3,3,3,2,2,3,3,3,3,3,2,2,3,3,3,3,1,2,1
Metropolitana de Santiago,13.0,Tiltil,13303,653,21477.0,7,7,8,8,7,7,6,6,6,9,8,7,7,6,5,7,8,7,7,6,6,5,5,5,4,3,4,4,4,4,4,3,2,4,4,4,4,4,3,3,4,4,4,4,2,2,2
Metropolitana de Santiago,13.0,Vitacura,13132,28.3,96774.0,9,9,9,7,6,10,10,11,11,11,8,6,11,12,11,12,12,8,6,8,7,7,6,6,4,3,5,5,5,6,3,3,2,3,3,3,3,4,3,3,3,4,3,4,3,3,3
Metropolitana de Santiago,13.0,Ñuñoa,13120,16.9,250192.0,7,8,8,6,5,8,8,8,9,9,7,6,8,9,8,10,10,7,6,8,7,7,6,6,4,4,5,5,6,6,4,3,3,4,4,4,4,4,4,3,4,4,4,4,3,3,3
Tarapacá,1.0,Alto Hospicio,1107,572.9,129999.0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0
Tarapacá,1.0,Camiña,1402,2200.2,1375.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tarapacá,1.0,Colchane,1403,4015.6,1583.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tarapacá,1.0,Huara,1404,10474.6,3000.0,4,4,4,3,3,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,2,2,2,1,2,1,1,2,2,2,1,2,1,1,2,2,2,1,1,1,1
Tarapacá,1.0,Iquique,1101,2242.1,223463.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tarapacá,1.0,Pica,1405,8934.3,5958.0,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,2,2,2,1,1,1,1
Tarapacá,1.0,Pozo Almonte,1401,13765.8,17395.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0
Valparaíso,5.0,Algarrobo,5602,176,15174.0,4,4,4,4,4,3,2,2,2,3,3,3,2,2,2,2,3,4,3,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,1,1,1
Valparaíso,5.0,Cabildo,5402,1455,20663.0,1,2,2,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Valparaíso,5.0,Calera,5502,60.5,53591.0,5,5,6,5,5,6,5,5,6,6,5,4,6,5,5,6,7,6,5,5,5,5,5,5,4,3,4,4,5,5,5,4,3,5,5,5,5,5,4,4,5,5,5,5,3,4,4
Valparaíso,5.0,Calle Larga,5302,321.7,16482.0,9,9,9,9,8,9,9,9,10,10,9,8,9,9,9,11,12,10,10,10,9,9,10,9,8,7,8,8,8,8,9,8,7,9,9,9,9,9,9,7,9,9,9,9,8,9,8
Valparaíso,5.0,Cartagena,5603,246,25357.0,9,9,9,10,8,7,7,6,7,7,8,7,6,7,6,7,7,8,8,6,6,6,6,6,5,4,5,5,6,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,4,4,4
Valparaíso,5.0,Casablanca,5102,953,29170.0,5,5,6,6,5,4,4,4,4,5,5,4,4,4,4,4,5,5,4,4,3,3,3,3,2,1,2,2,3,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1
Valparaíso,5.0,Catemu,5702,361.6,15213.0,6,6,7,7,7,7,6,6,7,7,6,6,7,7,6,7,7,7,6,7,6,6,6,6,5,4,5,5,5,5,5,5,4,6,6,6,6,6,6,5,6,6,6,6,5,5,5
Valparaíso,5.0,Concón,5103,76,45889.0,7,7,8,8,7,7,7,7,7,7,6,5,6,6,6,7,7,6,5,6,5,5,5,5,3,2,4,4,4,4,4,3,2,4,5,4,4,5,4,3,5,5,4,4,3,3,2
Valparaíso,5.0,El Quisco,5604,51,17742.0,5,5,5,6,5,3,3,3,3,3,4,4,2,2,2,3,3,4,4,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Valparaíso,5.0,El Tabo,5605,99,14338.0,10,10,10,12,10,7,6,5,5,6,8,7,5,5,4,5,6,8,7,5,4,4,4,4,4,3,3,3,5,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3
Valparaíso,5.0,Hijuelas,5503,267,19099.0,11,11,12,11,11,11,10,10,9,11,9,9,9,9,9,10,11,9,9,9,9,9,8,8,6,5,7,7,7,8,8,6,5,7,8,7,7,7,6,6,8,8,7,7,3,6,6
Valparaíso,5.0,Isla de Pascua,5201,163.6,8277.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valparaíso,5.0,Juan Fernández,5104,149.4,1033.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valparaíso,5.0,La Cruz,5504,78,25321.0,8,9,9,8,8,9,8,9,8,9,8,8,9,9,8,8,9,8,7,8,7,7,7,7,6,5,6,6,6,6,7,6,5,7,7,7,7,7,6,5,7,7,7,7,6,6,5
Valparaíso,5.0,La Ligua,5401,1163,37739.0,4,4,5,5,4,4,3,3,3,4,4,3,3,3,3,3,4,4,4,3,3,3,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1
Valparaíso,5.0,Limache,5802,294,49931.0,6,6,7,7,6,6,6,6,6,6,6,5,6,6,6,7,7,7,6,6,5,5,5,5,4,3,4,4,4,4,5,4,3,5,5,5,4,5,4,3,5,5,5,5,3,3,3
Valparaíso,5.0,Llaillay,5703,349.1,26533.0,7,7,8,8,7,8,7,7,8,8,7,6,8,7,7,8,8,7,6,7,6,7,6,6,5,5,6,5,5,6,6,5,5,6,6,6,6,6,6,6,7,6,6,6,5,5,5
Valparaíso,5.0,Los Andes,5301,1248,68093.0,6,6,6,5,5,6,6,6,6,6,5,5,6,6,6,6,7,6,5,6,6,6,5,5,4,3,5,5,5,5,5,4,4,5,5,5,5,5,5,4,5,5,5,5,4,4,4
Valparaíso,5.0,Nogales,5506,405,23490.0,5,5,6,5,5,5,4,4,4,5,4,4,4,3,3,3,4,4,4,3,3,3,2,3,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1
Valparaíso,5.0,Olmué,5803,232,19266.0,3,3,5,4,4,3,3,3,3,3,4,3,3,3,3,3,4,5,4,4,3,4,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,2
Valparaíso,5.0,Panquehue,5704,121.9,7633.0,17,17,18,17,16,18,17,17,18,19,17,15,18,18,17,20,21,18,17,19,17,17,17,16,14,12,15,15,15,16,18,14,12,16,16,17,16,17,16,14,17,17,16,17,13,15,13
Valparaíso,5.0,Papudo,5403,64.3,6201.0,14,14,15,16,14,10,9,9,9,10,11,9,7,7,7,8,9,10,10,8,7,7,6,7,5,5,6,6,5,5,5,5,4,5,6,6,6,6,5,5,6,6,6,6,4,4,4
Valparaíso,5.0,Petorca,5404,1517,10558.0,2,2,3,3,2,2,2,2,3,3,3,2,2,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,3,3,3,3,2,2,2
Valparaíso,5.0,Puchuncaví,5105,300,20071.0,7,7,7,8,7,5,5,5,6,6,6,5,4,4,4,4,4,5,5,4,3,3,3,3,3,2,3,3,2,3,3,2,2,3,3,3,3,3,2,2,3,3,3,3,2,2,2
Valparaíso,5.0,Putaendo,5705,1474,17645.0,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,3,3,3,3,3,3,2,2,3,3,3,3,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,3,2
Valparaíso,5.0,Quillota,5501,302,97572.0,4,4,4,4,3,4,4,4,4,4,3,3,4,4,4,5,5,4,3,4,3,3,3,3,2,2,3,2,3,3,3,2,2,3,3,3,3,3,2,2,3,3,3,3,2,2,2
Valparaíso,5.0,Quilpué,5801,536.9,167085.0,3,3,3,3,2,3,3,3,3,4,3,2,3,3,3,3,4,3,3,3,3,3,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,1
Valparaíso,5.0,Quintero,5107,148,36135.0,6,6,6,7,7,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,4,4,4,3,2,2,3,3,3,3,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2
