date;comuna;region;IM_interno;IM_externo;IM
20200430;El Carmen;R16;0.665845649;4.9408867;5.606732348
20200501;El Carmen;R16;0.658456486;4.112479475;4.770935961
20200502;El Carmen;R16;0.724958949;4.408045977;5.133004926
20200503;El Carmen;R16;0.696223317;3.830870279;4.527093596
20200504;El Carmen;R16;0.667487685;4.747126437;5.414614122
20200505;El Carmen;R16;0.683908046;4.881773399;5.565681445
20200506;El Carmen;R16;0.712643678;4.979474548;5.692118227
20200507;El Carmen;R16;0.509031199;3.798850575;4.307881773
20200508;El Carmen;R16;0.734811166;5.153530378;5.888341544
20200509;El Carmen;R16;0.796387521;5.213464696;6.009852217
20200510;El Carmen;R16;0.821018062;4.516420361;5.337438424
20200511;El Carmen;R16;0.587848933;4.726600985;5.314449918
20200512;El Carmen;R16;0.609195402;4.588669951;5.197865353
20200513;El Carmen;R16;0.608374384;4.47454844;5.082922824
20200514;El Carmen;R16;0.60180624;4.770114943;5.371921182
20200515;El Carmen;R16;0.711001642;5.425287356;6.136288998
20200516;El Carmen;R16;0.820197044;4.963875205;5.78407225
20200517;El Carmen;R16;0.082101806;4.019704433;4.10180624
;;;;;
20200228;El Monte;R13;2.050707731;7.216829989;9.26753772
20200229;El Monte;R13;2.198475657;7.551407684;9.749883341
20200301;El Monte;R13;2.034997667;6.58609426;8.621091927
20200302;El Monte;R13;2.165344533;6.275314979;8.440659512
20200303;El Monte;R13;2.148390107;6.113703531;8.262093638
20200304;El Monte;R13;2.157256183;6.098149012;8.255405195
20200305;El Monte;R13;2.111836989;6.053663089;8.165500078
20200306;El Monte;R13;2.228651423;6.897029087;9.12568051
20200307;El Monte;R13;2.391507233;7.287914139;9.679421372
20200308;El Monte;R13;2.098460103;6.171099704;8.269559807
20200309;El Monte;R13;2.121791881;6.118836522;8.240628403
20200310;El Monte;R13;2.116192254;6.100326645;8.216518899
20200311;El Monte;R13;2.061129258;5.907139524;7.968268782
20200312;El Monte;R13;2.547830145;7.452636491;10.00046664
20200313;El Monte;R13;2.655156323;8.557473946;11.21263027
20200314;El Monte;R13;2.689376264;9.14605693;11.83543319
20200315;El Monte;R13;2.504899673;8.547052419;11.05195209
20200316;El Monte;R13;2.316223363;7.244828123;9.561051485
20200317;El Monte;R13;2.172966247;6.890185099;9.063151345
20200318;El Monte;R13;2.239072951;7.024420594;9.263493545
20200319;El Monte;R13;2.166433349;6.219629802;8.386063151
20200320;El Monte;R13;2.065017888;6.001866542;8.06688443
20200321;El Monte;R13;2.07139524;5.351687665;7.423082906
20200322;El Monte;R13;1.898740084;4.521387463;6.420127547
20200323;El Monte;R13;1.960802613;5.329133613;7.289936226
20200324;El Monte;R13;1.925649401;5.304557474;7.230206875
20200325;El Monte;R13;1.94120392;5.494633691;7.435837611
20200326;El Monte;R13;1.900606626;5.650801058;7.551407684
20200327;El Monte;R13;1.993467102;5.761704775;7.755171877
20200328;El Monte;R13;1.964691243;5.195520299;7.160211541
20200329;El Monte;R13;1.822834033;4.551718774;6.374552808
20200330;El Monte;R13;2.021931871;5.657022865;7.678954736
20200331;El Monte;R13;2.175299424;5.648001244;7.823300669
20200401;El Monte;R13;2.098304557;5.575517188;7.673821745
20200402;El Monte;R13;1.98740084;5.645356976;7.632757816
20200403;El Monte;R13;2.055996267;6.006999533;8.0629958
20200404;El Monte;R13;2.093482657;5.601648779;7.695131436
20200405;El Monte;R13;1.896406906;4.956291803;6.852698709
20200406;El Monte;R13;2.06237362;5.914139057;7.976512677
20200407;El Monte;R13;2.02068751;5.641157256;7.661844766
20200408;El Monte;R13;1.996266916;5.708819412;7.705086328
20200409;El Monte;R13;2.126769326;5.764504589;7.891273915
20200410;El Monte;R13;1.786592005;4.254005289;6.040597294
20200411;El Monte;R13;1.86623114;4.42292736;6.289158501
20200412;El Monte;R13;1.777570384;4.164100171;5.941670555
20200413;El Monte;R13;1.902317623;5.875874942;7.778192565
20200414;El Monte;R13;1.951625447;5.82423394;7.775859387
20200415;El Monte;R13;1.959713797;5.901695443;7.861409239
20200416;El Monte;R13;1.895473635;5.666822212;7.562295847
20200417;El Monte;R13;2.053507544;6.177788147;8.231295691
20200418;El Monte;R13;2.060973713;5.762326956;7.823300669
20200419;El Monte;R13;1.878052574;5.022242962;6.900295536
20200420;El Monte;R13;2.002799813;6.261782548;8.264582361
20200421;El Monte;R13;2.05428527;6.218385441;8.272670711
20200422;El Monte;R13;2.035930938;6.303313112;8.33924405
20200423;El Monte;R13;2.051018821;6.215430082;8.266448903
20200424;El Monte;R13;2.097215741;6.471301913;8.568517654
20200425;El Monte;R13;2.135635402;6.013843522;8.149478924
20200426;El Monte;R13;1.943070462;5.270181988;7.21325245
20200427;El Monte;R13;2.068439882;6.081039042;8.149478924
20200428;El Monte;R13;2.006221807;5.960024887;7.966246695
20200430;El Monte;R13;2.060818168;6.906828434;8.967646601
20200501;El Monte;R13;2.041063929;5.533053352;7.574117281
20200502;El Monte;R13;2.288225229;6.067351065;8.355576295
20200503;El Monte;R13;2.013687976;5.024265049;7.037953025
20200504;El Monte;R13;2.211541453;6.40192876;8.613470213
20200505;El Monte;R13;2.126613781;6.379374708;8.50598849
20200506;El Monte;R13;2.231295691;6.892518277;9.123813968
20200507;El Monte;R13;1.495722507;5.003266449;6.498988956
20200508;El Monte;R13;2.549230051;7.459791569;10.00902162
20200509;El Monte;R13;2.357909473;6.627313735;8.985223207
20200510;El Monte;R13;2.540363976;6.442214963;8.982578939
20200511;El Monte;R13;2.100326645;6.473946181;8.574272826
20200512;El Monte;R13;2.031731218;6.359309379;8.391040597
20200513;El Monte;R13;2.20485301;6.470213097;8.675066107
20200514;El Monte;R13;2.138124125;6.5314979;8.669622025
20200515;El Monte;R13;2.240628403;6.767148857;9.007777259
20200516;El Monte;R13;2.204697465;6.013221341;8.217918805
20200517;El Monte;R13;2.030953492;5.114170166;7.145123658
;;;;;
20200228;El Quisco;R05;6.273556231;5.451584889;11.72514112
20200229;El Quisco;R05;8.21131857;6.45838761;14.66970618
20200301;El Quisco;R05;6.546533507;5.279201042;11.82573455
20200302;El Quisco;R05;4.323780576;3.68128528;8.005065856
20200303;El Quisco;R05;3.753654653;3.237950499;6.991605153
20200304;El Quisco;R05;3.669850919;3.017513388;6.687364307
20200305;El Quisco;R05;3.687219569;3.181647127;6.868866696
20200306;El Quisco;R05;3.989868288;3.596178897;7.586047185
20200307;El Quisco;R05;5.432913591;4.710088291;10.14300188
20200308;El Quisco;R05;4.766536402;4.099435519;8.865971921
20200309;El Quisco;R05;3.288030106;2.833550441;6.121580547
20200310;El Quisco;R05;3.213779129;2.916341004;6.130120133
20200311;El Quisco;R05;3.164423216;2.804747431;5.969170647
20200312;El Quisco;R05;3.573020698;3.101461861;6.674482559
20200313;El Quisco;R05;3.789694601;3.599507888;7.38920249
20200314;El Quisco;R05;5.38688667;4.628600376;10.01548705
20200315;El Quisco;R05;5.005644811;4.425242437;9.430887249
20200316;El Quisco;R05;3.445505862;2.932696483;6.378202345
20200317;El Quisco;R05;3.129396439;2.722246345;5.851642785
20200318;El Quisco;R05;3.240266319;2.873643074;6.113909394
20200319;El Quisco;R05;3.206542191;2.695614416;5.902156607
20200320;El Quisco;R05;3.055869156;2.935880735;5.991749891
20200321;El Quisco;R05;2.896367057;2.699232885;5.595599942
20200322;El Quisco;R05;2.579389202;2.219713417;4.79910262
20200323;El Quisco;R05;2.75408887;2.43305833;5.187147199
20200324;El Quisco;R05;2.655811261;2.370386452;5.026197713
20200325;El Quisco;R05;1.753365176;2.550875669;4.304240845
20200326;El Quisco;R05;2.556954697;2.438124186;4.995078883
20200327;El Quisco;R05;2.691995947;2.400057895;5.092053843
20200328;El Quisco;R05;2.534085975;2.221884498;4.755970473
20200329;El Quisco;R05;2.309885656;2.028803011;4.338688667
20200330;El Quisco;R05;2.540165002;2.294398611;4.834563613
20200331;El Quisco;R05;2.764654798;2.47807208;5.242726878
20200401;El Quisco;R05;2.792299899;2.471269359;5.263569257
20200402;El Quisco;R05;2.610508033;2.355188884;4.965696917
20200403;El Quisco;R05;2.729049066;2.458532349;5.187581416
20200404;El Quisco;R05;2.589086699;2.300767115;4.889853814
20200405;El Quisco;R05;2.380228687;2.141120278;4.521348965
20200406;El Quisco;R05;2.644955855;2.436966276;5.081922131
20200407;El Quisco;R05;2.712693588;2.511072514;5.223766102
20200408;El Quisco;R05;2.614126502;2.395860472;5.009986974
20200409;El Quisco;R05;2.65016645;2.376320741;5.026487191
20200410;El Quisco;R05;2.312056738;2.052684904;4.364741641
20200411;El Quisco;R05;2.352873064;2.105804024;4.458677088
20200412;El Quisco;R05;2.30250398;2.00347373;4.30597771
20200413;El Quisco;R05;2.664206108;2.379649732;5.04385584
20200414;El Quisco;R05;2.487624837;2.451874367;4.939499204
20200415;El Quisco;R05;2.398176292;2.438413663;4.836589955
20200416;El Quisco;R05;2.401215805;2.4688088;4.870024606
20200417;El Quisco;R05;2.460269214;2.690693299;5.150962513
20200418;El Quisco;R05;2.291793313;2.314517296;4.606310609
20200419;El Quisco;R05;2.144015053;2.222608192;4.366623245
20200420;El Quisco;R05;2.385873498;2.530901722;4.916775221
20200421;El Quisco;R05;2.394413084;2.483282675;4.877695759
20200422;El Quisco;R05;2.413518599;2.428860906;4.842379505
20200423;El Quisco;R05;2.45375597;2.59009987;5.04385584
20200424;El Quisco;R05;2.567520625;2.725430598;5.292951223
20200425;El Quisco;R05;2.395860472;2.537414966;4.933275438
20200426;El Quisco;R05;2.131422782;2.248082212;4.379504993
20200427;El Quisco;R05;2.418439716;2.511072514;4.92951223
20200428;El Quisco;R05;2.461427124;2.533796497;4.995223621
20200430;El Quisco;R05;2.386741931;2.512230424;4.898972355
20200501;El Quisco;R05;2.222029237;2.225792445;4.447821682
20200502;El Quisco;R05;2.27485888;2.289766971;4.56462585
20200503;El Quisco;R05;2.164423216;2.161238964;4.32566218
20200504;El Quisco;R05;2.682298451;2.679548415;5.361846866
20200505;El Quisco;R05;2.616442322;2.766825879;5.383268201
20200506;El Quisco;R05;2.520625271;2.686785352;5.207410624
20200507;El Quisco;R05;1.871182516;1.955130989;3.826313504
20200508;El Quisco;R05;2.5935736;2.630771458;5.224345057
20200509;El Quisco;R05;2.464321899;2.422492401;4.8868143
20200510;El Quisco;R05;2.366333768;2.378057606;4.744391374
20200511;El Quisco;R05;2.484440585;2.516283109;5.000723694
20200512;El Quisco;R05;2.42495296;2.413229121;4.838182081
20200513;El Quisco;R05;2.520625271;2.537849182;5.058474454
20200514;El Quisco;R05;2.571718049;2.614994934;5.186712983
20200515;El Quisco;R05;2.595744681;2.675206253;5.270950934
20200516;El Quisco;R05;2.462874512;2.377478651;4.840353163
20200517;El Quisco;R05;2.211029092;2.182805037;4.393834129
;;;;;
20200228;El Tabo;R05;7.928905207;9.945927904;17.87483311
20200229;El Tabo;R05;9.745660881;12.15871162;21.9043725
20200301;El Tabo;R05;7.256508678;10.0338785;17.29038718
20200302;El Tabo;R05;4.582943925;6.769859813;11.35280374
20200303;El Tabo;R05;4.127670227;5.830607477;9.958277704
20200304;El Tabo;R05;3.934245661;5.332276368;9.266522029
20200305;El Tabo;R05;3.91805741;5.71929239;9.6373498
20200306;El Tabo;R05;4.451935915;6.282376502;10.73431242
20200307;El Tabo;R05;5.992823765;8.083277704;14.07610147
20200308;El Tabo;R05;5.167723632;7.32993992;12.49766355
20200309;El Tabo;R05;3.384846462;5.112316422;8.497162884
20200310;El Tabo;R05;3.29305741;5.079272363;8.372329773
20200311;El Tabo;R05;3.649198932;4.810246996;8.459445928
20200312;El Tabo;R05;4.306575434;5.440086782;9.746662216
20200313;El Tabo;R05;4.501335113;5.940921228;10.44225634
20200314;El Tabo;R05;6.450100134;7.87900534;14.32910547
20200315;El Tabo;R05;5.954105474;7.611648865;13.56575434
20200316;El Tabo;R05;3.624833111;5.082777036;8.707610147
20200317;El Tabo;R05;3.419726302;4.681074766;8.100801068
20200318;El Tabo;R05;3.513518024;4.695427236;8.20894526
20200319;El Tabo;R05;3.51018024;4.45694259;7.96712283
20200320;El Tabo;R05;3.391855808;4.540720961;7.932576769
20200321;El Tabo;R05;3.078938585;4.046562083;7.125500668
20200322;El Tabo;R05;2.66605474;3.39753004;6.06358478
20200323;El Tabo;R05;2.875333778;3.675567423;6.550901202
20200324;El Tabo;R05;2.716288385;3.703938585;6.420226969
20200325;El Tabo;R05;3.036715621;5.167222964;8.203938585
20200326;El Tabo;R05;2.797396529;3.809078772;6.6064753
20200327;El Tabo;R05;2.956275033;3.805073431;6.761348465
20200328;El Tabo;R05;2.64753004;3.541722296;6.189252336
20200329;El Tabo;R05;2.585280374;3.199599466;5.78487984
20200330;El Tabo;R05;2.837783712;3.6435247;6.481308411
20200331;El Tabo;R05;2.907042724;3.90570761;6.812750334
20200401;El Tabo;R05;2.841955941;3.80740988;6.649365821
20200402;El Tabo;R05;2.693090788;3.634846462;6.32793725
20200403;El Tabo;R05;2.916388518;3.773197597;6.689586115
20200404;El Tabo;R05;2.701268358;3.793224299;6.494492657
20200405;El Tabo;R05;2.467957276;3.182743658;5.650700935
20200406;El Tabo;R05;2.808744993;3.78688251;6.595627503
20200407;El Tabo;R05;2.843624833;3.776201602;6.619826435
20200408;El Tabo;R05;2.766188251;3.560080107;6.326268358
20200409;El Tabo;R05;2.799065421;3.744659546;6.543724967
20200410;El Tabo;R05;2.371161549;2.960113485;5.331275033
20200411;El Tabo;R05;2.453938585;3.212283044;5.666221629
20200412;El Tabo;R05;2.384012016;2.995493992;5.379506008
20200413;El Tabo;R05;2.837616822;3.747162884;6.584779706
20200414;El Tabo;R05;2.756508678;3.741488652;6.49799733
20200415;El Tabo;R05;2.811748999;3.53287717;6.344626168
20200416;El Tabo;R05;2.736648865;3.454272363;6.190921228
20200417;El Tabo;R05;2.802736983;3.800567423;6.603304406
20200418;El Tabo;R05;2.648197597;3.433411215;6.081608812
20200419;El Tabo;R05;2.451101469;3.134012016;5.585113485
20200420;El Tabo;R05;2.755006676;3.677069426;6.432076101
20200421;El Tabo;R05;2.884012016;3.631341789;6.515353805
20200422;El Tabo;R05;2.960947931;3.627336449;6.588284379
20200423;El Tabo;R05;2.969459279;3.782209613;6.751668892
20200424;El Tabo;R05;3.003838451;3.909045394;6.912883845
20200425;El Tabo;R05;2.845794393;3.740987984;6.586782377
20200426;El Tabo;R05;2.59012016;3.282543391;5.872663551
20200427;El Tabo;R05;2.926401869;3.80323765;6.729639519
20200428;El Tabo;R05;2.943424566;3.850967957;6.794392523
20200430;El Tabo;R05;2.865987984;3.676902537;6.542890521
20200501;El Tabo;R05;2.568424566;3.099465955;5.667890521
20200502;El Tabo;R05;2.638684913;3.451435247;6.09012016
20200503;El Tabo;R05;2.369158879;3.176735648;5.545894526
20200504;El Tabo;R05;2.849799733;3.85864486;6.708444593
20200505;El Tabo;R05;3.092623498;3.951769025;7.044392523
20200506;El Tabo;R05;3.002503338;3.83811749;6.840620828
20200507;El Tabo;R05;2.290053405;2.954606142;5.244659546
20200508;El Tabo;R05;3.134178905;3.983311081;7.117489987
20200509;El Tabo;R05;2.923564753;3.759679573;6.683244326
20200510;El Tabo;R05;2.76034713;3.453271028;6.213618158
20200511;El Tabo;R05;2.875;3.720794393;6.595794393
20200512;El Tabo;R05;2.850967957;3.755340454;6.606308411
20200513;El Tabo;R05;3.10246996;3.906208278;7.008678238
20200514;El Tabo;R05;3.015854473;3.972797063;6.988651535
20200515;El Tabo;R05;3.079773031;4.053571429;7.133344459
20200516;El Tabo;R05;2.723631509;3.417890521;6.141522029
20200517;El Tabo;R05;2.537883845;3.160547397;5.698431242
;;;;;
20200228;Empedrado;R07;1.405122235;6.223515716;7.628637951
20200229;Empedrado;R07;0.942956927;5.324796275;6.267753201
20200301;Empedrado;R07;0.840512224;4.688009313;5.528521537
20200302;Empedrado;R07;0.90919674;4.349243306;5.258440047
20200303;Empedrado;R07;0.969732247;4.430733411;5.400465658
20200304;Empedrado;R07;0.846332945;4.047729919;4.894062864
20200305;Empedrado;R07;0.887077998;4.307334109;5.194412107
20200306;Empedrado;R07;0.994179278;4.726426077;5.720605355
20200307;Empedrado;R07;0.878928987;4.463329453;5.34225844
20200308;Empedrado;R07;0.741559953;5.010477299;5.752037253
20200309;Empedrado;R07;0.883585565;4.114086147;4.997671711
20200310;Empedrado;R07;0.948777648;4.303841676;5.252619325
20200311;Empedrado;R07;0.960419092;4.474970896;5.435389988
20200312;Empedrado;R07;0.953434226;4.444703143;5.398137369
20200313;Empedrado;R07;1.066356228;5.634458673;6.700814901
20200314;Empedrado;R07;0.827706636;4.731082654;5.55878929
20200315;Empedrado;R07;0.81024447;4.153667055;4.963911525
20200316;Empedrado;R07;0.844004657;4.472642608;5.316647264
20200317;Empedrado;R07;0.897555297;4.412107101;5.309662398
20200318;Empedrado;R07;0.811408615;4.391152503;5.202561118
20200319;Empedrado;R07;0.925494761;4.321303842;5.246798603
20200320;Empedrado;R07;0.894062864;4.5774156;5.471478463
20200321;Empedrado;R07;0.840512224;4.179278231;5.019790454
20200322;Empedrado;R07;0.746216531;3.752037253;4.498253783
20200323;Empedrado;R07;0.809080326;4.314318976;5.123399302
20200324;Empedrado;R07;0.740395809;4.437718277;5.178114086
20200325;Empedrado;R07;0.830034924;4.221187427;5.051222352
20200326;Empedrado;R07;0.834691502;4.493597206;5.328288708
20200327;Empedrado;R07;0.953434226;4.239813737;5.193247963
20200328;Empedrado;R07;0.750873108;3.972060536;4.722933644
20200329;Empedrado;R07;0.779976717;3.769499418;4.549476135
20200330;Empedrado;R07;0.849825378;4.153667055;5.003492433
20200331;Empedrado;R07;0.860302678;4.275902212;5.136204889
20200401;Empedrado;R07;0.962747381;4.292200233;5.254947614
20200402;Empedrado;R07;0.812572759;4.306169965;5.118742724
20200403;Empedrado;R07;0.823050058;4.393480792;5.21653085
20200404;Empedrado;R07;0.895227008;4.309662398;5.204889406
20200405;Empedrado;R07;0.854481956;4.151338766;5.005820722
20200406;Empedrado;R07;0.870779977;4.55878929;5.429569267
20200407;Empedrado;R07;0.854481956;5.115250291;5.969732247
20200408;Empedrado;R07;0.869615832;4.480791618;5.350407451
20200409;Empedrado;R07;0.877764843;4.371362049;5.249126892
20200410;Empedrado;R07;0.607683353;3.367869616;3.975552969
20200411;Empedrado;R07;0.759022119;3.420256112;4.179278231
20200412;Empedrado;R07;0.715948778;3.734575087;4.450523865
20200413;Empedrado;R07;0.908032596;4.293364377;5.201396973
20200414;Empedrado;R07;0.935972061;4.218859139;5.154831199
20200415;Empedrado;R07;0.977881257;4.647264261;5.625145518
20200416;Empedrado;R07;0.853317811;4.727590221;5.580908033
20200417;Empedrado;R07;0.841676368;4.492433062;5.33410943
20200418;Empedrado;R07;0.8556461;4.137369034;4.993015134
20200419;Empedrado;R07;0.784633295;4.166472643;4.951105937
20200420;Empedrado;R07;0.90919674;4.580908033;5.490104773
20200421;Empedrado;R07;1.011641444;4.81024447;5.821885914
20200422;Empedrado;R07;0.934807916;4.868451688;5.803259604
20200423;Empedrado;R07;1.033760186;4.806752037;5.840512224
20200424;Empedrado;R07;0.839348079;4.244470314;5.083818393
20200425;Empedrado;R07;0.876600698;4.456344587;5.332945285
20200426;Empedrado;R07;0.830034924;3.868451688;4.698486612
20200427;Empedrado;R07;0.905704307;3.965075669;4.870779977
20200428;Empedrado;R07;0.947613504;4.388824214;5.336437718
20200430;Empedrado;R07;1.458672875;4.071012806;5.529685681
20200501;Empedrado;R07;0.83701979;4.124563446;4.961583236
20200502;Empedrado;R07;0.798603027;4.286379511;5.084982538
20200503;Empedrado;R07;0.731082654;3.891734575;4.622817229
20200504;Empedrado;R07;0.890570431;4.547147846;5.437718277
20200505;Empedrado;R07;0.800931315;3.75669383;4.557625146
20200506;Empedrado;R07;1.037252619;4.75669383;5.793946449
20200507;Empedrado;R07;0.67636787;3.962747381;4.63911525
20200508;Empedrado;R07;0.902211874;5.17112922;6.073341094
20200509;Empedrado;R07;0.850989523;4.479627474;5.330616997
20200510;Empedrado;R07;0.875436554;3.800931315;4.67636787
20200511;Empedrado;R07;0.972060536;4.416763679;5.388824214
20200512;Empedrado;R07;1.037252619;4.661233993;5.698486612
20200513;Empedrado;R07;1.038416764;5.059371362;6.097788126
20200514;Empedrado;R07;0.911525029;4.989522701;5.90104773
20200515;Empedrado;R07;0.928987194;4.718277066;5.647264261
20200516;Empedrado;R07;0.918509895;4.337601863;5.256111758
20200517;Empedrado;R07;0.789289872;3.935972061;4.725261932
;;;;;
20200228;Ercilla;R09;0.828317711;12.18253577;13.01085348
20200229;Ercilla;R09;0.727676369;11.5328071;12.26048347
20200301;Ercilla;R09;0.692649235;10.18056241;10.87321164
20200302;Ercilla;R09;0.83226443;11.15786877;11.9901332
20200303;Ercilla;R09;0.805130735;10.21805624;11.02318698
20200304;Ercilla;R09;0.809570794;9.996546621;10.80611741
20200305;Ercilla;R09;0.812530834;9.927479033;10.74000987
20200306;Ercilla;R09;0.810557474;10.66699556;11.47755303
20200307;Ercilla;R09;0.811544154;9.306364085;10.11790824
20200308;Ercilla;R09;1.184509127;8.905278737;10.08978786
20200309;Ercilla;R09;0.802664036;9.535273804;10.33793784
20200310;Ercilla;R09;0.792797237;9.436605821;10.22940306
20200311;Ercilla;R09;1.246176616;9.714356191;10.96053281
20200312;Ercilla;R09;1.160828811;10.04736063;11.20818944
20200313;Ercilla;R09;0.899851998;10.51800691;11.4178589
20200314;Ercilla;R09;0.683769117;8.393685249;9.077454366
20200315;Ercilla;R09;0.656635422;7.344844598;8.00148002
20200316;Ercilla;R09;0.814010853;9.060187469;9.874198323
20200317;Ercilla;R09;0.883078441;8.489393192;9.372471633
20200318;Ercilla;R09;0.812037494;8.244203256;9.05624075
20200319;Ercilla;R09;0.698075974;7.474099655;8.172175629
20200320;Ercilla;R09;0.624568328;7.244203256;7.868771584
20200321;Ercilla;R09;0.575234336;5.630488407;6.205722743
20200322;Ercilla;R09;0.531820424;4.27923039;4.811050814
20200323;Ercilla;R09;0.638381845;5.512580168;6.150962013
20200324;Ercilla;R09;0.622101628;5.417858905;6.039960533
20200325;Ercilla;R09;0.657622102;5.581154415;6.238776517
20200326;Ercilla;R09;0.592007893;5.590527874;6.182535767
20200327;Ercilla;R09;0.714849531;5.807597435;6.522446966
20200328;Ercilla;R09;0.787370498;4.413912185;5.201282684
20200329;Ercilla;R09;0.520966946;3.028120375;3.549087321
20200330;Ercilla;R09;0.616181549;5.027133695;5.643315244
20200331;Ercilla;R09;0.617168229;5.226936359;5.844104588
20200401;Ercilla;R09;0.639368525;5.032067094;5.671435619
20200402;Ercilla;R09;0.604834731;5.099161322;5.703996053
20200403;Ercilla;R09;0.619634928;5.319684262;5.939319191
20200404;Ercilla;R09;0.582634435;4.251110015;4.83374445
20200405;Ercilla;R09;0.489886532;3.217069561;3.706956093
20200406;Ercilla;R09;0.617661569;5.025653675;5.643315244
20200407;Ercilla;R09;0.620128268;5.342377898;5.962506167
20200408;Ercilla;R09;0.60878145;5.364578194;5.973359645
20200409;Ercilla;R09;0.640355205;5.244203256;5.884558461
20200410;Ercilla;R09;0.490873212;2.876665022;3.367538234
20200411;Ercilla;R09;0.527380365;2.961519487;3.488899852
20200412;Ercilla;R09;0.517020227;3.010360138;3.527380365
20200413;Ercilla;R09;0.663542181;5.16526887;5.828811051
20200414;Ercilla;R09;0.687222496;5.537247163;6.22446966
20200415;Ercilla;R09;0.83177109;5.765170202;6.596941293
20200416;Ercilla;R09;0.732609768;5.385298471;6.117908239
20200417;Ercilla;R09;0.750370005;5.770103601;6.520473606
20200418;Ercilla;R09;0.648248643;4.028613715;4.676862358
20200419;Ercilla;R09;0.547113962;3.392698569;3.939812531
20200420;Ercilla;R09;0.649728663;5.49925999;6.148988653
20200421;Ercilla;R09;0.671435619;5.817957573;6.489393192
20200422;Ercilla;R09;0.78046374;6.044893932;6.825357671
20200423;Ercilla;R09;0.843611248;5.482979773;6.326591021
20200424;Ercilla;R09;0.847064628;5.350764677;6.197829304
20200425;Ercilla;R09;0.746916626;4.074987667;4.821904292
20200426;Ercilla;R09;0.630488407;3.312777504;3.94326591
20200427;Ercilla;R09;0.795263937;5.252096695;6.047360631
20200428;Ercilla;R09;0.801677356;5.473112975;6.274790331
20200430;Ercilla;R09;0.741489887;5.686235816;6.427725703
20200501;Ercilla;R09;0.598914652;3.226443019;3.825357671
20200502;Ercilla;R09;0.643808584;3.16872225;3.812530834
20200503;Ercilla;R09;0.597434632;3.043907252;3.641341885
20200504;Ercilla;R09;0.712876172;4.595461273;5.308337444
20200505;Ercilla;R09;0.692649235;5.380365072;6.073014307
20200506;Ercilla;R09;0.658115442;5.55550074;6.213616182
20200507;Ercilla;R09;0.533300444;3.864824864;4.398125308
20200508;Ercilla;R09;0.809077454;5.876171682;6.685249137
20200509;Ercilla;R09;0.727183029;4.5574741;5.284657129
20200510;Ercilla;R09;0.642328564;3.319190923;3.961519487
20200511;Ercilla;R09;0.728663049;5.305870745;6.034533794
20200512;Ercilla;R09;0.761716823;5.577701036;6.339417859
20200513;Ercilla;R09;0.747409965;5.780957079;6.528367045
20200514;Ercilla;R09;0.847064628;5.903305377;6.750370005
20200515;Ercilla;R09;1.003453379;6.459792797;7.463246177
20200516;Ercilla;R09;0.771090281;4.876665022;5.647755303
20200517;Ercilla;R09;0.652195363;4.106561421;4.758756783
;;;;;
20200228;Estación Central;R13;5.838048932;12.59532923;18.43337816
20200229;Estación Central;R13;5.246987017;10.39559303;15.64258004
20200301;Estación Central;R13;4.402369006;7.96997362;12.37234263
20200302;Estación Central;R13;5.725391817;12.24145244;17.96684426
20200303;Estación Central;R13;5.496560286;12.13443335;17.63099364
20200304;Estación Central;R13;5.451171572;12.1800031;17.63117468
20200305;Estación Central;R13;5.504500078;12.30773806;17.81223814
20200306;Estación Central;R13;6.040138623;12.98988776;19.03002638
20200307;Estación Central;R13;4.790255004;9.928774634;14.71902964
20200308;Estación Central;R13;3.826436663;7.52211245;11.34854911
20200309;Estación Central;R13;5.662571768;12.24621114;17.90878291
20200310;Estación Central;R13;5.49495681;12.32348834;17.81844515
20200311;Estación Central;R13;5.42101588;11.82959189;17.25060777
20200312;Estación Central;R13;5.944007655;12.12455387;18.06856153
20200313;Estación Central;R13;6.078182382;12.48947396;18.56765634
20200314;Estación Central;R13;4.944033518;9.489215331;14.43324885
20200315;Estación Central;R13;4.111648477;7.10807945;11.21972793
20200316;Estación Central;R13;5.271220193;10.7647287;16.0359489
20200317;Estación Central;R13;4.60911395;9.244788703;13.85390265
20200318;Estación Central;R13;4.410282936;8.72994362;13.14022656
20200319;Estación Central;R13;3.939197228;7.763383851;11.70258108
20200320;Estación Central;R13;3.83504888;7.662157968;11.49720685
20200321;Estación Central;R13;2.92122278;5.167614959;8.088837739
20200322;Estación Central;R13;2.590648115;3.85716133;6.447809445
20200323;Estación Central;R13;3.337997207;6.324315936;9.662313143
20200324;Estación Central;R13;3.319919309;6.133010914;9.452930223
20200325;Estación Central;R13;3.425722857;6.296436145;9.722159003
20200326;Estación Central;R13;3.610484664;6.753194021;10.36367868
20200327;Estación Central;R13;3.523095226;5.841798997;9.364894222
20200328;Estación Central;R13;2.918843428;4.386282522;7.30512595
20200329;Estación Central;R13;2.609682926;3.538793772;6.148476698
20200330;Estación Central;R13;3.492008483;5.91762789;9.409636373
20200331;Estación Central;R13;3.701339678;6.213727823;9.915067501
20200401;Estación Central;R13;3.595820618;6.165545958;9.761366575
20200402;Estación Central;R13;3.451145709;5.944214555;9.395360265
20200403;Estación Central;R13;3.642166244;6.334091967;9.976258211
20200404;Estación Central;R13;3.121114157;4.780582424;7.901696581
20200405;Estación Central;R13;2.670563286;3.798401697;6.468964982
20200406;Estación Central;R13;3.528552216;6.064009724;9.592561941
