,Fecha,Origen,Destino,Viajes
39738,2020-04-05,Las Condes,Lo Espejo,52
39739,2020-04-05,Las Condes,Lo Prado,319
39740,2020-04-05,Las Condes,Macul,114
39741,2020-04-05,Las Condes,Maipu,232
39742,2020-04-05,Las Condes,Nunoa,290
39743,2020-04-05,Las Condes,Pedro Aguirre Cerda,82
39744,2020-04-05,Las Condes,Penalolen,233
39745,2020-04-05,Las Condes,Providencia,413
39746,2020-04-05,Las Condes,Pudahuel,157
39747,2020-04-05,Las Condes,Puente Alto,469
39748,2020-04-05,Las Condes,Quilicura,72
39749,2020-04-05,Las Condes,Quinta Normal,118
39750,2020-04-05,Las Condes,Recoleta,167
39751,2020-04-05,Las Condes,Renca,30
39752,2020-04-05,Las Condes,San Bernardo,77
39753,2020-04-05,Las Condes,San Joaquin,50
39754,2020-04-05,Las Condes,San Miguel,126
39755,2020-04-05,Las Condes,San Ramon,81
39756,2020-04-05,Las Condes,Santiago,1130
39757,2020-04-05,Las Condes,Vitacura,74
39758,2020-04-05,Lo Barnechea,Cerrillos,2
39759,2020-04-05,Lo Barnechea,Cerro Navia,18
39760,2020-04-05,Lo Barnechea,Conchali,6
39761,2020-04-05,Lo Barnechea,El Bosque,4
39762,2020-04-05,Lo Barnechea,Estacion Central,28
39763,2020-04-05,Lo Barnechea,Huechuraba,15
39764,2020-04-05,Lo Barnechea,Independencia,26
39765,2020-04-05,Lo Barnechea,La Cisterna,18
39766,2020-04-05,Lo Barnechea,La Florida,39
39767,2020-04-05,Lo Barnechea,La Granja,6
39768,2020-04-05,Lo Barnechea,La Pintana,5
39769,2020-04-05,Lo Barnechea,La Reina,7
39770,2020-04-05,Lo Barnechea,Las Condes,164
39771,2020-04-05,Lo Barnechea,Lo Barnechea,184
39772,2020-04-05,Lo Barnechea,Lo Espejo,4
39773,2020-04-05,Lo Barnechea,Lo Prado,38
39774,2020-04-05,Lo Barnechea,Macul,17
39775,2020-04-05,Lo Barnechea,Maipu,14
39776,2020-04-05,Lo Barnechea,Nunoa,25
39777,2020-04-05,Lo Barnechea,Pedro Aguirre Cerda,10
39778,2020-04-05,Lo Barnechea,Penalolen,34
39779,2020-04-05,Lo Barnechea,Providencia,74
39780,2020-04-05,Lo Barnechea,Pudahuel,24
39781,2020-04-05,Lo Barnechea,Puente Alto,27
39782,2020-04-05,Lo Barnechea,Quilicura,14
39783,2020-04-05,Lo Barnechea,Quinta Normal,23
39784,2020-04-05,Lo Barnechea,Recoleta,35
39785,2020-04-05,Lo Barnechea,Renca,11
39786,2020-04-05,Lo Barnechea,San Bernardo,13
39787,2020-04-05,Lo Barnechea,San Joaquin,4
39788,2020-04-05,Lo Barnechea,San Miguel,19
39789,2020-04-05,Lo Barnechea,San Ramon,12
39790,2020-04-05,Lo Barnechea,Santiago,147
39791,2020-04-05,Lo Barnechea,Vitacura,64
39792,2020-04-05,Lo Espejo,Cerrillos,73
39793,2020-04-05,Lo Espejo,Cerro Navia,15
39794,2020-04-05,Lo Espejo,Conchali,7
39795,2020-04-05,Lo Espejo,El Bosque,94
39796,2020-04-05,Lo Espejo,Estacion Central,255
39797,2020-04-05,Lo Espejo,Huechuraba,3
39798,2020-04-05,Lo Espejo,Independencia,8
39799,2020-04-05,Lo Espejo,La Cisterna,389
39800,2020-04-05,Lo Espejo,La Florida,64
39801,2020-04-05,Lo Espejo,La Granja,15
39802,2020-04-05,Lo Espejo,La Pintana,10
39803,2020-04-05,Lo Espejo,La Reina,9
39804,2020-04-05,Lo Espejo,Las Condes,59
39805,2020-04-05,Lo Espejo,Lo Barnechea,2
39806,2020-04-05,Lo Espejo,Lo Espejo,429
39807,2020-04-05,Lo Espejo,Lo Prado,15
39808,2020-04-05,Lo Espejo,Macul,8
39809,2020-04-05,Lo Espejo,Maipu,126
39810,2020-04-05,Lo Espejo,Nunoa,38
39811,2020-04-05,Lo Espejo,Pedro Aguirre Cerda,282
39812,2020-04-05,Lo Espejo,Penalolen,16
39813,2020-04-05,Lo Espejo,Providencia,56
39814,2020-04-05,Lo Espejo,Pudahuel,21
39815,2020-04-05,Lo Espejo,Puente Alto,36
39816,2020-04-05,Lo Espejo,Quilicura,11
39817,2020-04-05,Lo Espejo,Quinta Normal,20
39818,2020-04-05,Lo Espejo,Recoleta,50
39819,2020-04-05,Lo Espejo,Renca,12
39820,2020-04-05,Lo Espejo,San Bernardo,225
39821,2020-04-05,Lo Espejo,San Joaquin,25
39822,2020-04-05,Lo Espejo,San Miguel,104
39823,2020-04-05,Lo Espejo,San Ramon,50
39824,2020-04-05,Lo Espejo,Santiago,252
39825,2020-04-05,Lo Espejo,Vitacura,10
39826,2020-04-05,Lo Prado,Cerrillos,35
39827,2020-04-05,Lo Prado,Cerro Navia,333
39828,2020-04-05,Lo Prado,Conchali,60
39829,2020-04-05,Lo Prado,El Bosque,21
39830,2020-04-05,Lo Prado,Estacion Central,737
39831,2020-04-05,Lo Prado,Huechuraba,5
39832,2020-04-05,Lo Prado,Independencia,85
39833,2020-04-05,Lo Prado,La Cisterna,112
39834,2020-04-05,Lo Prado,La Florida,142
39835,2020-04-05,Lo Prado,La Granja,5
39836,2020-04-05,Lo Prado,La Pintana,6
39837,2020-04-05,Lo Prado,La Reina,57
39838,2020-04-05,Lo Prado,Las Condes,297
39839,2020-04-05,Lo Prado,Lo Barnechea,26
39840,2020-04-05,Lo Prado,Lo Espejo,14
39841,2020-04-05,Lo Prado,Lo Prado,833
39842,2020-04-05,Lo Prado,Macul,21
39843,2020-04-05,Lo Prado,Maipu,684
39844,2020-04-05,Lo Prado,Nunoa,181
39845,2020-04-05,Lo Prado,Pedro Aguirre Cerda,38
39846,2020-04-05,Lo Prado,Penalolen,65
39847,2020-04-05,Lo Prado,Providencia,312
39848,2020-04-05,Lo Prado,Pudahuel,852
39849,2020-04-05,Lo Prado,Puente Alto,98
39850,2020-04-05,Lo Prado,Quilicura,65
39851,2020-04-05,Lo Prado,Quinta Normal,271
39852,2020-04-05,Lo Prado,Recoleta,281
39853,2020-04-05,Lo Prado,Renca,74
39854,2020-04-05,Lo Prado,San Bernardo,53
39855,2020-04-05,Lo Prado,San Joaquin,25
39856,2020-04-05,Lo Prado,San Miguel,96
39857,2020-04-05,Lo Prado,San Ramon,45
39858,2020-04-05,Lo Prado,Santiago,947
39859,2020-04-05,Lo Prado,Vitacura,33
39860,2020-04-05,Macul,Cerrillos,9
39861,2020-04-05,Macul,Cerro Navia,11
39862,2020-04-05,Macul,Conchali,9
39863,2020-04-05,Macul,El Bosque,6
39864,2020-04-05,Macul,Estacion Central,62
39865,2020-04-05,Macul,Huechuraba,8
39866,2020-04-05,Macul,Independencia,32
39867,2020-04-05,Macul,La Cisterna,35
39868,2020-04-05,Macul,La Florida,295
39869,2020-04-05,Macul,La Granja,10
39870,2020-04-05,Macul,La Pintana,6
39871,2020-04-05,Macul,La Reina,33
39872,2020-04-05,Macul,Las Condes,95
39873,2020-04-05,Macul,Lo Barnechea,6
39874,2020-04-05,Macul,Lo Espejo,11
39875,2020-04-05,Macul,Lo Prado,40
39876,2020-04-05,Macul,Macul,461
39877,2020-04-05,Macul,Maipu,26
39878,2020-04-05,Macul,Nunoa,247
39879,2020-04-05,Macul,Pedro Aguirre Cerda,39
39880,2020-04-05,Macul,Penalolen,187
39881,2020-04-05,Macul,Providencia,151
39882,2020-04-05,Macul,Pudahuel,34
39883,2020-04-05,Macul,Puente Alto,164
39884,2020-04-05,Macul,Quilicura,15
39885,2020-04-05,Macul,Quinta Normal,30
39886,2020-04-05,Macul,Recoleta,63
39887,2020-04-05,Macul,Renca,6
39888,2020-04-05,Macul,San Bernardo,4
39889,2020-04-05,Macul,San Joaquin,138
39890,2020-04-05,Macul,San Miguel,58
39891,2020-04-05,Macul,San Ramon,31
39892,2020-04-05,Macul,Santiago,266
39893,2020-04-05,Macul,Vitacura,23
39894,2020-04-05,Maipu,Cerrillos,669
39895,2020-04-05,Maipu,Cerro Navia,165
39896,2020-04-05,Maipu,Conchali,51
39897,2020-04-05,Maipu,El Bosque,16
39898,2020-04-05,Maipu,Estacion Central,1248
39899,2020-04-05,Maipu,Huechuraba,13
39900,2020-04-05,Maipu,Independencia,86
39901,2020-04-05,Maipu,La Cisterna,127
39902,2020-04-05,Maipu,La Florida,103
39903,2020-04-05,Maipu,La Granja,9
39904,2020-04-05,Maipu,La Pintana,11
39905,2020-04-05,Maipu,La Reina,66
39906,2020-04-05,Maipu,Las Condes,258
39907,2020-04-05,Maipu,Lo Barnechea,16
39908,2020-04-05,Maipu,Lo Espejo,115
39909,2020-04-05,Maipu,Lo Prado,295
39910,2020-04-05,Maipu,Macul,26
39911,2020-04-05,Maipu,Maipu,5275
39912,2020-04-05,Maipu,Nunoa,165
39913,2020-04-05,Maipu,Pedro Aguirre Cerda,99
39914,2020-04-05,Maipu,Penalolen,37
39915,2020-04-05,Maipu,Providencia,299
39916,2020-04-05,Maipu,Pudahuel,282
39917,2020-04-05,Maipu,Puente Alto,54
39918,2020-04-05,Maipu,Quilicura,84
39919,2020-04-05,Maipu,Quinta Normal,91
39920,2020-04-05,Maipu,Recoleta,164
39921,2020-04-05,Maipu,Renca,67
39922,2020-04-05,Maipu,San Bernardo,71
39923,2020-04-05,Maipu,San Joaquin,33
39924,2020-04-05,Maipu,San Miguel,63
39925,2020-04-05,Maipu,San Ramon,28
39926,2020-04-05,Maipu,Santiago,761
39927,2020-04-05,Maipu,Vitacura,55
39928,2020-04-05,Nunoa,Cerrillos,56
39929,2020-04-05,Nunoa,Cerro Navia,81
39930,2020-04-05,Nunoa,Conchali,72
39931,2020-04-05,Nunoa,El Bosque,25
39932,2020-04-05,Nunoa,Estacion Central,225
39933,2020-04-05,Nunoa,Huechuraba,16
39934,2020-04-05,Nunoa,Independencia,160
39935,2020-04-05,Nunoa,La Cisterna,153
39936,2020-04-05,Nunoa,La Florida,403
39937,2020-04-05,Nunoa,La Granja,22
39938,2020-04-05,Nunoa,La Pintana,19
39939,2020-04-05,Nunoa,La Reina,213
39940,2020-04-05,Nunoa,Las Condes,241
39941,2020-04-05,Nunoa,Lo Barnechea,11
39942,2020-04-05,Nunoa,Lo Espejo,24
39943,2020-04-05,Nunoa,Lo Prado,182
39944,2020-04-05,Nunoa,Macul,290
39945,2020-04-05,Nunoa,Maipu,123
39946,2020-04-05,Nunoa,Nunoa,1173
39947,2020-04-05,Nunoa,Pedro Aguirre Cerda,61
39948,2020-04-05,Nunoa,Penalolen,718
39949,2020-04-05,Nunoa,Providencia,405
39950,2020-04-05,Nunoa,Pudahuel,94
39951,2020-04-05,Nunoa,Puente Alto,300
39952,2020-04-05,Nunoa,Quilicura,81
39953,2020-04-05,Nunoa,Quinta Normal,88
39954,2020-04-05,Nunoa,Recoleta,187
39955,2020-04-05,Nunoa,Renca,27
39956,2020-04-05,Nunoa,San Bernardo,47
39957,2020-04-05,Nunoa,San Joaquin,49
39958,2020-04-05,Nunoa,San Miguel,159
39959,2020-04-05,Nunoa,San Ramon,57
39960,2020-04-05,Nunoa,Santiago,1250
39961,2020-04-05,Nunoa,Vitacura,22
39962,2020-04-05,Pedro Aguirre Cerda,Cerrillos,96
39963,2020-04-05,Pedro Aguirre Cerda,Cerro Navia,16
39964,2020-04-05,Pedro Aguirre Cerda,Conchali,16
39965,2020-04-05,Pedro Aguirre Cerda,El Bosque,87
39966,2020-04-05,Pedro Aguirre Cerda,Estacion Central,281
39967,2020-04-05,Pedro Aguirre Cerda,Huechuraba,4
39968,2020-04-05,Pedro Aguirre Cerda,Independencia,20
39969,2020-04-05,Pedro Aguirre Cerda,La Cisterna,100
39970,2020-04-05,Pedro Aguirre Cerda,La Florida,70
39971,2020-04-05,Pedro Aguirre Cerda,La Granja,2
39972,2020-04-05,Pedro Aguirre Cerda,La Pintana,13
39973,2020-04-05,Pedro Aguirre Cerda,La Reina,19
39974,2020-04-05,Pedro Aguirre Cerda,Las Condes,91
39975,2020-04-05,Pedro Aguirre Cerda,Lo Barnechea,8
39976,2020-04-05,Pedro Aguirre Cerda,Lo Espejo,293
39977,2020-04-05,Pedro Aguirre Cerda,Lo Prado,21
39978,2020-04-05,Pedro Aguirre Cerda,Macul,17
39979,2020-04-05,Pedro Aguirre Cerda,Maipu,134
39980,2020-04-05,Pedro Aguirre Cerda,Nunoa,97
39981,2020-04-05,Pedro Aguirre Cerda,Pedro Aguirre Cerda,391
39982,2020-04-05,Pedro Aguirre Cerda,Penalolen,25
39983,2020-04-05,Pedro Aguirre Cerda,Providencia,107
39984,2020-04-05,Pedro Aguirre Cerda,Pudahuel,17
39985,2020-04-05,Pedro Aguirre Cerda,Puente Alto,29
39986,2020-04-05,Pedro Aguirre Cerda,Quilicura,19
39987,2020-04-05,Pedro Aguirre Cerda,Quinta Normal,15
39988,2020-04-05,Pedro Aguirre Cerda,Recoleta,68
39989,2020-04-05,Pedro Aguirre Cerda,Renca,7
39990,2020-04-05,Pedro Aguirre Cerda,San Bernardo,213
39991,2020-04-05,Pedro Aguirre Cerda,San Joaquin,18
39992,2020-04-05,Pedro Aguirre Cerda,San Miguel,148
39993,2020-04-05,Pedro Aguirre Cerda,San Ramon,7
39994,2020-04-05,Pedro Aguirre Cerda,Santiago,442
39995,2020-04-05,Pedro Aguirre Cerda,Vitacura,5
39996,2020-04-05,Penalolen,Cerrillos,24
39997,2020-04-05,Penalolen,Cerro Navia,25
39998,2020-04-05,Penalolen,Conchali,43
39999,2020-04-05,Penalolen,El Bosque,28
40000,2020-04-05,Penalolen,Estacion Central,112
40001,2020-04-05,Penalolen,Huechuraba,31
40002,2020-04-05,Penalolen,Independencia,78
40003,2020-04-05,Penalolen,La Cisterna,156
40004,2020-04-05,Penalolen,La Florida,326
40005,2020-04-05,Penalolen,La Granja,15
40006,2020-04-05,Penalolen,La Pintana,12
40007,2020-04-05,Penalolen,La Reina,372
40008,2020-04-05,Penalolen,Las Condes,327
40009,2020-04-05,Penalolen,Lo Barnechea,20
40010,2020-04-05,Penalolen,Lo Espejo,13
40011,2020-04-05,Penalolen,Lo Prado,69
40012,2020-04-05,Penalolen,Macul,360
40013,2020-04-05,Penalolen,Maipu,41
40014,2020-04-05,Penalolen,Nunoa,708
40015,2020-04-05,Penalolen,Pedro Aguirre Cerda,20
40016,2020-04-05,Penalolen,Penalolen,2030
40017,2020-04-05,Penalolen,Providencia,325
40018,2020-04-05,Penalolen,Pudahuel,59
40019,2020-04-05,Penalolen,Puente Alto,397
40020,2020-04-05,Penalolen,Quilicura,30
40021,2020-04-05,Penalolen,Quinta Normal,36
40022,2020-04-05,Penalolen,Recoleta,83
40023,2020-04-05,Penalolen,Renca,9
40024,2020-04-05,Penalolen,San Bernardo,8
40025,2020-04-05,Penalolen,San Joaquin,11
40026,2020-04-05,Penalolen,San Miguel,38
40027,2020-04-05,Penalolen,San Ramon,82
40028,2020-04-05,Penalolen,Santiago,501
40029,2020-04-05,Penalolen,Vitacura,67
40030,2020-04-05,Providencia,Cerrillos,75
40031,2020-04-05,Providencia,Cerro Navia,159
40032,2020-04-05,Providencia,Conchali,90
40033,2020-04-05,Providencia,El Bosque,42
40034,2020-04-05,Providencia,Estacion Central,339
40035,2020-04-05,Providencia,Huechuraba,23
40036,2020-04-05,Providencia,Independencia,179
40037,2020-04-05,Providencia,La Cisterna,222
40038,2020-04-05,Providencia,La Florida,405
40039,2020-04-05,Providencia,La Granja,15
40040,2020-04-05,Providencia,La Pintana,20
40041,2020-04-05,Providencia,La Reina,187
40042,2020-04-05,Providencia,Las Condes,370
40043,2020-04-05,Providencia,Lo Barnechea,37
40044,2020-04-05,Providencia,Lo Espejo,63
40045,2020-04-05,Providencia,Lo Prado,338
40046,2020-04-05,Providencia,Macul,136
40047,2020-04-05,Providencia,Maipu,250
40048,2020-04-05,Providencia,Nunoa,350
40049,2020-04-05,Providencia,Pedro Aguirre Cerda,77
40050,2020-04-05,Providencia,Penalolen,263
40051,2020-04-05,Providencia,Providencia,666
40052,2020-04-05,Providencia,Pudahuel,191
40053,2020-04-05,Providencia,Puente Alto,442
40054,2020-04-05,Providencia,Quilicura,98
40055,2020-04-05,Providencia,Quinta Normal,178
40056,2020-04-05,Providencia,Recoleta,281
40057,2020-04-05,Providencia,Renca,40
40058,2020-04-05,Providencia,San Bernardo,82
40059,2020-04-05,Providencia,San Joaquin,62
40060,2020-04-05,Providencia,San Miguel,182
40061,2020-04-05,Providencia,San Ramon,74
40062,2020-04-05,Providencia,Santiago,1319
40063,2020-04-05,Providencia,Vitacura,56
40064,2020-04-05,Pudahuel,Cerrillos,14
40065,2020-04-05,Pudahuel,Cerro Navia,410
40066,2020-04-05,Pudahuel,Conchali,53
40067,2020-04-05,Pudahuel,El Bosque,17
40068,2020-04-05,Pudahuel,Estacion Central,416
40069,2020-04-05,Pudahuel,Huechuraba,7
40070,2020-04-05,Pudahuel,Independencia,54
40071,2020-04-05,Pudahuel,La Cisterna,109
40072,2020-04-05,Pudahuel,La Florida,139
40073,2020-04-05,Pudahuel,La Granja,2
40074,2020-04-05,Pudahuel,La Pintana,4
40075,2020-04-05,Pudahuel,La Reina,47
40076,2020-04-05,Pudahuel,Las Condes,183
40077,2020-04-05,Pudahuel,Lo Barnechea,18
40078,2020-04-05,Pudahuel,Lo Espejo,18
40079,2020-04-05,Pudahuel,Lo Prado,849
40080,2020-04-05,Pudahuel,Macul,51
40081,2020-04-05,Pudahuel,Maipu,492
40082,2020-04-05,Pudahuel,Nunoa,163
40083,2020-04-05,Pudahuel,Pedro Aguirre Cerda,23
40084,2020-04-05,Pudahuel,Penalolen,58
40085,2020-04-05,Pudahuel,Providencia,202
40086,2020-04-05,Pudahuel,Pudahuel,2018
40087,2020-04-05,Pudahuel,Puente Alto,94
40088,2020-04-05,Pudahuel,Quilicura,49
40089,2020-04-05,Pudahuel,Quinta Normal,328
40090,2020-04-05,Pudahuel,Recoleta,223
40091,2020-04-05,Pudahuel,Renca,76
40092,2020-04-05,Pudahuel,San Bernardo,27
40093,2020-04-05,Pudahuel,San Joaquin,46
40094,2020-04-05,Pudahuel,San Miguel,68
40095,2020-04-05,Pudahuel,San Ramon,23
40096,2020-04-05,Pudahuel,Santiago,954
40097,2020-04-05,Pudahuel,Vitacura,41
40098,2020-04-05,Puente Alto,Cerrillos,38
40099,2020-04-05,Puente Alto,Cerro Navia,21
40100,2020-04-05,Puente Alto,Conchali,60
40101,2020-04-05,Puente Alto,El Bosque,41
40102,2020-04-05,Puente Alto,Estacion Central,185
40103,2020-04-05,Puente Alto,Huechuraba,28
40104,2020-04-05,Puente Alto,Independencia,90
40105,2020-04-05,Puente Alto,La Cisterna,236
40106,2020-04-05,Puente Alto,La Florida,1259
40107,2020-04-05,Puente Alto,La Granja,77
40108,2020-04-05,Puente Alto,La Pintana,94
40109,2020-04-05,Puente Alto,La Reina,337
40110,2020-04-05,Puente Alto,Las Condes,674
40111,2020-04-05,Puente Alto,Lo Barnechea,27
40112,2020-04-05,Puente Alto,Lo Espejo,24
40113,2020-04-05,Puente Alto,Lo Prado,130
40114,2020-04-05,Puente Alto,Macul,250
40115,2020-04-05,Puente Alto,Maipu,62
40116,2020-04-05,Puente Alto,Nunoa,448
40117,2020-04-05,Puente Alto,Pedro Aguirre Cerda,46
40118,2020-04-05,Puente Alto,Penalolen,640
40119,2020-04-05,Puente Alto,Providencia,772
40120,2020-04-05,Puente Alto,Pudahuel,117
40121,2020-04-05,Puente Alto,Puente Alto,4782
40122,2020-04-05,Puente Alto,Quilicura,54
40123,2020-04-05,Puente Alto,Quinta Normal,73
40124,2020-04-05,Puente Alto,Recoleta,181
40125,2020-04-05,Puente Alto,Renca,25
40126,2020-04-05,Puente Alto,San Bernardo,42
40127,2020-04-05,Puente Alto,San Joaquin,105
40128,2020-04-05,Puente Alto,San Miguel,116
40129,2020-04-05,Puente Alto,San Ramon,89
40130,2020-04-05,Puente Alto,Santiago,716
40131,2020-04-05,Puente Alto,Vitacura,71
40132,2020-04-05,Quilicura,Cerrillos,25
40133,2020-04-05,Quilicura,Cerro Navia,19
40134,2020-04-05,Quilicura,Conchali,656
40135,2020-04-05,Quilicura,El Bosque,20
40136,2020-04-05,Quilicura,Estacion Central,189
40137,2020-04-05,Quilicura,Huechuraba,66
40138,2020-04-05,Quilicura,Independencia,368
40139,2020-04-05,Quilicura,La Cisterna,83
40140,2020-04-05,Quilicura,La Florida,77
40141,2020-04-05,Quilicura,La Granja,5
40142,2020-04-05,Quilicura,La Pintana,9
40143,2020-04-05,Quilicura,La Reina,46
40144,2020-04-05,Quilicura,Las Condes,121
40145,2020-04-05,Quilicura,Lo Barnechea,14
40146,2020-04-05,Quilicura,Lo Espejo,15
40147,2020-04-05,Quilicura,Lo Prado,116
40148,2020-04-05,Quilicura,Macul,13
40149,2020-04-05,Quilicura,Maipu,109
40150,2020-04-05,Quilicura,Nunoa,138
40151,2020-04-05,Quilicura,Pedro Aguirre Cerda,15
40152,2020-04-05,Quilicura,Penalolen,55
40153,2020-04-05,Quilicura,Providencia,143
40154,2020-04-05,Quilicura,Pudahuel,100
40155,2020-04-05,Quilicura,Puente Alto,44
40156,2020-04-05,Quilicura,Quilicura,2426
40157,2020-04-05,Quilicura,Quinta Normal,49
40158,2020-04-05,Quilicura,Recoleta,291
40159,2020-04-05,Quilicura,Renca,118
40160,2020-04-05,Quilicura,San Bernardo,15
40161,2020-04-05,Quilicura,San Joaquin,17
40162,2020-04-05,Quilicura,San Miguel,78
40163,2020-04-05,Quilicura,San Ramon,29
40164,2020-04-05,Quilicura,Santiago,865
40165,2020-04-05,Quilicura,Vitacura,37
40166,2020-04-05,Quinta Normal,Cerrillos,16
40167,2020-04-05,Quinta Normal,Cerro Navia,485
40168,2020-04-05,Quinta Normal,Conchali,15
40169,2020-04-05,Quinta Normal,El Bosque,14
40170,2020-04-05,Quinta Normal,Estacion Central,154
40171,2020-04-05,Quinta Normal,Huechuraba,15
40172,2020-04-05,Quinta Normal,Independencia,43
40173,2020-04-05,Quinta Normal,La Cisterna,67
40174,2020-04-05,Quinta Normal,La Florida,94
40175,2020-04-05,Quinta Normal,La Granja,6
40176,2020-04-05,Quinta Normal,La Pintana,5
40177,2020-04-05,Quinta Normal,La Reina,38
40178,2020-04-05,Quinta Normal,Las Condes,160
40179,2020-04-05,Quinta Normal,Lo Barnechea,12
40180,2020-04-05,Quinta Normal,Lo Espejo,8
40181,2020-04-05,Quinta Normal,Lo Prado,247
40182,2020-04-05,Quinta Normal,Macul,31
40183,2020-04-05,Quinta Normal,Maipu,67
40184,2020-04-05,Quinta Normal,Nunoa,150
40185,2020-04-05,Quinta Normal,Pedro Aguirre Cerda,10
40186,2020-04-05,Quinta Normal,Penalolen,41
40187,2020-04-05,Quinta Normal,Providencia,211
40188,2020-04-05,Quinta Normal,Pudahuel,287
40189,2020-04-05,Quinta Normal,Puente Alto,59
40190,2020-04-05,Quinta Normal,Quilicura,32
40191,2020-04-05,Quinta Normal,Quinta Normal,719
40192,2020-04-05,Quinta Normal,Recoleta,131
40193,2020-04-05,Quinta Normal,Renca,84
40194,2020-04-05,Quinta Normal,San Bernardo,25
40195,2020-04-05,Quinta Normal,San Joaquin,16
40196,2020-04-05,Quinta Normal,San Miguel,45
40197,2020-04-05,Quinta Normal,San Ramon,21
40198,2020-04-05,Quinta Normal,Santiago,921
40199,2020-04-05,Quinta Normal,Vitacura,52
40200,2020-04-05,Recoleta,Cerrillos,45
40201,2020-04-05,Recoleta,Cerro Navia,62
40202,2020-04-05,Recoleta,Conchali,499
40203,2020-04-05,Recoleta,El Bosque,17
40204,2020-04-05,Recoleta,Estacion Central,489
40205,2020-04-05,Recoleta,Huechuraba,159
40206,2020-04-05,Recoleta,Independencia,536
40207,2020-04-05,Recoleta,La Cisterna,411
40208,2020-04-05,Recoleta,La Florida,209
40209,2020-04-05,Recoleta,La Granja,18
40210,2020-04-05,Recoleta,La Pintana,13
40211,2020-04-05,Recoleta,La Reina,39
40212,2020-04-05,Recoleta,Las Condes,168
40213,2020-04-05,Recoleta,Lo Barnechea,32
40214,2020-04-05,Recoleta,Lo Espejo,41
40215,2020-04-05,Recoleta,Lo Prado,295
40216,2020-04-05,Recoleta,Macul,59
40217,2020-04-05,Recoleta,Maipu,119
40218,2020-04-05,Recoleta,Nunoa,242
40219,2020-04-05,Recoleta,Pedro Aguirre Cerda,59
40220,2020-04-05,Recoleta,Penalolen,88
40221,2020-04-05,Recoleta,Providencia,265
40222,2020-04-05,Recoleta,Pudahuel,234
40223,2020-04-05,Recoleta,Puente Alto,141
40224,2020-04-05,Recoleta,Quilicura,296
40225,2020-04-05,Recoleta,Quinta Normal,142
40226,2020-04-05,Recoleta,Recoleta,2531
40227,2020-04-05,Recoleta,Renca,67
40228,2020-04-05,Recoleta,San Bernardo,66
40229,2020-04-05,Recoleta,San Joaquin,50
40230,2020-04-05,Recoleta,San Miguel,348
40231,2020-04-05,Recoleta,San Ramon,70
40232,2020-04-05,Recoleta,Santiago,1479
40233,2020-04-05,Recoleta,Vitacura,72
40234,2020-04-05,Renca,Cerrillos,20
40235,2020-04-05,Renca,Cerro Navia,83
40236,2020-04-05,Renca,Conchali,56
40237,2020-04-05,Renca,El Bosque,10
40238,2020-04-05,Renca,Estacion Central,107
40239,2020-04-05,Renca,Huechuraba,23
40240,2020-04-05,Renca,Independencia,166
40241,2020-04-05,Renca,La Cisterna,47
40242,2020-04-05,Renca,La Florida,48
40243,2020-04-05,Renca,La Granja,2
40244,2020-04-05,Renca,La Pintana,2
40245,2020-04-05,Renca,La Reina,10
40246,2020-04-05,Renca,Las Condes,66
40247,2020-04-05,Renca,Lo Barnechea,5
40248,2020-04-05,Renca,Lo Espejo,11
40249,2020-04-05,Renca,Lo Prado,14
40250,2020-04-05,Renca,Macul,8
40251,2020-04-05,Renca,Maipu,81
40252,2020-04-05,Renca,Nunoa,67
40253,2020-04-05,Renca,Pedro Aguirre Cerda,9
40254,2020-04-05,Renca,Penalolen,17
40255,2020-04-05,Renca,Providencia,69
40256,2020-04-05,Renca,Pudahuel,181
40257,2020-04-05,Renca,Puente Alto,35
40258,2020-04-05,Renca,Quilicura,66
40259,2020-04-05,Renca,Quinta Normal,89
40260,2020-04-05,Renca,Recoleta,103
40261,2020-04-05,Renca,Renca,1320
40262,2020-04-05,Renca,San Bernardo,22
40263,2020-04-05,Renca,San Joaquin,6
40264,2020-04-05,Renca,San Miguel,42
40265,2020-04-05,Renca,San Ramon,8
40266,2020-04-05,Renca,Santiago,384
40267,2020-04-05,Renca,Vitacura,39
40268,2020-04-05,San Bernardo,Cerrillos,19
40269,2020-04-05,San Bernardo,Cerro Navia,26
40270,2020-04-05,San Bernardo,Conchali,7
40271,2020-04-05,San Bernardo,El Bosque,246
40272,2020-04-05,San Bernardo,Estacion Central,899
40273,2020-04-05,San Bernardo,Huechuraba,2
40274,2020-04-05,San Bernardo,Independencia,22
40275,2020-04-05,San Bernardo,La Cisterna,209
40276,2020-04-05,San Bernardo,La Florida,84
40277,2020-04-05,San Bernardo,La Granja,10
40278,2020-04-05,San Bernardo,La Pintana,60
40279,2020-04-05,San Bernardo,La Reina,16
40280,2020-04-05,San Bernardo,Las Condes,77
40281,2020-04-05,San Bernardo,Lo Barnechea,11
40282,2020-04-05,San Bernardo,Lo Espejo,252
40283,2020-04-05,San Bernardo,Lo Prado,36
40284,2020-04-05,San Bernardo,Macul,10
40285,2020-04-05,San Bernardo,Maipu,29
40286,2020-04-05,San Bernardo,Nunoa,56
40287,2020-04-05,San Bernardo,Pedro Aguirre Cerda,334
40288,2020-04-05,San Bernardo,Penalolen,23
40289,2020-04-05,San Bernardo,Providencia,102
40290,2020-04-05,San Bernardo,Pudahuel,29
40291,2020-04-05,San Bernardo,Puente Alto,61
