Region,Codigo region,Comuna,Codigo comuna,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12
Metropolitana de Santiago,13,Curacaví,13503,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,5,3,3,3,3,2,3,3,3,2,2,3,3,3,3,3,2,2,3,3,3,2,3,3,2,2,2,2,2,2,2,2
Metropolitana de Santiago,13,El Bosque,13105,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0
Metropolitana de Santiago,13,El Monte,13602,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,1,2,1,1,1
Metropolitana de Santiago,13,Estación Central,13106,5,5,5,5,4,5,5,5,5,5,4,3,5,5,5,5,5,4,4,5,4,4,3,3,2,2,3,3,3,3,3,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2
Metropolitana de Santiago,13,Huechuraba,13107,4,4,4,3,3,5,5,5,5,5,3,3,4,5,5,6,6,4,3,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3
Metropolitana de Santiago,13,Independencia,13108,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,3,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,3,3,2,3,2,2,2
Metropolitana de Santiago,13,Isla de Maipo,13603,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,3,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Metropolitana de Santiago,13,La Cisterna,13109,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,4,3,3,2,3,3,3,3,3,2,2,2,2,2,2,2,2,1,2,3,3,2,3,2,2,3,3,3,3,2,2,2
Metropolitana de Santiago,13,La Florida,13110,4,4,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,4,4,4,4,3,3,3,3,3,3,4,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3
Metropolitana de Santiago,13,La Granja,13111,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1
Metropolitana de Santiago,13,La Pintana,13112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Metropolitana de Santiago,13,La Reina,13113,4,4,4,4,4,5,5,5,5,5,4,4,5,5,5,6,6,5,5,5,5,5,4,5,4,4,4,4,4,5,5,4,4,5,5,5,4,5,4,4,5,5,4,5,4,4,4
Metropolitana de Santiago,13,Lampa,13302,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1
Metropolitana de Santiago,13,Las Condes,13114,11,11,11,7,7,12,13,13,13,13,8,7,13,13,13,15,14,9,7,11,9,9,8,8,6,6,8,7,7,8,6,5,5,6,6,6,6,6,5,5,6,6,6,6,5,5,5
Metropolitana de Santiago,13,Lo Barnechea,13115,5,5,5,5,5,6,7,7,7,7,6,6,7,7,7,8,8,7,6,7,7,7,6,6,5,5,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Metropolitana de Santiago,13,Lo Espejo,13116,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3
Metropolitana de Santiago,13,Lo Prado,13117,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Metropolitana de Santiago,13,Macul,13118,2,2,2,2,2,3,2,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
Metropolitana de Santiago,13,Maipú,13119,3,3,4,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,2,3,3
Metropolitana de Santiago,13,María Pinto,13504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Metropolitana de Santiago,13,Melipilla,13501,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,5,5,5,5,5,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4
Metropolitana de Santiago,13,Padre Hurtado,13604,1,1,1,1,2,2,2,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1
Metropolitana de Santiago,13,Paine,13404,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,2,3,3,3,2,2,2,2,2,2,3,2,3,3,3,3,3,3,3,2,2,2
Metropolitana de Santiago,13,Pedro Aguirre Cerda,13121,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Metropolitana de Santiago,13,Peñaflor,13605,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Metropolitana de Santiago,13,Peñalolén,13122,4,4,4,4,4,4,4,5,5,5,5,4,4,5,5,5,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Metropolitana de Santiago,13,Pirque,13202,2,2,2,3,3,2,2,2,2,3,3,2,2,2,2,2,2,3,3,2,2,3,3,3,3,2,3,3,4,3,3,3,3,2,3,4,3,3,3,2,3,3,3,3,2,2,2
Metropolitana de Santiago,13,Providencia,13123,12,12,12,7,6,12,13,13,13,14,8,7,13,14,13,16,15,8,6,12,10,8,7,7,4,4,6,6,6,7,4,4,3,5,5,5,5,5,4,4,5,5,5,5,4,4,4
Metropolitana de Santiago,13,Pudahuel,13124,4,4,4,3,3,3,3,3,3,4,3,2,4,4,4,4,4,3,3,4,4,4,3,3,3,2,3,3,3,3,3,2,2,3,4,3,3,3,3,2,3,3,3,3,2,2,2
Metropolitana de Santiago,13,Puente Alto,13201,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2
Metropolitana de Santiago,13,Quilicura,13125,4,3,3,3,2,4,4,4,4,4,3,2,4,4,4,4,4,3,3,4,4,4,3,3,2,2,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2
Metropolitana de Santiago,13,Quinta Normal,13126,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,3,3,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
Metropolitana de Santiago,13,Recoleta,13127,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1
Metropolitana de Santiago,13,Renca,13128,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Metropolitana de Santiago,13,San Bernardo,13401,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,3,4,3,3,3,3,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,2,2,3
Metropolitana de Santiago,13,San Joaquín,13129,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0
Metropolitana de Santiago,13,San José de Maipo,13203,2,2,2,5,5,2,2,2,2,2,4,4,2,2,2,2,3,5,5,2,2,2,2,2,2,1,2,2,2,2,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
Metropolitana de Santiago,13,San Miguel,13130,3,3,3,2,2,3,3,3,3,3,3,2,3,3,3,4,4,3,2,3,3,3,3,3,2,1,2,2,2,2,2,2,1,2,3,3,3,3,2,2,2,3,2,2,2,2,2
Metropolitana de Santiago,13,San Pedro,13505,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,4,3,2,2,3,3,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1
Metropolitana de Santiago,13,San Ramón,13131,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metropolitana de Santiago,13,Santiago,13101,10,10,11,7,5,11,11,11,11,11,7,7,11,12,11,12,12,7,5,10,8,8,7,7,4,3,6,5,6,6,4,3,3,4,4,4,4,4,3,3,4,4,4,4,3,3,3
Metropolitana de Santiago,13,Talagante,13601,3,3,3,3,3,3,3,4,4,4,3,3,4,4,4,5,4,4,3,4,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,2
Metropolitana de Santiago,13,Tiltil,13303,4,3,4,3,3,3,3,3,3,3,2,2,3,3,3,5,5,4,3,4,3,3,3,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,3,2,1,1,1
Metropolitana de Santiago,13,Vitacura,13132,8,8,8,6,5,9,9,10,10,10,7,6,10,10,10,11,11,7,6,9,8,8,7,7,5,5,6,6,7,7,5,5,5,6,6,6,6,6,5,5,6,6,5,6,5,5,5
Metropolitana de Santiago,13,Ñuñoa,13120,4,4,4,4,3,5,5,5,5,6,5,4,5,5,5,6,6,5,4,5,5,5,5,4,4,3,4,4,4,5,3,3,3,4,4,4,4,4,3,3,3,4,3,3,3,3,3
Tarapacá,1,Alto Hospicio,1107,4,4,4,4,4,4,4,4,5,5,4,4,5,5,4,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Tarapacá,1,Camiña,1402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tarapacá,1,Colchane,1403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tarapacá,1,Huara,1404,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,2,3,3,2,2,1,1,1,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,0,1
Tarapacá,1,Iquique,1101,7,7,8,7,6,8,7,8,8,8,7,6,7,7,7,7,7,6,5,7,6,6,6,6,5,4,5,4,4,5,5,4,4,5,5,5,5,5,4,4,5,5,5,5,4,4,4
Tarapacá,1,Pica,1405,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
Tarapacá,1,Pozo Almonte,1401,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valparaíso,5,Algarrobo,5602,10,10,10,12,9,6,5,5,5,6,9,7,5,4,5,6,7,10,9,5,5,5,5,5,5,4,4,4,5,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,3,3
Valparaíso,5,Cabildo,5402,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3
Valparaíso,5,Calle Larga,5302,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Valparaíso,5,Cartagena,5603,6,6,6,7,6,5,5,5,5,5,5,5,5,5,5,6,5,6,6,5,5,5,5,4,4,3,4,4,3,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,3,3
Valparaíso,5,Casablanca,5102,5,5,5,5,5,5,4,5,5,5,5,4,4,4,4,5,5,5,5,4,4,4,4,4,3,2,3,3,3,3,4,3,2,3,4,4,3,4,3,2,3,3,3,3,2,3,2
Valparaíso,5,Catemu,5702,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,2,2
Valparaíso,5,Concón,5103,5,5,5,5,4,5,4,5,5,5,4,4,5,5,5,5,5,5,4,5,4,5,4,4,3,3,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,4,4,4,3,3,3
Valparaíso,5,El Quisco,5604,6,6,6,8,6,4,3,3,3,4,5,4,3,3,3,3,3,5,5,3,3,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Valparaíso,5,El Tabo,5605,8,8,8,10,7,4,4,4,4,4,6,5,3,3,3,4,4,6,6,3,3,3,3,3,3,2,2,2,3,2,3,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2
Valparaíso,5,Hijuelas,5503,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1
Valparaíso,5,Isla de Pascua,5201,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valparaíso,5,Juan Fernández,5104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valparaíso,5,La Cruz,5504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valparaíso,5,La Ligua,5401,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,4,4,4,4,4,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,3,3,3
Valparaíso,5,Limache,5802,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,6,6,6,5,5,5,5,5,5,4,4,4,4,4,4,5,4,4,4,5,5,4,5,5,4,5,5,4,5,4,4,4
Valparaíso,5,Los Andes,5301,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,4,4,4,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,2,3,3,3,3,3,2,3,3,3,3,2,3,2
Valparaíso,5,Nogales,5506,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4
Valparaíso,5,Olmué,5803,3,3,3,4,4,3,3,3,3,3,4,3,3,3,2,3,4,5,5,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Valparaíso,5,Panquehue,5704,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Valparaíso,5,Papudo,5403,6,6,6,7,6,3,3,3,3,3,4,4,2,2,2,3,3,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Valparaíso,5,Petorca,5404,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Valparaíso,5,Puchuncaví,5105,9,9,9,10,8,6,5,6,7,7,8,5,4,4,4,4,5,6,6,4,4,4,4,4,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2
Valparaíso,5,Putaendo,5705,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Valparaíso,5,Quillota,5501,5,5,5,5,4,5,5,5,6,6,5,4,6,5,5,6,6,5,5,6,5,5,5,5,4,3,4,4,4,4,4,4,3,4,5,5,5,5,4,4,5,5,5,5,4,4,4
Valparaíso,5,Quilpué,5801,4,4,4,4,4,4,4,5,5,5,4,4,5,5,4,5,5,5,4,4,4,4,4,4,3,2,3,3,3,3,3,3,3,3,4,4,3,3,3,3,4,4,3,3,3,3,3
Valparaíso,5,Quintero,5107,7,6,7,7,6,6,5,5,5,6,6,5,5,5,5,6,6,6,5,5,5,5,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3
Valparaíso,5,Rinconada,5303,2,2,2,2,1,1,1,1,2,2,2,1,1,1,1,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Valparaíso,5,San Antonio,5601,6,6,6,6,5,6,6,6,6,7,6,5,6,7,6,7,7,6,6,7,6,6,6,6,5,5,5,5,6,5,6,5,5,6,6,6,5,6,5,5,6,5,5,5,4,4,4
Valparaíso,5,San Esteban,5304,2,2,2,2,1,2,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,1,2,1
Valparaíso,5,San Felipe,5701,4,4,5,4,4,5,5,5,5,5,5,4,5,5,5,6,6,5,4,6,5,5,5,5,4,3,4,4,4,4,5,4,3,4,5,5,4,5,4,4,5,5,4,5,3,4,3
Valparaíso,5,Santa María,5706,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,3,3,3,2,2,2,2,2,2,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2
Valparaíso,5,Santo Domingo,5606,6,6,5,5,4,3,3,3,3,3,4,3,3,3,3,3,3,4,4,3,3,3,3,3,3,2,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,3
Valparaíso,5,Valparaíso,5101,8,8,8,7,6,8,8,8,8,9,7,7,8,9,8,10,9,8,7,8,7,7,7,6,5,5,6,6,6,6,6,5,4,6,6,6,6,6,5,4,6,6,5,6,4,4,4
Valparaíso,5,Villa Alemana,5804,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3
Valparaíso,5,Viña del Mar,5109,10,10,10,9,7,9,9,10,9,10,8,6,9,9,9,10,10,9,7,8,7,7,7,6,5,4,6,6,6,6,6,5,4,6,6,6,6,6,5,4,6,6,6,6,4,5,4
Valparaíso,5,Zapallar,5405,6,6,7,7,6,3,4,4,5,6,6,3,2,2,2,2,3,4,4,3,2,3,3,3,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1
Ñuble,16,Bulnes,16102,2,2,2,2,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ñuble,16,Chillán,16101,5,5,5,4,3,5,5,5,5,6,5,3,6,5,5,5,6,4,3,5,4,4,3,3,3,2,3,3,3,3,3,2,2,3,2,2,2,2,2,2,2,3,2,3,2,2,2
Ñuble,16,Chillán Viejo,16103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ñuble,16,Cobquecura,16202,4,5,4,6,6,3,3,3,3,3,4,4,2,2,2,2,3,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
Ñuble,16,Coelemu,16203,2,2,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
Ñuble,16,Coihueco,16302,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ñuble,16,El Carmen,16104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ñuble,16,Ninhue,16204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ñuble,16,Pemuco,16105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ñuble,16,Pinto,16106,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ñuble,16,Portezuelo,16205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ñuble,16,Quillón,16107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ñuble,16,Quirihue,16201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ñuble,16,Ranquil,16206,6,6,6,5,4,5,5,5,5,5,4,3,5,5,5,5,6,5,4,5,5,5,5,5,4,3,4,3,4,4,4,3,3,4,4,4,4,4,3,3,4,3,4,4,2,3,3
Ñuble,16,San Carlos,16301,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2
Ñuble,16,San Fabián,16304,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ñuble,16,San Ignacio,16108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0
Ñuble,16,San Nicolás,16305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ñuble,16,Treguaco,16207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ñuble,16,Yungay,16109,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
Ñuble,16,Ñiquén,16303,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
