Region,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Arica y Parinacota,Arica y Parinacota,Arica y Parinacota,Arica y Parinacota,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble
2020-03-19,5,4,1,3,0,0,3,0,3,4,0,0,2,1,6,3,5,1,0,1,3,5,0,0,0,4,0,0,0,0,0,3,2,1,3,1,4,0,3,1,0,2,1,0,0,1,3,3,0,1,1,3,0,0,2,0,0,1,4,1,2,3,2,4,1,2,4,5,3,5,3,2,5,1,3,0,3,2,3,2,0,0,3,2,1,0,0,1,1,2,2,0,1,0,0,2,2,0,1,4,1,0,1,4,1,0,1,1,1,4,2,2,1,0,1,2,3,0,3,3,0,2,1,1,0,1,2,0,0,1,1,0,1,1,1,1,0,4,3,3,2,2,4,4,2,3,1,1,0,0,1,2,1,0,1,0,1,1,4,0,4,2,3,1,2,3,0,2,1,0,1,1,1,0,0,2,1,0,2,2,0,0,2,1,3,0,3,3,4,0,5,2,3,0,0,2,0,1,3,0,3,0,0,1,4,0,2,1,2,2,0,3,0,1,0,0,0,2,2,0,3,0,1,1,0,0,3,3,1,1,6,2,3,1,2,3,4,2,2,3,4,2,2,4,2,8,6,1,1,2,3,0,5,1,2,1,3,4,3,7,3,2,3,3,2,2,3,1,2,3,2,0,7,3,3,7,5,3,0,0,2,6,2,0,5,2,1,5,4,2,4,3,3,2,1,0,0,3,5,3,4,3,1,2,1,4,1,5,4,4,1,6,2,5,2,3,7,4,7,3,1,3,0,2,1,1,0,0,1,1,0,0,0,5,3,1,1,0,0,1,0
2020-03-20,5,4,1,3,0,0,2,0,3,4,0,0,2,1,6,2,6,1,0,1,3,5,0,0,0,4,0,1,0,0,0,3,2,1,3,1,3,1,3,1,0,2,2,0,0,1,3,3,0,1,1,3,0,0,2,0,0,1,3,1,2,3,1,4,1,2,5,4,3,5,3,2,5,1,3,0,2,2,3,2,0,0,3,2,1,0,0,1,1,2,2,0,1,0,0,2,2,0,1,4,1,0,1,4,1,0,1,1,1,4,2,2,1,0,1,2,3,0,3,3,0,2,1,0,0,0,2,0,0,1,1,0,1,1,1,1,0,4,3,3,2,2,4,4,2,3,1,1,0,0,1,2,1,0,1,0,1,1,4,0,4,2,2,1,2,3,0,2,1,0,1,1,1,0,0,2,1,0,2,2,0,0,2,1,3,0,3,3,4,0,5,1,3,0,0,2,0,1,3,0,3,0,0,1,3,0,2,1,2,2,0,3,0,1,0,0,0,2,2,0,4,0,1,1,0,0,3,2,1,1,5,2,3,1,2,3,4,2,2,3,4,1,1,5,2,8,6,1,1,2,3,0,4,1,3,1,3,4,3,7,3,2,3,2,2,2,3,1,2,3,2,0,7,3,2,7,4,3,0,0,1,6,2,0,5,2,1,4,4,2,4,3,3,2,1,0,0,3,5,3,3,3,1,2,1,4,1,5,4,4,1,6,2,5,2,3,6,4,6,3,1,3,0,2,1,1,0,0,1,1,0,0,0,5,3,1,1,0,0,1,0
2020-03-21,4,4,1,2,0,0,2,0,2,4,0,0,1,1,5,2,5,0,0,1,2,4,0,0,0,3,0,0,0,0,0,3,1,1,2,1,2,0,2,1,0,1,2,0,0,1,2,3,0,1,1,3,0,0,2,0,0,0,3,1,1,3,1,4,0,2,4,4,3,4,3,1,4,1,3,0,2,2,2,2,0,0,3,2,1,0,0,0,1,2,1,0,0,0,0,2,2,0,1,3,1,0,1,3,1,0,1,1,0,3,2,2,1,0,1,2,3,0,3,2,0,2,1,0,0,0,2,0,0,1,1,0,0,1,1,1,0,3,3,3,2,1,3,3,2,2,1,1,0,0,1,2,1,0,0,0,1,1,2,0,3,2,2,1,1,3,0,2,0,0,1,1,0,0,0,2,1,0,2,1,0,0,2,0,2,0,2,3,3,0,4,2,3,0,0,2,0,1,3,0,3,0,0,1,3,0,2,1,1,2,0,2,0,1,0,0,0,2,2,0,2,0,1,1,0,0,2,2,0,1,5,2,2,1,2,2,3,2,2,2,3,1,1,4,1,6,5,1,1,2,3,0,4,1,3,1,3,4,3,4,3,2,2,2,2,2,2,1,2,2,2,0,4,3,1,5,4,3,0,0,1,5,2,0,5,2,1,4,3,2,3,2,3,1,0,0,0,3,4,2,3,3,1,2,1,3,1,4,3,4,1,5,1,4,2,3,5,3,5,2,1,3,0,2,1,1,0,0,1,1,0,0,0,4,3,1,1,0,0,1,0
2020-03-22,3,3,0,2,0,0,2,0,2,3,0,0,2,0,5,2,4,0,0,1,2,3,0,0,0,2,0,0,0,0,0,3,1,1,2,1,2,0,2,1,0,2,1,0,0,0,2,2,0,1,1,2,0,0,2,0,0,0,2,1,1,3,1,4,0,2,3,4,3,3,2,1,3,1,2,0,2,1,2,1,0,0,2,2,1,0,0,0,0,1,1,0,0,0,0,1,2,0,0,2,0,0,1,2,1,0,0,1,0,2,2,2,1,0,1,1,2,0,2,2,0,2,0,0,0,0,2,0,0,1,1,0,0,1,1,1,0,2,3,3,1,1,2,3,1,2,1,1,0,0,1,1,1,0,0,0,1,0,2,0,2,2,1,1,1,2,0,2,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,2,0,1,2,3,0,3,2,2,0,0,1,0,1,2,0,2,0,0,1,2,0,1,0,1,2,0,2,0,1,0,0,0,2,1,0,2,0,1,1,0,0,2,2,0,1,4,1,2,1,1,2,3,2,2,2,3,1,1,4,1,6,5,1,1,1,2,0,3,1,2,1,3,4,2,4,2,2,2,2,1,1,2,0,1,1,1,0,3,2,1,5,3,3,0,0,1,4,1,0,4,1,0,3,2,2,3,2,2,1,0,0,0,2,4,2,3,3,1,2,1,3,1,3,2,3,1,5,1,3,2,2,5,3,4,2,1,2,0,2,1,1,0,0,1,0,0,0,0,3,2,1,0,0,0,1,0
2020-03-23,5,4,1,3,0,0,2,0,2,4,0,0,1,1,5,2,5,1,0,1,3,4,0,0,0,3,0,0,0,0,0,3,1,1,3,1,3,1,2,1,0,2,1,0,0,1,3,2,0,1,1,3,0,0,2,0,0,1,3,0,2,3,2,4,1,2,4,4,3,5,3,2,5,1,3,0,2,2,3,2,1,0,3,2,1,0,0,0,1,2,1,0,0,0,0,2,2,0,1,3,1,0,1,3,1,0,1,1,0,3,2,2,1,0,1,2,3,0,3,2,0,2,1,0,0,0,2,0,0,1,1,0,1,1,1,1,0,3,3,3,2,1,3,3,1,2,0,1,0,0,1,1,1,0,0,0,1,0,3,0,3,2,2,1,1,2,0,2,0,0,1,1,0,0,0,2,1,0,2,2,0,0,2,0,3,0,1,3,3,0,4,2,3,0,0,2,0,1,3,0,3,0,0,1,3,0,2,1,2,2,0,3,0,1,0,0,0,2,2,0,3,0,1,1,0,0,2,2,1,1,5,2,3,1,1,3,3,2,2,2,3,1,1,4,2,8,6,1,1,2,3,0,4,1,3,1,3,4,3,6,3,2,3,2,2,2,3,1,2,2,2,0,6,3,2,6,4,3,0,0,2,5,1,0,4,2,1,4,3,2,4,2,2,2,1,0,0,3,4,2,3,3,1,2,1,3,1,4,3,4,1,5,1,4,2,3,6,3,6,2,1,3,0,2,1,1,0,0,1,1,0,0,0,4,3,1,0,0,0,1,0
2020-03-24,5,4,1,3,0,0,2,0,2,4,0,0,2,1,6,3,5,1,0,1,3,4,0,0,0,3,0,0,0,0,0,3,1,1,2,1,3,1,2,1,0,2,1,0,0,1,3,2,0,2,1,3,0,0,2,0,0,0,3,1,1,3,1,4,1,2,4,4,4,4,3,2,4,1,3,0,2,2,2,1,0,0,3,2,1,0,0,0,1,2,1,0,0,0,0,2,2,0,1,3,1,0,1,3,1,0,1,1,0,3,2,2,1,0,1,2,3,0,3,2,0,2,1,0,0,0,2,0,0,1,1,0,0,1,1,1,0,3,3,3,2,1,3,3,2,3,1,1,0,0,1,1,1,0,0,0,1,0,3,0,3,2,2,1,1,2,0,2,0,0,1,1,0,0,0,2,1,0,2,1,0,0,2,1,3,0,1,3,3,0,4,2,3,0,0,2,0,1,3,0,3,0,0,1,3,0,2,1,1,2,0,2,0,1,0,0,0,2,2,0,3,0,1,1,0,0,2,2,1,1,5,2,3,1,1,3,3,2,2,2,3,1,1,4,2,7,6,1,1,2,3,0,4,1,3,1,3,4,3,6,3,2,3,2,2,2,3,1,2,2,2,0,5,3,2,6,4,3,0,0,2,4,1,0,4,2,1,4,3,2,4,2,2,2,0,0,0,3,4,2,3,3,1,2,1,3,1,4,3,4,1,5,1,4,2,3,6,3,6,2,1,3,0,2,1,1,0,0,1,0,0,0,0,3,3,1,0,0,0,1,0
2020-03-25,5,4,1,3,0,0,2,0,2,4,0,0,2,1,6,3,5,1,0,1,3,4,0,0,0,3,0,0,0,0,0,3,1,1,2,1,3,1,2,1,0,2,1,0,0,1,3,2,0,1,1,3,0,0,2,0,0,1,3,1,1,3,1,4,1,2,4,4,3,4,3,2,4,1,3,0,2,2,2,2,0,0,3,2,1,0,0,1,1,2,2,0,0,0,0,2,2,0,1,3,1,0,1,3,1,0,1,1,0,3,2,2,1,0,1,2,3,0,3,2,0,2,1,0,0,0,2,0,0,1,1,0,1,1,1,1,0,3,3,3,2,1,3,3,2,3,1,1,0,0,1,2,1,0,0,0,1,1,3,0,3,2,2,1,1,3,0,2,0,0,1,1,1,0,0,2,1,0,2,2,0,0,2,1,3,0,1,3,4,0,4,2,3,0,0,2,0,1,3,0,3,0,0,1,3,0,2,1,2,2,0,3,0,1,0,0,0,2,2,0,3,0,1,1,0,0,3,3,1,1,5,2,3,1,1,3,3,2,2,2,3,1,1,4,2,7,6,1,1,2,3,0,4,1,3,1,3,4,4,6,3,2,3,2,2,2,3,1,2,2,2,0,6,3,2,7,4,3,0,0,2,4,1,0,5,2,1,3,3,2,4,1,3,2,0,0,0,3,4,2,3,3,1,2,1,3,1,4,3,4,1,6,2,4,2,3,6,3,6,2,1,3,0,2,1,1,0,0,1,0,0,0,0,4,3,1,0,0,0,1,0
2020-03-26,5,4,1,3,0,0,2,0,2,4,0,0,2,1,5,2,5,1,0,1,3,4,0,0,0,3,0,0,0,0,0,3,1,1,3,1,3,1,2,1,0,2,1,0,0,1,3,3,0,1,1,3,0,0,2,0,0,1,3,1,1,3,1,4,1,2,4,4,3,4,3,2,4,1,3,0,2,1,2,2,1,0,3,2,1,0,0,1,1,2,2,0,0,0,0,2,2,0,1,3,1,0,1,3,1,0,1,1,0,3,2,2,1,0,1,2,3,0,3,2,0,2,1,0,0,0,2,0,0,1,1,0,0,1,1,1,0,3,3,3,2,1,3,3,2,2,1,1,0,0,1,2,1,0,0,0,1,1,3,0,3,2,2,1,1,3,0,2,0,0,1,1,1,0,0,2,1,0,2,2,0,0,2,1,3,0,1,3,3,0,4,2,2,0,0,2,0,1,3,0,3,0,0,1,3,0,2,1,2,2,0,3,0,1,0,0,0,2,2,0,3,0,1,1,0,0,3,3,1,1,5,2,3,1,1,3,3,3,2,2,3,1,1,5,2,8,6,1,1,2,3,0,4,1,2,1,3,4,3,7,3,2,3,2,2,2,3,1,2,2,2,0,6,3,2,7,5,3,0,0,1,5,1,0,4,2,1,4,3,2,4,2,2,2,0,0,0,3,4,3,4,3,1,2,1,3,1,4,3,4,1,5,2,4,2,3,6,3,6,2,1,3,0,2,1,1,0,0,1,0,0,0,0,4,3,1,1,0,0,1,0
2020-03-27,5,4,1,3,0,0,2,0,2,4,0,0,1,1,5,2,5,1,0,1,3,4,0,0,0,3,0,0,0,0,0,3,1,1,3,1,3,0,3,1,0,2,2,0,0,1,3,3,0,1,1,3,0,0,2,0,0,1,3,1,1,3,2,4,1,2,4,4,3,5,2,2,4,1,3,0,2,2,3,2,1,0,3,2,1,0,0,1,1,2,2,0,1,0,0,2,2,0,1,3,1,0,1,4,1,0,1,1,0,3,2,2,1,0,1,2,3,0,3,2,0,2,1,0,0,1,2,0,0,1,1,0,1,1,1,1,0,3,3,3,2,1,3,3,2,2,0,1,0,0,1,2,1,0,0,0,1,1,3,0,3,2,2,1,2,3,0,2,0,0,1,1,1,0,0,2,1,0,2,2,0,0,2,1,3,0,0,3,3,0,4,3,2,0,0,2,0,1,3,0,3,0,0,1,3,0,2,1,2,2,0,3,0,1,0,0,0,2,2,0,3,0,1,1,0,0,3,3,1,1,5,2,3,1,1,3,3,2,2,2,4,1,1,5,2,6,5,1,1,2,3,0,4,1,2,1,3,4,3,4,3,2,3,2,2,2,3,1,1,2,2,0,4,3,2,5,3,3,0,0,1,5,1,0,4,2,1,4,4,2,4,2,3,2,0,0,0,3,5,3,4,3,1,2,1,3,1,4,3,4,1,6,2,5,3,3,6,4,6,2,1,3,0,2,1,1,0,0,1,0,0,0,0,4,3,1,0,0,0,1,0
2020-03-28,4,3,1,2,0,0,2,0,2,4,0,0,1,0,5,2,5,0,0,1,2,4,0,0,0,3,0,0,0,0,0,3,1,1,2,1,2,0,2,1,0,2,1,0,0,1,2,2,0,1,1,3,0,0,1,0,0,0,3,0,1,3,1,4,0,2,4,4,2,4,2,1,4,1,3,0,2,1,2,1,0,0,2,2,1,0,0,0,1,2,1,0,0,0,0,2,2,0,0,2,1,0,1,3,1,0,1,1,0,3,2,2,1,0,1,2,2,0,3,2,0,2,0,0,0,0,2,0,0,1,1,0,0,1,1,1,0,3,3,3,2,1,3,3,2,2,0,1,0,0,1,1,1,0,0,0,1,1,2,0,3,2,2,1,1,2,0,2,0,0,1,1,0,0,0,1,1,0,2,1,0,0,1,0,2,0,1,2,3,0,4,2,2,0,0,1,0,1,3,0,3,0,0,1,3,0,2,1,1,2,0,2,0,1,0,0,0,2,2,0,2,0,1,1,0,0,2,2,1,1,5,2,2,1,1,2,3,2,1,2,3,1,1,4,1,5,5,1,1,2,3,0,4,1,2,1,3,4,3,4,2,2,3,2,2,2,2,1,1,2,2,0,3,3,1,5,3,3,0,0,1,4,1,0,4,2,1,4,3,2,3,2,2,1,0,0,0,3,4,2,3,3,1,2,1,3,1,4,3,4,1,5,1,4,2,2,5,3,5,1,1,2,0,2,1,1,0,0,1,0,0,0,0,3,3,1,1,0,0,1,0
2020-03-29,4,3,1,2,0,0,2,0,2,3,0,0,1,0,5,2,4,0,0,1,2,3,0,0,0,2,0,0,0,0,0,3,1,1,2,1,2,0,2,1,0,1,1,0,0,1,2,2,0,1,1,2,0,0,1,0,0,0,2,0,1,2,1,4,0,2,3,4,2,3,2,1,3,1,2,0,2,1,2,1,0,0,2,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,2,1,0,1,2,1,0,1,1,0,2,2,2,1,0,1,2,2,0,2,2,0,2,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,2,3,3,1,1,2,3,1,2,0,1,0,0,1,1,1,0,0,0,0,1,2,0,2,2,1,1,1,2,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,2,0,0,2,3,0,3,2,1,0,0,1,0,1,2,0,2,0,0,1,2,0,1,1,1,2,0,2,0,1,0,0,0,2,1,0,2,0,1,1,0,0,2,2,1,1,4,1,2,0,1,2,3,2,1,1,3,1,1,4,1,5,5,1,1,1,2,0,3,1,2,1,3,4,3,3,2,2,2,2,1,2,3,0,0,1,1,0,3,2,1,5,3,3,0,0,1,4,1,0,3,1,0,3,2,2,3,2,2,1,0,0,0,2,4,2,3,3,1,2,1,2,1,3,3,3,1,5,1,3,2,2,4,3,4,1,1,2,0,2,1,1,0,0,1,0,0,0,0,3,2,1,0,0,0,1,0
2020-03-30,5,4,1,3,0,0,2,0,2,4,0,0,1,1,5,2,5,1,0,1,3,4,0,0,0,3,0,0,0,0,0,3,2,1,3,1,3,1,2,1,0,2,1,0,0,1,3,3,0,1,1,3,0,0,2,0,0,1,3,1,2,3,1,4,1,2,4,4,2,5,2,2,4,1,3,0,2,2,3,2,0,0,3,2,1,0,0,1,1,2,2,0,1,0,0,2,2,0,1,3,1,0,1,2,1,0,1,1,0,3,2,2,1,0,1,2,3,0,3,2,0,2,1,0,0,0,2,0,0,1,1,0,1,1,1,1,0,3,3,3,2,1,3,3,2,3,0,1,0,0,1,2,1,0,0,0,1,1,4,0,3,2,2,1,2,3,0,2,0,0,1,1,1,0,0,2,1,0,2,2,0,0,2,1,3,0,1,3,3,0,4,2,2,0,0,2,0,1,3,0,3,0,0,1,3,0,2,1,2,2,0,3,0,1,0,0,0,2,2,0,3,0,1,1,0,0,2,3,1,1,5,2,3,1,2,3,3,2,2,2,3,1,1,5,2,6,5,1,1,2,3,0,4,2,2,1,3,4,2,5,3,3,3,2,2,2,3,1,1,2,2,0,4,3,2,6,4,3,0,0,1,5,1,0,4,2,1,4,3,2,4,2,2,2,0,0,0,3,4,2,4,3,1,2,1,3,1,4,3,4,1,6,2,4,3,3,6,3,6,2,1,3,0,2,1,1,0,0,1,0,0,0,0,4,3,1,1,0,0,1,0
2020-03-31,5,4,1,3,0,0,2,0,3,4,0,0,1,1,6,3,6,1,0,1,3,5,0,0,0,4,0,0,0,0,0,3,2,1,2,1,3,0,3,1,0,2,1,0,0,1,3,3,0,1,1,3,0,0,2,0,0,1,3,1,2,3,1,4,1,2,4,4,3,5,3,2,4,1,3,0,2,2,3,2,1,0,3,2,1,0,0,0,1,2,1,0,0,0,0,2,2,0,1,3,0,0,1,2,1,0,1,1,0,4,2,2,1,0,1,2,3,0,3,2,0,2,1,1,0,0,2,0,0,1,1,0,1,1,1,1,0,4,3,3,2,1,3,4,2,2,0,1,0,0,1,2,1,0,0,0,1,0,2,0,4,2,2,1,2,3,0,2,0,0,1,1,1,0,0,2,1,0,2,2,0,0,2,1,3,0,1,3,4,0,5,2,2,0,0,2,0,1,3,0,3,0,0,1,3,0,2,1,2,2,0,3,0,1,0,0,0,2,2,0,3,0,1,1,0,0,3,3,1,1,6,2,3,1,2,3,4,2,2,3,4,1,1,5,2,6,5,1,1,2,3,1,4,2,2,1,3,4,3,5,4,3,3,2,2,2,3,1,1,3,2,0,4,3,2,6,4,3,0,0,2,5,1,0,4,2,1,4,4,2,4,2,3,2,0,0,0,3,5,3,4,3,1,2,1,3,1,5,4,4,1,6,2,5,3,3,6,4,6,2,1,2,0,2,1,1,0,0,1,0,0,0,0,4,3,1,1,0,0,1,0
2020-04-01,5,4,1,3,0,0,2,0,3,4,0,1,1,1,6,3,5,1,0,1,3,5,0,0,0,3,0,0,0,0,0,3,1,1,2,1,3,1,2,1,0,2,1,0,0,1,3,3,0,1,1,3,0,0,2,0,0,1,3,0,2,3,2,4,1,2,4,4,3,5,3,2,4,1,3,0,2,2,3,2,1,0,3,2,1,0,0,1,1,2,2,0,0,0,0,2,2,0,1,3,0,0,1,2,1,0,1,1,0,4,2,2,1,0,1,2,3,0,3,2,0,2,1,0,0,0,2,0,0,1,1,0,1,1,1,1,0,4,3,3,2,1,4,3,2,2,0,1,0,0,1,2,1,0,0,0,1,1,2,0,4,2,2,1,2,3,0,2,0,0,1,1,0,0,0,2,1,0,2,2,0,0,2,1,3,0,2,3,4,0,5,2,2,0,0,2,0,1,3,0,3,0,0,1,3,0,2,1,2,2,0,3,0,1,0,0,0,2,2,0,3,0,1,1,0,0,3,3,1,1,6,2,3,1,2,3,4,2,2,3,4,1,1,5,2,6,5,1,1,2,3,1,4,2,3,1,3,4,4,5,3,3,3,2,2,2,3,1,1,3,2,0,4,3,2,6,4,3,0,0,2,5,1,0,4,2,1,4,4,2,4,2,2,2,0,0,0,3,5,3,4,3,1,2,1,3,1,5,4,4,1,6,2,5,3,3,6,3,6,2,1,2,0,2,1,1,0,0,1,0,0,0,0,4,3,1,1,0,0,1,0
2020-04-02,5,4,2,3,0,0,2,0,3,4,0,0,1,1,5,2,5,0,0,1,3,4,0,0,0,3,0,0,0,0,0,3,2,1,3,1,3,1,2,1,0,2,1,0,0,1,3,3,0,1,1,3,0,0,2,0,0,1,3,0,2,3,2,4,1,2,4,4,2,5,3,2,4,1,3,0,2,2,3,2,0,0,3,2,1,0,0,0,1,2,1,0,0,0,0,2,2,0,1,3,0,0,1,2,1,0,1,1,0,3,2,2,1,0,1,2,3,0,3,2,0,2,1,0,0,0,2,0,0,1,1,0,0,1,1,1,0,3,3,3,2,1,3,3,2,3,0,1,0,0,1,2,1,0,0,0,1,0,2,0,3,2,2,1,1,3,0,2,0,0,1,1,0,0,0,2,1,0,2,2,0,0,2,1,3,0,0,3,3,0,3,1,2,0,0,2,0,1,3,0,3,0,0,1,3,0,2,1,1,2,0,3,0,1,0,0,0,2,2,0,3,0,1,1,0,0,3,3,1,1,6,2,2,1,1,3,3,2,2,2,3,1,1,4,2,6,5,1,1,2,3,0,4,2,2,1,3,4,3,5,3,3,3,2,2,2,3,1,1,3,2,0,4,3,2,6,4,3,0,0,1,5,1,0,4,2,1,4,3,2,4,2,2,2,0,0,0,3,4,3,4,3,1,2,1,3,1,5,3,4,1,5,2,4,3,3,6,3,6,2,1,2,0,2,1,1,0,0,1,0,0,0,0,4,3,1,1,0,0,1,0
