Region,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Arica y Parinacota,Arica y Parinacota,Arica y Parinacota,Arica y Parinacota,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble
2020-03-19,0,0,1,1,0,0,0,0,0,0,16,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,2,2,0,0,6,1,2,1,2,2,3,1,1,4,4,2,7,1,1,0,3,2,2,3,4,1,4,2,3,9,1,3,1,2,2,2,5,4,1,1,0,2,1,0,0,0,1,3,0,0,0,0,2,3,2,1,0,1,7,5,2,5,3,2,0,3,2,0,2,3,9,3,0,1,2,5,1,3,1,1,1,4,0,2,3,4,12,2,3,4,5,1,2,7,2,12,6,5,4,0,7,4,0,7,4,7,0,5,8,7,1,3,6,1,3,1,1,3,1,1,2,1,4,3,4,4,0,4,5,3,4,0,0,0,4,3,5,3,1,2,0,1,4,5,2,3,4,2,2,3,2,2,2,6,4,0,2,0,0,8,0,0,1,0,2,2,0,2,1,4,3,0,2,1,4,3,2,1,7,5,4,2,5,2,2,5,5,3,10,6,2,3,9,1,5,0,11,6,0,3,5,8,6,2,5,3,4,6,7,4,5,5,8,5,9,5,8,3,4,2,8,6,6,2,6,0,5,2,7,2,4,3,7,4,1,3,5,5,4,2,7,3,5,1,6,4,3,5,6,6,1,0,0,2,0,2,1,2,1,10,6,3,6,5,2,4,8,0,0,7,2,5,5,2,3,17,6,2,3,3,3,2,4,24,2,6,5,6,5,1,4,2,13,3,1,8,1,2,1,5,7,3,2,6,2,6,15,2,2,5,6,5,0,8
2020-03-20,0,0,1,1,0,0,0,0,0,0,15,0,1,0,1,0,0,0,2,1,1,0,0,0,0,0,0,2,2,0,0,6,1,2,1,2,2,3,1,1,4,4,2,7,1,1,0,3,2,2,3,4,1,4,2,3,9,1,3,1,2,2,2,5,4,1,1,0,2,1,0,0,0,1,3,1,0,0,0,2,3,2,1,0,1,7,6,2,5,3,2,0,3,2,0,2,3,9,3,0,1,2,5,1,3,1,1,1,4,0,2,3,4,12,2,3,3,5,1,2,7,2,11,6,4,4,0,7,4,0,6,4,7,0,5,8,7,1,3,6,1,3,1,1,3,1,1,2,1,4,3,4,4,0,4,5,3,4,0,0,0,3,3,5,3,1,2,0,1,4,5,2,3,4,2,2,3,2,2,2,6,4,0,2,0,0,9,0,0,1,0,2,2,0,2,1,4,3,0,2,1,4,3,2,1,7,5,4,2,5,2,2,4,5,3,10,6,2,3,8,1,5,0,10,6,0,3,5,7,6,1,5,3,4,5,7,4,5,5,8,5,8,5,7,3,4,3,7,6,6,2,6,0,5,2,7,2,4,4,7,4,2,3,5,5,4,2,7,2,5,1,5,4,3,5,6,6,1,1,0,2,0,2,1,2,1,9,6,3,6,5,3,4,8,0,0,7,2,5,5,3,3,16,7,2,3,3,3,2,3,23,2,5,5,6,5,1,4,2,13,3,1,8,1,2,1,5,7,3,2,6,2,6,15,2,2,5,6,6,0,8
2020-03-21,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,5,0,1,1,1,1,3,0,0,3,3,2,6,0,1,0,2,1,1,2,3,1,3,1,3,7,1,2,1,1,2,1,4,3,1,1,0,2,1,0,0,0,1,2,0,0,0,0,2,4,1,0,0,1,5,5,2,4,2,1,0,3,1,0,1,3,7,3,0,1,1,4,0,3,1,1,1,3,0,2,2,3,11,2,3,2,4,1,1,6,1,9,4,3,4,0,5,4,0,5,3,6,0,4,7,6,1,2,4,1,3,1,1,3,0,0,2,1,4,3,4,3,0,4,5,3,4,0,0,0,3,3,4,2,1,2,0,1,4,4,2,2,4,2,2,3,1,1,1,5,3,0,1,0,0,6,0,0,1,0,2,1,0,1,0,3,3,0,2,1,4,3,2,1,5,4,2,1,4,1,2,4,4,2,7,5,2,2,6,0,3,0,8,6,0,2,4,5,5,1,3,2,3,5,5,3,4,4,6,3,6,4,6,2,3,2,6,5,4,1,5,0,4,1,5,2,4,3,4,3,1,1,4,3,3,1,5,2,4,1,4,2,2,4,4,4,1,0,0,1,0,1,0,2,1,8,5,2,5,3,2,4,6,0,0,6,2,4,4,2,3,14,5,2,3,2,2,2,2,19,1,4,4,5,4,1,3,1,12,3,0,6,0,2,1,4,6,3,2,6,2,5,13,1,2,4,5,5,0,6
2020-03-22,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,5,0,1,1,1,1,2,0,0,3,3,1,5,0,1,0,1,1,1,1,2,1,3,1,2,6,1,2,1,1,2,1,3,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,2,4,1,0,0,0,4,4,1,3,2,1,0,1,1,0,1,2,5,2,0,0,1,4,0,2,0,0,1,2,0,1,2,2,11,1,2,2,3,1,1,6,1,7,4,2,3,0,4,3,0,5,2,5,0,3,6,4,0,1,3,0,2,1,0,2,0,0,1,0,4,2,3,2,0,4,4,3,4,0,0,0,2,2,4,2,1,1,0,1,4,3,1,1,3,1,1,3,1,1,1,3,2,0,1,0,0,6,0,0,1,0,3,1,0,0,0,3,2,0,1,0,3,2,1,0,4,2,2,1,4,1,1,3,3,2,5,4,2,2,5,0,2,0,6,5,0,2,3,4,4,0,2,2,2,4,3,2,3,3,4,3,5,4,5,1,2,1,5,4,3,1,5,0,3,1,4,1,3,3,3,2,1,0,3,2,2,1,3,2,3,1,3,1,2,3,3,4,0,0,0,1,0,1,0,1,1,7,4,1,4,2,2,3,5,0,0,5,1,3,3,1,2,12,5,2,2,2,2,1,2,15,1,3,3,4,4,1,2,1,10,2,0,4,0,2,1,4,6,2,1,5,1,5,11,1,2,3,4,4,0,5
2020-03-23,0,0,1,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,5,0,2,1,1,2,2,0,0,3,4,1,7,0,1,0,2,1,1,2,3,1,3,2,3,7,1,3,1,1,2,2,4,3,1,1,0,2,1,0,0,0,1,2,0,0,0,0,2,4,1,0,0,0,5,5,2,4,2,1,0,3,2,0,1,3,6,3,0,1,1,4,0,3,1,1,1,3,0,2,3,4,12,2,3,3,4,1,2,7,1,10,5,4,4,0,6,4,0,6,4,7,0,4,7,6,1,2,5,1,3,1,0,2,0,0,2,0,3,2,3,3,0,3,4,2,3,0,0,0,3,2,4,2,1,1,0,1,3,4,2,2,4,2,2,3,1,1,1,4,3,0,2,0,0,5,0,0,1,0,3,1,0,1,1,4,3,0,2,1,4,3,2,1,6,4,3,2,4,2,2,4,4,3,8,6,2,3,7,0,4,0,9,6,0,2,5,7,5,1,5,2,3,5,6,4,4,4,7,4,8,4,7,3,4,2,7,5,5,2,6,0,4,1,6,2,4,4,5,4,1,2,5,4,4,2,6,2,4,1,4,3,3,4,5,5,1,0,0,2,0,1,0,2,1,8,5,2,5,4,2,3,7,0,0,6,2,4,5,2,3,15,6,2,3,3,3,2,3,22,1,5,5,5,5,1,3,1,11,2,0,6,0,2,2,4,6,2,2,6,1,6,13,2,3,3,5,5,0,6
2020-03-24,0,0,1,1,0,0,0,0,0,0,13,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,1,1,0,0,4,0,1,1,1,2,3,0,0,3,4,1,7,0,1,0,2,1,2,2,3,1,3,2,3,6,1,2,1,1,2,1,4,3,1,1,0,2,1,0,0,0,1,2,0,0,0,0,2,3,1,0,0,0,5,4,2,4,2,1,0,3,2,0,1,3,6,2,0,1,1,4,0,3,0,1,1,3,0,2,3,4,12,2,3,3,4,1,2,7,1,10,5,4,4,0,6,4,0,6,4,7,0,4,7,6,1,2,5,1,3,1,0,2,0,1,2,1,4,3,3,3,0,4,4,3,4,0,0,0,3,2,5,2,1,2,0,1,4,4,1,2,4,2,2,3,1,1,1,4,3,0,2,0,0,5,0,0,1,0,3,2,0,1,1,4,2,0,2,1,4,3,2,1,5,4,3,1,4,2,2,4,4,3,8,5,2,3,6,0,4,0,8,6,0,3,4,6,5,1,4,2,3,5,6,4,4,4,7,4,7,4,7,3,4,2,7,5,5,2,6,0,4,1,5,2,4,4,5,4,1,2,4,4,4,2,6,2,4,1,5,3,3,4,5,5,1,0,0,2,0,1,1,2,1,8,5,2,5,4,2,3,7,0,0,6,2,4,5,2,3,15,6,2,3,3,2,2,3,22,2,5,4,5,5,1,3,1,11,2,0,5,0,2,1,3,6,2,1,5,1,5,11,1,2,3,4,5,0,6
2020-03-25,0,0,1,1,0,0,0,0,0,0,12,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,1,1,0,0,5,0,1,1,1,2,3,0,0,3,4,2,7,0,1,0,2,1,2,2,3,1,3,1,3,7,1,2,1,1,2,1,4,3,1,1,0,2,1,0,0,0,1,3,0,0,0,0,2,4,1,0,0,0,5,4,2,4,2,2,0,3,2,0,1,3,6,3,0,1,1,4,0,3,1,1,1,3,0,2,3,4,12,2,3,3,4,1,2,6,1,10,5,4,4,0,6,4,0,6,4,7,0,4,7,6,1,3,5,1,3,1,1,3,0,1,2,1,4,3,4,3,0,4,5,3,4,0,0,0,3,2,5,2,1,2,0,1,4,4,2,2,5,2,2,3,1,1,1,4,3,0,2,0,0,5,0,0,1,0,3,1,0,1,1,4,2,0,2,1,4,3,2,1,5,4,2,1,4,2,2,4,4,3,7,5,2,2,6,0,4,0,8,6,0,3,5,7,5,1,5,2,3,5,6,4,4,4,7,4,7,4,7,3,4,2,7,5,5,2,6,0,4,2,6,2,4,4,6,4,1,2,4,4,4,2,6,2,4,1,5,3,3,4,5,6,1,0,0,2,0,2,1,2,1,8,6,3,5,4,2,5,7,0,0,6,2,4,5,2,3,15,5,2,2,3,3,2,3,22,2,5,4,5,5,1,3,1,11,2,0,5,0,2,1,4,6,2,1,6,1,6,13,1,2,3,5,5,0,5
2020-03-26,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,1,0,0,5,0,2,1,1,1,3,0,1,3,3,2,7,0,1,0,2,1,2,2,3,1,3,1,3,8,1,2,1,2,2,2,4,3,1,1,0,2,1,0,0,0,1,2,0,0,0,0,2,4,1,0,0,0,5,4,2,4,2,2,0,3,2,0,1,3,6,3,0,1,1,4,0,3,1,1,1,3,0,2,3,4,12,2,3,3,4,1,2,6,1,10,5,4,4,0,7,4,0,6,4,7,0,4,7,6,1,3,5,1,3,1,0,3,0,1,2,1,4,3,4,3,0,4,5,3,4,0,0,0,3,2,4,2,1,2,0,1,4,4,2,2,4,2,2,3,1,1,1,4,3,0,2,0,0,5,0,0,1,0,3,1,0,1,1,4,2,0,2,1,4,2,2,1,6,4,3,1,4,2,2,4,4,3,8,5,2,3,6,0,4,0,9,6,0,3,5,7,6,1,5,3,3,5,6,4,5,5,7,4,7,4,8,3,4,3,7,5,6,2,6,0,4,2,6,2,4,3,7,4,1,2,5,5,4,2,6,2,5,1,5,4,3,4,6,6,1,0,0,1,0,1,0,2,1,8,5,2,5,4,2,3,8,0,0,6,2,4,5,2,3,16,5,2,3,3,3,2,3,23,1,5,4,6,5,1,3,1,11,2,0,5,0,2,1,4,7,2,1,6,1,6,13,1,2,3,5,5,0,5
2020-03-27,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,1,0,0,5,1,2,1,1,2,3,0,1,3,4,3,7,1,1,0,3,1,2,2,3,1,4,1,3,7,1,2,1,2,2,2,4,3,1,1,0,2,1,0,0,0,1,2,0,0,0,0,2,4,1,0,0,0,5,5,2,4,3,2,0,3,2,0,2,3,7,3,0,1,1,4,1,3,1,1,1,3,0,2,3,4,12,2,3,3,4,1,2,6,2,10,5,4,4,0,7,4,0,6,4,7,0,4,7,6,1,3,5,1,3,1,0,2,0,0,2,1,4,3,4,3,0,4,5,3,4,0,0,0,3,2,4,2,1,2,0,1,4,4,2,2,5,2,2,3,1,1,1,5,3,0,2,0,0,6,0,0,0,0,3,1,0,1,1,4,3,0,2,1,4,2,2,1,5,4,3,1,5,2,2,4,4,3,8,5,2,2,6,0,4,0,8,6,0,3,5,7,6,1,4,2,4,5,5,4,3,5,7,4,7,4,6,3,2,1,7,5,4,2,6,0,5,1,6,2,4,2,3,4,1,2,4,3,3,2,5,0,4,1,5,2,3,4,3,4,1,0,0,2,0,1,0,2,1,9,5,2,5,4,2,3,8,0,0,7,2,5,5,2,3,18,5,2,3,3,3,2,3,24,2,6,5,6,5,1,3,1,11,2,0,5,0,2,1,4,7,2,1,6,2,6,13,1,2,3,5,5,0,5
2020-03-28,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,5,0,1,1,1,1,2,0,0,3,3,2,6,0,1,0,2,1,2,2,3,1,3,1,3,7,1,2,1,1,2,1,3,2,1,1,0,1,1,0,0,0,0,2,0,0,0,0,2,3,1,0,0,0,4,4,2,3,2,1,0,2,1,0,1,3,5,2,0,1,1,4,0,3,0,1,1,3,0,1,2,3,12,2,3,2,3,1,1,6,1,8,4,2,3,0,5,3,0,5,3,6,0,3,7,5,1,2,4,1,3,1,0,2,0,0,1,0,3,2,3,3,0,4,4,3,4,0,0,0,3,2,4,2,1,2,0,1,4,3,1,2,4,1,2,3,1,1,1,4,2,0,2,0,0,5,0,0,0,0,4,1,0,1,0,3,2,0,1,0,4,2,2,0,4,3,2,1,4,1,1,3,3,2,6,4,2,2,5,0,3,0,7,5,0,2,4,5,5,0,3,2,3,5,4,2,3,4,5,3,6,4,5,2,2,1,6,5,3,1,6,0,4,1,5,1,3,3,3,3,1,1,3,2,2,1,4,0,3,1,4,1,2,3,3,3,0,0,0,1,0,1,0,1,1,8,5,1,5,3,2,3,6,0,0,6,2,4,4,1,3,14,5,2,2,2,2,2,2,19,1,4,4,5,4,1,3,1,9,2,0,4,0,2,1,4,6,2,1,6,2,5,12,1,2,3,4,6,0,5
2020-03-29,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,5,0,1,1,1,1,2,0,0,2,3,1,6,0,1,0,2,1,1,1,3,1,3,1,2,6,1,2,1,1,2,1,3,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,1,3,0,0,0,0,3,3,2,3,1,1,0,2,1,0,1,1,3,2,0,1,0,4,0,2,0,1,0,2,0,1,2,2,11,1,2,2,3,1,1,6,1,6,3,2,3,0,4,3,0,5,3,5,0,3,6,5,0,1,3,0,2,1,0,2,0,1,1,0,3,2,3,2,0,4,3,2,4,0,0,0,3,2,4,2,1,2,0,1,4,2,2,1,4,1,1,3,1,1,1,2,2,0,1,0,0,4,0,0,0,0,3,0,0,0,0,3,2,0,1,0,3,2,1,0,3,2,1,1,4,1,1,3,3,1,4,3,2,1,4,0,2,0,6,4,0,2,4,4,4,0,2,2,3,4,3,2,2,3,4,3,5,4,4,1,2,1,5,4,3,1,5,0,4,1,4,1,3,3,2,2,1,0,3,2,2,1,3,0,2,0,3,1,2,2,2,3,0,0,0,1,0,1,0,1,1,7,4,1,4,2,2,3,5,0,0,5,1,3,4,1,2,12,4,2,2,2,2,1,2,16,1,4,3,4,4,1,2,1,9,2,0,3,0,2,1,3,6,1,1,5,1,5,10,1,2,2,4,4,0,4
2020-03-30,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,1,0,0,5,1,1,1,1,2,3,0,1,3,4,3,7,0,1,0,3,1,2,2,4,1,3,1,3,8,1,3,1,2,2,2,4,2,1,1,0,1,1,0,0,0,1,2,0,0,0,0,2,3,1,0,0,0,5,4,2,4,2,1,0,3,2,0,1,2,5,3,0,1,1,4,0,2,0,1,1,3,0,2,3,4,13,2,3,3,4,1,2,7,2,10,5,4,4,0,7,4,0,6,4,7,0,4,7,6,1,3,5,1,3,1,0,2,0,0,2,1,4,3,3,3,0,4,5,3,4,0,0,0,3,2,5,2,1,2,0,1,4,4,2,2,4,2,2,3,1,1,1,4,3,0,2,0,0,4,0,0,0,0,2,1,0,1,1,4,2,0,2,1,4,2,2,1,5,4,2,1,5,2,2,3,4,3,7,4,2,2,6,0,4,0,8,6,0,3,6,7,5,1,4,2,3,5,5,3,3,4,7,4,7,4,6,3,3,1,7,5,4,2,6,0,5,1,6,2,4,3,4,4,1,2,4,3,3,2,5,0,5,1,5,2,3,4,3,4,1,0,0,2,0,1,0,2,1,9,5,2,6,4,2,3,7,0,0,7,2,5,5,2,3,16,5,2,3,3,3,2,3,22,2,5,5,6,5,1,3,1,11,2,0,6,0,2,1,4,7,2,1,6,2,6,14,1,2,4,5,6,0,5
2020-03-31,0,0,1,1,0,0,0,0,0,0,13,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,1,1,0,0,5,1,1,1,2,2,2,0,1,3,4,3,8,0,1,0,3,1,2,3,4,1,4,1,3,8,1,3,1,2,2,2,4,3,1,1,0,2,1,0,0,0,1,3,0,0,0,0,2,4,1,0,0,0,5,4,2,4,2,2,0,3,2,0,1,2,6,3,0,1,1,4,0,2,0,1,1,3,0,2,3,4,13,2,3,3,4,1,2,7,2,10,5,4,4,0,7,4,0,6,4,7,0,4,8,7,1,3,5,1,3,1,0,2,0,0,2,1,4,3,3,3,0,4,5,3,4,0,0,0,3,2,5,2,1,2,0,1,4,3,1,1,4,2,2,3,1,1,1,4,3,0,2,0,0,5,0,0,1,0,3,1,0,1,0,4,3,0,2,1,4,2,2,1,5,4,3,1,5,2,2,4,4,3,7,5,2,2,6,0,4,0,8,6,0,3,6,7,6,1,4,3,3,5,6,4,4,5,8,4,8,4,6,3,3,2,8,6,4,2,6,0,5,1,7,2,4,4,4,4,1,3,5,4,4,2,6,0,5,1,6,2,3,4,3,4,1,0,0,2,0,1,1,2,1,9,5,2,6,5,2,4,8,0,0,7,2,5,5,2,3,16,6,2,3,3,3,2,3,23,2,5,5,6,5,1,3,1,12,2,0,4,0,2,1,4,7,2,1,6,2,6,14,1,2,3,5,5,0,5
2020-04-01,0,0,1,1,0,0,0,0,0,0,12,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,1,1,0,0,6,1,2,1,1,2,3,0,1,3,4,3,8,0,1,0,2,1,2,2,4,1,4,1,3,8,1,3,1,2,2,2,4,3,1,1,0,2,1,0,0,0,1,2,0,0,0,0,2,4,1,0,0,0,5,4,2,4,2,2,0,3,2,0,1,2,6,3,0,1,1,4,0,2,1,1,1,3,0,2,3,4,13,2,3,3,4,1,2,7,2,10,5,4,4,0,7,4,0,6,4,7,0,4,7,7,1,3,5,1,3,1,0,3,0,1,2,0,4,3,4,3,0,4,5,3,4,0,0,0,3,3,5,2,1,2,0,1,4,3,1,2,4,2,2,3,1,1,1,4,3,0,2,0,0,7,0,0,1,0,4,1,0,1,1,4,3,0,2,1,4,2,2,1,5,4,3,1,5,2,2,4,4,3,8,5,2,2,7,0,4,0,8,6,0,3,6,7,6,1,4,3,4,5,6,4,4,5,8,4,8,4,6,3,3,2,7,6,4,2,6,0,5,1,6,2,4,3,4,4,1,2,5,4,4,2,6,0,5,1,6,2,3,4,3,4,1,0,0,2,0,2,1,2,1,9,5,2,6,4,2,3,7,0,0,7,2,5,5,2,3,17,6,2,3,3,3,2,3,23,2,5,5,6,5,1,3,1,11,2,0,4,0,2,1,4,7,2,1,6,2,6,14,1,2,3,5,5,0,5
2020-04-02,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,1,0,0,6,1,1,1,1,2,3,0,1,3,4,3,8,1,1,0,3,1,2,2,4,1,3,1,3,8,1,3,1,2,2,2,4,2,1,1,0,2,1,0,0,0,1,2,0,0,0,0,2,3,1,0,0,0,5,4,2,4,2,2,0,3,2,0,1,2,6,3,0,1,1,4,0,2,0,1,1,3,0,2,3,4,12,2,3,3,4,1,2,7,1,10,5,4,4,0,6,4,0,6,3,7,0,4,7,6,1,2,5,1,3,1,0,2,0,0,2,0,3,3,3,3,0,4,4,3,4,0,0,0,3,2,5,2,1,2,0,1,4,3,1,1,4,2,2,3,1,1,1,4,3,0,2,0,0,3,0,0,1,0,2,1,0,1,1,4,2,0,2,1,4,2,2,1,5,4,2,1,5,2,2,4,4,3,7,5,2,2,6,0,3,0,8,5,0,3,5,6,5,1,4,3,3,5,5,4,4,5,7,4,7,4,6,3,3,2,7,6,4,2,6,0,5,1,6,2,4,4,4,4,1,2,4,3,4,2,5,0,5,1,6,2,3,4,3,4,1,0,0,1,0,1,0,2,1,9,5,2,6,4,2,3,7,0,0,7,2,4,5,2,3,16,6,3,3,3,3,2,3,23,2,5,5,6,5,1,3,1,11,2,0,4,0,2,1,4,7,2,1,6,2,6,14,1,2,3,5,5,0,5
